dispatch_id,loading_id,date,year,month,omc_id,customer_name,product,depot,volume_liters,distance_km,truck_reg_number,driver_id,transport_tariff_kes,storage_tariff_kes,value_kes,dispatched_by
DISP-03501,LOAD-003501,2025-04-01,2025,4,OMC-010,Tamoil,DPK,Mombasa (KOSF),26223,10,KA98F,DRV-52397,1450,26223,27673,CLERK-MOM-KOS-02
DISP-02525,LOAD-002525,2026-06-12,2026,6,OMC-002,Vivo Energy,LPG,Eldoret,54198,700,KA52F,DRV-45701,220423,56908,277331,CLERK-ELD-01
DISP-04866,LOAD-004866,2026-05-17,2026,5,OMC-015,Mombasa Petroleum,LUB,Kisumu,34398,650,KB49F,DRV-55290,129904,36118,166022,CLERK-KIS-02
DISP-00592,LOAD-000592,2025-10-08,2025,10,OMC-008,National Oil,PMS,Mombasa (KOSF),27029,10,KA58G,DRV-59628,1495,27029,28524,CLERK-MOM-KOS-03
DISP-08783,LOAD-008783,2025-03-07,2025,3,OMC-006,Hashi Energy,JETA1,Kisumu,29457,650,KA93H,DRV-90207,105883,29457,135340,CLERK-KIS-02
DISP-01868,LOAD-001868,2025-12-11,2025,12,OMC-018,Uganda National Oil,PMS,Eldoret,45270,700,KB53G,DRV-23976,175240,45270,220510,CLERK-ELD-02
DISP-05481,LOAD-005481,2025-11-12,2025,11,OMC-010,Tamoil,JETA1,Mombasa (Kipevu),55092,5,KA89F,DRV-39882,1523,55092,56615,CLERK-MOM-KIP-02
DISP-08914,LOAD-008914,2025-08-08,2025,8,OMC-009,Dalbit Petroleum,HFO,Mombasa (KOSF),24178,10,KA11H,DRV-78945,1337,24178,25515,CLERK-MOM-KOS-03
DISP-04854,LOAD-004854,2026-04-09,2026,4,OMC-004,Gulf Energy,JETA1,Nairobi,44515,450,KD17B,DRV-7482,116384,46741," KES 163,125 ",CLERK-NAI-01
DISP-07855,LOAD-007855,2025-09-22,2025,9,OMC-006,Hashi Energy,AGO,Eldoret,27528,700,KA19G,DRV-18045,106561,27528,134089,CLERK-ELD-03
DISP-02293,LOAD-002293,2025-08-17,2025,8,OMC-015,Mombasa Petroleum,HFO,Kisumu,51154,650,KA78F,DRV-75356,183873,51154,235027,CLERK-KIS-02
DISP-09485,LOAD-009485,2026-03-06,2026,3,OMC-012,Galana Energies,LUB,Mombasa (KOSF),37669,10,KD18B,DRV-5339,2189,39552,41741,CLERK-MOM-KOS-03
DISP-00509,LOAD-000509,2025-12-17,2025,12,OMC-011,Hass Petroleum,LPG,Nairobi,33665,450,KB67H,DRV-42234,83775,33665,117440,CLERK-NAI-01
DISP-00999,LOAD-000999,2026-05-29,2026,5,OMC-001,TotalEnergies Kenya,HFO,Mombasa (Kipevu),41364,5,KB86F,DRV-75095,1202,43432,44634,CLERK-MOM-KIP-02
DISP-04756,LOAD-004756,2026-04-21,2026,4,OMC-006,Hashi Energy,LUB,Mombasa (Kipevu),51674,5,KB44J,DRV-55324,1501,54258,55759,CLERK-MOM-KIP-03
DISP-03995,LOAD-003995,2025-09-19,2025,9,OMC-007,Kobil,JETA1,Mombasa (KOSF),39499,10,KB20J,DRV-46134,2184,39499,41683,CLERK-MOM-KOS-01
DISP-06012,LOAD-006012,2026-02-02,2026,2,OMC-004,Gulf Energy,DPK,Nairobi,43851,450,KD37D,DRV-5339,114649,46044,160693,CLERK-NAI-03
DISP-03718,LOAD-003718,2026-02-18,2026,2,OMC-016,KPA Marine,LUB,Eldoret,24002,700,KA11H,DRV-71727,97616,25202,122818,CLERK-ELD-03
DISP-04545,LOAD-004545,2026-01-12,2026,1,OMC-003,Rubis Energy,DPK,Mombasa (KOSF),22484,10,KB92J,DRV-47097,1306,23608," KES 24,914 ",CLERK-MOM-KOS-01
DISP-01389,LOAD-001389,2026-03-29,2026,3,OMC-018,Uganda National Oil,JETA1,Mombasa (KOSF),46496,10,KB89H,DRV-72037,2701,48821,51522,CLERK-MOM-KOS-01
DISP-03570,LOAD-003570,2025-05-28,2025,5,OMC-002,Vivo Energy,HFO,Eldoret,59098,700,KB60H,DRV-55572,228768,59098,287866,CLERK-ELD-02
DISP-09326,LOAD-009326,2026-04-23,2026,4,OMC-005,PetroOil Kenya,LPG,Mombasa (KOSF),57400,10,KC50D,DRV-7482,3335,60270,63605,CLERK-MOM-KOS-02
DISP-07370,LOAD-007370,2026-06-01,2026,6,OMC-006,Hashi Energy,DPK,Mombasa (Kipevu),29526,5,KA51H,DRV-54949,858,31002,31860,CLERK-MOM-KIP-03
DISP-09135,LOAD-009135,2026-05-29,2026,5,OMC-001,TotalEnergies Kenya,AGO,Eldoret,51453,700,KA85J,DRV-75823,209259,54026,263285,CLERK-ELD-01
DISP-00073,LOAD-000073,2026-04-13,2026,4,OMC-005,PetroOil Kenya,JETA1,Nairobi,54944,450,KD18B,DRV-7482,143651,57691,201342,CLERK-NAI-02
DISP-07955,LOAD-007955,2025-02-07,2025,2,OMC-020,Ethiopian Oil,AGO,Nairobi,57978,450,KA10F,DRV-39760,144278,57978,202256,CLERK-NAI-03
DISP-01046,LOAD-001046,2025-04-22,2025,4,OMC-008,National Oil,DPK,Mombasa (Kipevu),38627,5,KA81G,DRV-46101,1068,38627,39695,CLERK-MOM-KIP-01
DISP-01780,LOAD-001780,2026-02-23,2026,2,OMC-017,KAA Aviation,LPG,Kisumu,49323,650,KB95F,DRV-46787,186268,51789,238057,CLERK-KIS-01
DISP-04150,LOAD-004150,2026-04-25,2026,4,OMC-004,Gulf Energy,JETA1,Eldoret,27408,700,KD18B,DRV-7482,111468,28778,140246,CLERK-ELD-02
DISP-03372,LOAD-003372,2026-03-23,2026,3,OMC-007,Kobil,HFO,Kisumu,20331,650,KB75G,DRV-51727,76782,21348,98130,CLERK-KIS-02
DISP-08784,LOAD-008784,2026-03-06,2026,3,OMC-016,KPA Marine,JETA1,Eldoret,43926,700,KA51H,DRV-82926,178647,46122,224769,CLERK-ELD-02
DISP-02983,LOAD-002983,2025-03-16,2025,3,OMC-006,Hashi Energy,PMS,Kisumu,26438,650,KA79F,DRV-15158,95031,26438,121469,CLERK-KIS-03
DISP-04941,LOAD-004941,2026-06-28,2026,6,OMC-020,Ethiopian Oil,HFO,Mombasa (KOSF),25442,10,KA31F,DRV-90478,1478,26714,28192,CLERK-MOM-KOS-01
DISP-06442,LOAD-006442,02/06/2026,2026,6,OMC-009,Dalbit Petroleum,LUB,Eldoret,59624,700,KB15J,DRV-71364,242491,62605,305096,CLERK-ELD-03
DISP-01956,LOAD-001956,2026-04-20,2026,4,OMC-013,Lake Oil,HFO,Nairobi,49211,450,KA23G,DRV-57810,128662,51672,180334,CLERK-NAI-01
DISP-06188,LOAD-006188,2026-05-07,2026,5,OMC-013,Lake Oil,HFO,Kisumu,36956,650,KB33G,DRV-23919,139564,38804,178368,CLERK-KIS-01
DISP-05923,LOAD-005923,2025-04-10,2025,4,OMC-009,Dalbit Petroleum,HFO,Nairobi,58928,450,KB42G,DRV-91773,146642,58928,205570,CLERK-NAI-03
DISP-08508,LOAD-008508,2025-09-25,2025,9,OMC-013,Lake Oil,JETA1,Mombasa (KOSF),21836,10,KA22G,DRV-28172,1208,21836,23044,CLERK-MOM-KOS-03
DISP-01333,LOAD-001333,2025-01-30,2025,1,OMC-019,Tanzania Petroleum,AGO,Eldoret,20678,700,KA16H,DRV-72874,80045,20678,100723,CLERK-ELD-03
DISP-04497,LOAD-004497,2026-04-27,2026,4,OMC-008,National Oil,LPG,Eldoret,38249,700,KA44H,DRV-91082,155559,40161,195720,CLERK-ELD-03
DISP-00102,LOAD-000102,2026-03-30,2026,3,OMC-012,Galana Energies,DPK,Mombasa (KOSF),23002,10,KD18B,DRV-5339,1336,24152,25488,CLERK-MOM-KOS-01
DISP-06185,LOAD-006185,2025-12-26,2025,12,OMC-007,Kobil,JETA1,Kisumu,52298,650,KB99J,DRV-99907,187985,52298,240283,CLERK-KIS-02
DISP-09065,LOAD-009065,2026-02-09,2026,2,OMC-010,Tamoil,JETA1,Nairobi,58401,450,KA21G,DRV-20106,152689,61321,214010,CLERK-NAI-02
DISP-02933,LOAD-002933,2025-11-08,2025,11,OMC-001,TotalEnergies Kenya,AGO,Kisumu,44438,650,KB42F,DRV-91937,159732,44438,204170,CLERK-KIS-01
DISP-09575,LOAD-009575,2025-07-28,2025,7,OMC-008,National Oil,DPK,Eldoret,26673,700,KB31H,DRV-86306,103251,26673,129924,CLERK-ELD-02
DISP-07346,LOAD-007346,2026-04-09,2026,4,OMC-006,Hashi Energy,LUB,Mombasa (Kipevu),26002,5,KA59H,DRV-70923,755,27302," KES 28,057 ",CLERK-MOM-KIP-01
DISP-09393,LOAD-009393,2025-07-16,2025,7,OMC-002,Vivo Energy,LUB,Mombasa (KOSF),54154,10,KA77G,DRV-63808,2995,54154,57149,CLERK-MOM-KOS-03
DISP-04717,LOAD-004717,2025-02-22,2025,2,OMC-016,KPA Marine,LUB,Mombasa (KOSF),45009,10,KB81J,DRV-41008,2489,45009,47498,CLERK-MOM-KOS-03
DISP-02644,LOAD-002644,2025-09-29,2025,9,OMC-003,Rubis Energy,PMS,Nairobi,30500,450,KB21J,DRV-53642,75899,30500,106399,CLERK-NAI-03
DISP-09061,LOAD-009061,2025-10-23,2025,10,OMC-003,Rubis Energy,JETA1,Mombasa (Kipevu),45875,5,KB88H,DRV-56740,1268,45875,47143,CLERK-MOM-KIP-01
DISP-04465,LOAD-004465,2025-12-09,2025,12,OMC-002,Vivo Energy,PMS,Mombasa (KOSF),51922,10,KB57G,DRV-46642,2871,51922,54793,CLERK-MOM-KOS-02
DISP-00226,LOAD-000226,2025-03-07,2025,3,OMC-016,KPA Marine,DPK,Nairobi,27534,450,KB91H,DRV-46291,68518,27534,96052,CLERK-NAI-03
DISP-04646,LOAD-004646,2026-02-11,2026,2,OMC-008,National Oil,JETA1,Mombasa (Kipevu),57065,5,KA13H,DRV-68287,1658,59918,61576,CLERK-MOM-KIP-03
DISP-09321,LOAD-009321,2025-11-23,2025,11,OMC-019,Tanzania Petroleum,AGO,Mombasa (KOSF),31952,10,KA53G,DRV-10377,1767,31952,33719,CLERK-MOM-KOS-02
DISP-00584,LOAD-000584,,2026,4,OMC-003,Rubis Energy,PMS,Mombasa (KOSF),24665,10,KB45J,DRV-58145,1433,25898,27331,CLERK-MOM-KOS-03
DISP-00977,LOAD-000977,2025-03-11,2025,3,OMC-016,KPA Marine,AGO,Mombasa (KOSF),59684,10,KB34H,DRV-76416,3301,59684,62985,CLERK-MOM-KOS-03
DISP-00327,LOAD-000327,2026-02-08,2026,2,OMC-010,Tamoil,HFO,Mombasa (KOSF),41926,10,KA53F,DRV-72371,2436,44022,46458,CLERK-MOM-KOS-02
DISP-09910,LOAD-009910,2025-11-18,2025,11,OMC-016,KPA Marine,JETA1,Kisumu,54672,650,KA44G,DRV-40601,196519,54672,251191,CLERK-KIS-02
DISP-06131,LOAD-006131,2025-06-27,2025,6,OMC-003,Rubis Energy,JETA1,Kisumu,53557,650,KB94F,DRV-85331,192511,53557,246068,CLERK-KIS-02
DISP-06670,LOAD-006670,2025-01-28,2025,1,OMC-018,Uganda National Oil,DPK,Kisumu,55101,650,KA22H,DRV-27502,198061,55101,253162,CLERK-KIS-01
DISP-00414,LOAD-000414,2026-03-20,2026,3,OMC-005,PetroOil Kenya,PMS,Mombasa (KOSF),36182,10,KC50D,DRV-3340,2102,37991,40093,CLERK-MOM-KOS-03
DISP-01395,LOAD-001395,2025-01-31,2025,1,OMC-008,National Oil,LPG,Eldoret,36955,700,KB16H,DRV-90124,143053,36955,180008,CLERK-ELD-03
DISP-00060,LOAD-000060,2025-09-15,2025,9,OMC-007,Kobil,LPG,Mombasa (KOSF),32357,10,KA90F,DRV-92242,1789,32357,34146,CLERK-MOM-KOS-03
DISP-03479,LOAD-003479,2025-05-21,2025,5,OMC-011,Hass Petroleum,JETA1,Mombasa (KOSF),55179,10,KB65G,DRV-92575,3051,55179,58230,CLERK-MOM-KOS-01
DISP-07409,LOAD-007409,2025-12-14,2025,12,OMC-019,Tanzania Petroleum,AGO,Mombasa (KOSF),38847,10,KB20G,DRV-80720,2148,38847,40995,CLERK-MOM-KOS-03
DISP-06284,LOAD-006284,2026-03-02,2026,3,OMC-010,Tamoil,DPK,Mombasa (Kipevu),28865,5,KA94F,DRV-41283,839,30308,31147,CLERK-MOM-KIP-02
DISP-09238,LOAD-009238,2025-02-15,2025,2,OMC-020,Ethiopian Oil,AGO,Eldoret,22436,700,KA29F,DRV-82665,86850,22436,109286,CLERK-ELD-03
DISP-01330,LOAD-001330,2025-11-17,2025,11,OMC-003,Rubis Energy,DPK,Mombasa (Kipevu),57063,5,KA66H,DRV-63555,1578,57063,58641,CLERK-MOM-KIP-03
DISP-01241,LOAD-001241,2026-02-25,2026,2,OMC-017,KAA Aviation,JETA1,Mombasa (Kipevu),43092,5,KA38J,DRV-70660,1252,45247,46499,CLERK-MOM-KIP-01
DISP-00619,LOAD-000619,2025-11-14,2025,11,OMC-001,TotalEnergies Kenya,AGO,Mombasa (KOSF),37056,10,KA60G,DRV-19103,2049,37056,39105,CLERK-MOM-KOS-01
DISP-04863,LOAD-004863,2025-06-11,2025,6,OMC-009,Dalbit Petroleum,LPG,Nairobi,31794,450,KA96H,DRV-11002,79119,31794,110913,CLERK-NAI-03
DISP-00433,LOAD-000433,2026-02-22,2026,2,OMC-008,National Oil,LPG,Nairobi,27172,450,KB34F,DRV-72347,71041,28531,99572,CLERK-NAI-01
DISP-03867,LOAD-003867,2026-05-18,2026,5,OMC-003,Rubis Energy,LPG,Mombasa (Kipevu),21676,5,KB96G,DRV-94443,630,22760,23390,CLERK-MOM-KIP-01
DISP-02582,LOAD-002582,2025-06-03,2025,6,OMC-002,Vivo Energy,LPG,Kisumu,43682,650,KB62F,DRV-65009,157015,43682," KES 200,697 ",CLERK-KIS-03
DISP-08869,LOAD-008869,2025-05-27,2025,5,OMC-006,Hashi Energy,HFO,Mombasa (Kipevu),59238,5,KA48G,DRV-37136,1638,59238,60876,CLERK-MOM-KIP-02
DISP-03826,LOAD-003826,2025-12-22,2025,12,OMC-009,Dalbit Petroleum,AGO,Mombasa (Kipevu),26465,5,KB52H,DRV-17100,732,26465,27197,CLERK-MOM-KIP-02
DISP-08424,LOAD-008424,2025-05-10,2025,5,OMC-011,Hass Petroleum,LUB,Eldoret,54712,700,KA88H,DRV-97038,211790,54712,266502,CLERK-ELD-02
DISP-06239,LOAD-006239,18/08/2025,2025,8,OMC-011,Hass Petroleum,JETA1,Kisumu,40574,650,KB14H,DRV-65863,145843,40574,186417,CLERK-KIS-01
DISP-04167,LOAD-004167,2025-03-24,2025,3,OMC-010,Tamoil,HFO,Mombasa (KOSF),25533,10,KA43F,DRV-48474,1412,25533,26945,CLERK-MOM-KOS-01
DISP-02549,LOAD-002549,2026-04-18,2026,4,OMC-014,Texol Energies,AGO,Nairobi,32480,450,KA31J,DRV-14541,84919,34104,119023,CLERK-NAI-03
DISP-05853,LOAD-005853,2026-02-07,2026,2,OMC-007,Kobil,LPG,Nairobi,20703,450,KB81H,DRV-14204,54128,21738,75866,CLERK-NAI-01
DISP-03320,LOAD-003320,2026-01-29,2026,1,OMC-007,Kobil,HFO,Nairobi,43408,450,KA71H,DRV-62898,113490,45578,159068,CLERK-NAI-02
DISP-02350,LOAD-002350,2026-01-15,2026,1,OMC-010,Tamoil,DPK,Kisumu,48783,650,KB72J,DRV-62363,184229,51222,235451,CLERK-KIS-01
DISP-08475,LOAD-008475,2025-07-10,2025,7,OMC-009,Dalbit Petroleum,PMS,Mombasa (KOSF),32200,10,KA88F,DRV-64343,1781,32200,33981,CLERK-MOM-KOS-02
DISP-02576,LOAD-002576,2025-09-21,2025,9,OMC-016,KPA Marine,LPG,Mombasa (KOSF),23179,10,KB92G,DRV-16781,1282,23179,24461,CLERK-MOM-KOS-02
DISP-09457,LOAD-009457,2025-07-15,2025,7,OMC-019,Tanzania Petroleum,LUB,Kisumu,30216,650,KB74H,DRV-57077,108611,30216,138827,CLERK-KIS-03
DISP-05737,LOAD-005737,2025-08-19,2025,8,OMC-020,Ethiopian Oil,PMS,Mombasa (Kipevu),37743,5,KA50F,DRV-21970,1044,37744,38788,CLERK-MOM-KIP-01
DISP-08802,LOAD-008802,2025-12-11,2025,12,OMC-003,Rubis Energy,HFO,Mombasa (KOSF),31636,10,KA52G,DRV-24625,1749,31636,33385,CLERK-MOM-KOS-03
DISP-07216,LOAD-007216,2025-06-11,2025,6,OMC-003,Rubis Energy,LUB,Kisumu,25173,650,KB64H,DRV-10995,90484,25173,115657,CLERK-KIS-01
DISP-07559,LOAD-007559,2026-04-29,2026,4,OMC-004,Gulf Energy,AGO,Mombasa (Kipevu),36684,5,KD37D,DRV-3340,1066,38518,39584,CLERK-MOM-KIP-01
DISP-01761,LOAD-001761,2026-04-12,2026,4,OMC-005,PetroOil Kenya,DPK,Nairobi,49583,450,KD37D,DRV-8517,129635,52062,181697,CLERK-NAI-03
DISP-02839,LOAD-002839,2025-01-03,2025,1,OMC-011,Hass Petroleum,AGO,Mombasa (Kipevu),22181,5,KB88F,DRV-29908,613,22181,22794,CLERK-MOM-KIP-03
DISP-04321,LOAD-004321,2025-07-30,2025,7,OMC-009,Dalbit Petroleum,LUB,Mombasa (KOSF),53705,10,KA23J,DRV-94807,2970,53705,56675,CLERK-MOM-KOS-01
DISP-07208,LOAD-007208,2025-10-04,2025,10,OMC-001,TotalEnergies Kenya,DPK,Kisumu,20178,650,KA21G,DRV-36744,72530,20178,92708,CLERK-KIS-03
DISP-01592,LOAD-001592,15/03/2026,2026,3,OMC-012,Galana Energies,JETA1,Kisumu,58418,650,KD17B,DRV-3340,220616,61339,281955,CLERK-KIS-02
DISP-01533,LOAD-001533,2025-04-17,2025,4,OMC-003,Rubis Energy,DPK,Mombasa (KOSF),20163,10,KB81H,DRV-39881,1115,20163,21278,CLERK-MOM-KOS-01
DISP-05637,LOAD-005637,2025-12-19,2025,12,OMC-017,KAA Aviation,LUB,Mombasa (KOSF),29284,10,KA72J,DRV-55718,1619,29284,30903,CLERK-MOM-KOS-03
DISP-04243,LOAD-004243,,2025,11,OMC-018,Uganda National Oil,AGO,Nairobi,21449,450,KA46G,DRV-74868,53376,21449,74825,CLERK-NAI-01
DISP-03173,LOAD-003173,2025-05-22,2025,5,OMC-020,Ethiopian Oil,AGO,Kisumu,22123,650,KB70F,DRV-96585,79521,22123,101644,CLERK-KIS-03
DISP-00183,LOAD-000183,2026-03-22,2026,3,OMC-005,PetroOil Kenya,HFO,Mombasa (Kipevu),50509,5,KD37D,DRV-3340,1467,53034,54501,CLERK-MOM-KIP-01
DISP-01365,LOAD-001365,2026-04-27,2026,4,OMC-005,PetroOil Kenya,LPG,Kisumu,51913,650,KD18B,DRV-3340,196049,54509,250558,CLERK-KIS-03
DISP-09394,LOAD-009394,2026-02-28,2026,2,OMC-006,Hashi Energy,AGO,Nairobi,26200,450,KA45G,DRV-77251,68500,27510,96010,CLERK-NAI-03
DISP-02708,LOAD-002708,2025-10-29,2025,10,OMC-014,Texol Energies,JETA1,Mombasa (KOSF),35253,10,KB40G,DRV-14367,1949,35253,37202,CLERK-MOM-KOS-01
DISP-05339,LOAD-005339,2025-05-16,2025,5,OMC-015,Mombasa Petroleum,LUB,Nairobi,51689,450,KA70G,DRV-47587,128628,51689," KES 180,317 ",CLERK-NAI-01
DISP-09494,LOAD-009494,2025-02-10,2025,2,OMC-008,National Oil,DPK,Eldoret,57978,700,KB47J,DRV-92229,224433,57978,282411,CLERK-ELD-03
DISP-09173,LOAD-009173,2025-05-08,2025,5,OMC-018,Uganda National Oil,LPG,Nairobi,55403,450,KB27H,DRV-18752,137870,55403,193273,CLERK-NAI-01
DISP-06158,LOAD-006158,2025-07-03,2025,7,OMC-016,KPA Marine,DPK,Eldoret,29149,700,KA52J,DRV-81582,112836,29149,141985,CLERK-ELD-02
DISP-05886,LOAD-005886,2025-01-26,2025,1,OMC-009,Dalbit Petroleum,AGO,Nairobi,42301,450,KA12H,DRV-37857,105266,42301,147567,CLERK-NAI-03
DISP-08732,LOAD-008732,2026-02-19,2026,2,OMC-017,KAA Aviation,DPK,Nairobi,27827,450,KB14G,DRV-48925,72754,29218," KES 101,972 ",CLERK-NAI-02
DISP-09512,LOAD-009512,2025-10-06,2025,10,OMC-002,Vivo Energy,AGO,Mombasa (Kipevu),49527,5,KA39F,DRV-69069,1369,49527,50896,CLERK-MOM-KIP-01
DISP-07021,LOAD-007021,2026-02-06,2026,2,OMC-005,PetroOil Kenya,JETA1,Nairobi,41920,450,KD37D,DRV-8517,109600,44016,153616,CLERK-NAI-01
DISP-08186,LOAD-008186,2025-12-25,2025,12,OMC-007,Kobil,LUB,Eldoret,35969,700,KB98G,DRV-87844,139236,35969,175205,CLERK-ELD-03
DISP-01937,LOAD-001937,2026-06-03,2026,6,OMC-009,Dalbit Petroleum,JETA1,Nairobi,58790,450,KA35H,DRV-78950,153706,61730,215436,CLERK-NAI-02
DISP-01223,LOAD-001223,2025-02-12,2025,2,OMC-007,Kobil,JETA1,Nairobi,35084,450,KA63H,DRV-16164,87308,35085,122393,CLERK-NAI-02
DISP-09122,LOAD-009122,2026-06-17,2026,6,OMC-006,Hashi Energy,LUB,Kisumu,24481,650,KB83G,DRV-90666,92452,25705,118157,CLERK-KIS-03
DISP-05845,LOAD-005845,23/03/2026,2026,3,OMC-012,Galana Energies,AGO,Kisumu,59077,650,KD18B,DRV-7482,223104,62031,285135,CLERK-KIS-02
DISP-09596,LOAD-009596,2026-01-21,2026,1,OMC-009,Dalbit Petroleum,DPK,Eldoret,42897,700,KB45J,DRV-33252,174462,45042,219504,CLERK-ELD-03
DISP-04288,LOAD-004288,2025-05-17,2025,5,OMC-015,Mombasa Petroleum,DPK,Kisumu,32386,650,KB14G,DRV-43068,116411,32386,148797,CLERK-KIS-03
DISP-05129,LOAD-005129,2025-12-24,2025,12,OMC-013,Lake Oil,JETA1,Nairobi,55069,450,KB14G,DRV-14842,137039,55069,192108,CLERK-NAI-03
DISP-07247,LOAD-007247,2025-09-06,2025,9,OMC-015,Mombasa Petroleum,LUB,Mombasa (Kipevu),38012,5,KA65J,DRV-63659,1051,38012,39063,CLERK-MOM-KIP-02
DISP-05048,LOAD-005048,2025-05-05,2025,5,OMC-010,Tamoil,DPK,Kisumu,22775,650,KB46F,DRV-91926,81865,22775,104640,CLERK-KIS-03
DISP-08630,LOAD-008630,2025-05-17,2025,5,OMC-010,Tamoil,PMS,Eldoret,24366,700,KB79F,DRV-10393,94321,24366,118687,CLERK-ELD-03
DISP-02867,LOAD-002867,2026-02-25,2026,2,OMC-012,Galana Energies,DPK,Nairobi,31278,450,KD37D,DRV-5339,81778,32842,114620,CLERK-NAI-03
DISP-02648,LOAD-002648,2025-06-08,2025,6,OMC-010,Tamoil,HFO,Mombasa (Kipevu),25735,5,KB53J,DRV-21313,712,25735,26447,CLERK-MOM-KIP-01
DISP-02541,LOAD-002541,2026-02-18,2026,2,OMC-019,Tanzania Petroleum,LUB,Eldoret,53384,700,KA73F,DRV-67043,217113,56053,273166,CLERK-ELD-01
DISP-07490,LOAD-007490,2025-07-01,2025,7,OMC-006,Hashi Energy,HFO,Nairobi,27155,450,KA72H,DRV-16409,67575,27155,94730,CLERK-NAI-02
DISP-00706,LOAD-000706,2026-02-09,2026,2,OMC-012,Galana Energies,HFO,Eldoret,29656,700,KD18B,DRV-7482,120611,31139,151750,CLERK-ELD-01
DISP-06704,LOAD-006704,01/05/2025,2025,5,OMC-006,Hashi Energy,DPK,Eldoret,38947,700,KB40F,DRV-21847,150764,38947,189711,CLERK-ELD-02
DISP-01130,LOAD-001130,2025-10-10,2025,10,OMC-017,KAA Aviation,PMS,Mombasa (Kipevu),20992,5,KB35J,DRV-32935,580,20992,21572,CLERK-MOM-KIP-02
DISP-05789,LOAD-005789,,2026,2,OMC-004,Gulf Energy,AGO,Nairobi,42766,450,KC50D,DRV-7482,111812,44904,156716,CLERK-NAI-01
DISP-03875,LOAD-003875,2026-04-06,2026,4,OMC-005,PetroOil Kenya,DPK,Eldoret,56377,700,KD17B,DRV-7482,229285,59196,288481,CLERK-ELD-03
DISP-03031,LOAD-003031,2025-12-19,2025,12,OMC-016,KPA Marine,LUB,Mombasa (Kipevu),57230,5,KA37J,DRV-82779,1582,57230,58812,CLERK-MOM-KIP-01
DISP-09332,LOAD-009332,2025-08-11,2025,8,OMC-007,Kobil,LUB,Mombasa (Kipevu),59701,5,KA55J,DRV-88901,1651,59701,61352,CLERK-MOM-KIP-02
DISP-09574,LOAD-009574,2025-03-17,2025,3,OMC-013,Lake Oil,LUB,Mombasa (KOSF),37521,10,KB54G,DRV-55585,2075,37521,39596,CLERK-MOM-KOS-01
DISP-00945,LOAD-000945,2026-02-13,2026,2,OMC-004,Gulf Energy,LPG,Eldoret,42511,700,KC50D,DRV-8517,172892,44637,217529,CLERK-ELD-03
DISP-05216,LOAD-005216,2025-04-03,2025,4,OMC-018,Uganda National Oil,HFO,Eldoret,58953,700,KB97F,DRV-81518,228207,58953,287160,CLERK-ELD-02
DISP-02011,LOAD-002011,2026-02-12,2026,2,OMC-012,Galana Energies,LUB,Eldoret,50694,700,KC50D,DRV-5339,206172,53229,259401,CLERK-ELD-03
DISP-06117,LOAD-006117,2025-11-11,2025,11,OMC-019,Tanzania Petroleum,PMS,Kisumu,36350,650,KB13F,DRV-83126,130660,36350,167010,CLERK-KIS-01
DISP-00071,LOAD-000071,2025-10-29,2025,10,OMC-017,KAA Aviation,LPG,Eldoret,48834,700,KB22F,DRV-95814,189036,48834,237870,CLERK-ELD-03
DISP-09183,LOAD-009183,2025-07-02,2025,7,OMC-003,Rubis Energy,HFO,Mombasa (Kipevu),39821,5,KB58F,DRV-70490,1101,39821,40922,CLERK-MOM-KIP-01
DISP-03114,LOAD-003114,2026-06-20,2026,6,OMC-001,TotalEnergies Kenya,AGO,Eldoret,48446,700,KB47J,DRV-15708,197030,50868,247898,CLERK-ELD-01
DISP-00439,LOAD-000439,2025-04-23,2025,4,OMC-016,KPA Marine,HFO,Mombasa (Kipevu),40267,5,KB94J,DRV-72378,1113,40267,41380,CLERK-MOM-KIP-02
DISP-07708,LOAD-007708,2026-04-16,2026,4,OMC-012,Galana Energies,DPK,Nairobi,22288,450,KD17B,DRV-8517,58272,23402,81674,CLERK-NAI-03
DISP-02911,LOAD-002911,2025-09-13,2025,9,OMC-015,Mombasa Petroleum,HFO,Nairobi,27711,450,KA18G,DRV-19862,68959,27711,96670,CLERK-NAI-03
DISP-05968,LOAD-005968,2025-01-27,2025,1,OMC-013,Lake Oil,PMS,Mombasa (KOSF),28918,10,KB57H,DRV-38303,1599,28918,30517,CLERK-MOM-KOS-01
DISP-00038,LOAD-000038,2026-05-16,2026,5,OMC-014,Texol Energies,LPG,Kisumu,35562,650,KA98J,DRV-94659,134301,37341,171642,CLERK-KIS-03
DISP-06356,LOAD-006356,2026-07-01,2026,7,OMC-008,National Oil,DPK,Kisumu,41863,650,KA83J,DRV-55634,158096,43956,202052,CLERK-KIS-01
DISP-00323,LOAD-000323,08/08/2025,2025,8,OMC-008,National Oil,HFO,Eldoret,42827,700,KA98H,DRV-82569,165783,42827,208610,CLERK-ELD-03
DISP-09722,LOAD-009722,2025-04-09,2025,4,OMC-018,Uganda National Oil,LUB,Mombasa (Kipevu),25526,5,KB57G,DRV-85766,706,25526,26232,CLERK-MOM-KIP-01
DISP-08592,LOAD-008592,2026-03-22,2026,3,OMC-020,Ethiopian Oil,JETA1,Eldoret,23185,700,KB55F,DRV-84168,94293,24344,118637,CLERK-ELD-02
