invoice_id,dispatch_id,omc_id,customer_name,product,date,value_kes,prepared_by
INV-20146,DISP-04280,OMC-017,KAA Aviation,LUB,2025-12-27,251795,FIN-003
INV-68473,DISP-05041,OMC-020,Ethiopian Oil,AGO,2026-03-28,46298,FIN-002
INV-33443,DISP-07063,OMC-003,Rubis Energy,AGO,2025-07-20,33291,FIN-002
INV-99587,DISP-00948,OMC-006,Hashi Energy,DPK,2026-03-06," KES 54,043 ",FIN-002
INV-46471,DISP-01746,OMC-020,Ethiopian Oil,LPG,2025-09-11,179381,FIN-001
INV-51018,DISP-07702,OMC-008,National Oil,DPK,2025-01-25,248773,FIN-004
INV-13178,DISP-07720,OMC-009,Dalbit Petroleum,PMS,2025-03-06,163942,FIN-004
INV-38115,DISP-05226,OMC-013,Lake Oil,DPK,2025-04-28,228100,FIN-001
INV-91962,DISP-07716,OMC-017,KAA Aviation,JETA1,2025-09-18,203386,FIN-003
INV-47953,DISP-03991,OMC-020,Ethiopian Oil,DPK,2026-03-30,275026,FIN-002
INV-37601,DISP-00094,OMC-011,Hass Petroleum,LUB,2025-06-02,162765,FIN-004
INV-85436,DISP-02503,OMC-005,PetroOil Kenya,LUB,2026-03-25,63892,FIN-005
INV-80451,DISP-02713,OMC-020,Ethiopian Oil,HFO,2025-05-04,137873,FIN-003
INV-94631,DISP-03003,OMC-018,Uganda National Oil,LUB,2025-02-13,35433,FIN-001
INV-47436,DISP-03166,OMC-020,Ethiopian Oil,LPG,2025-02-28,167705,FIN-005
INV-64512,DISP-08680,OMC-003,Rubis Energy,HFO,2025-06-04,158373,FIN-001
INV-75056,DISP-02441,OMC-002,Vivo Energy,DPK,2026-03-26,248191,FIN-005
INV-18568,DISP-09049,OMC-019,Tanzania Petroleum,LUB,2025-05-04,33595,FIN-003
INV-67935,DISP-06713,OMC-009,Dalbit Petroleum,AGO,2025-02-04,201346,FIN-003
INV-30944,DISP-01400,OMC-015,Mombasa Petroleum,JETA1,2025-02-28,45126,FIN-002
INV-18137,DISP-02221,OMC-013,Lake Oil,DPK,2025-02-13,25899,FIN-003
INV-28043,DISP-04092,OMC-014,Texol Energies,PMS,,211788,FIN-005
INV-95340,DISP-00307,OMC-009,Dalbit Petroleum,AGO,2025-10-22," KES 32,567 ",FIN-003
INV-49654,DISP-08888,OMC-006,Hashi Energy,JETA1,2025-08-01,25265,FIN-002
INV-43286,DISP-04625,OMC-009,Dalbit Petroleum,PMS,2025-06-12,36896,FIN-005
INV-50372,DISP-01813,OMC-010,Tamoil,LPG,2025-04-26,58482,FIN-002
INV-78341,DISP-08072,OMC-018,Uganda National Oil,JETA1,2025-08-11,93491,FIN-005
INV-70424,DISP-00357,OMC-003,Rubis Energy,DPK,2026-04-03,236394,FIN-002
INV-67513,DISP-07910,OMC-008,National Oil,JETA1,,35923,FIN-004
INV-12442,DISP-02380,OMC-012,Galana Energies,PMS,2026-04-22,55951,FIN-001
INV-96051,DISP-07121,OMC-020,Ethiopian Oil,DPK,2025-02-27,141510,FIN-005
INV-29128,DISP-07008,OMC-016,KPA Marine,DPK,2025-03-11," KES 42,141 ",FIN-003
INV-18819,DISP-01137,OMC-007,Kobil,JETA1,2026-06-15,24828,FIN-003
INV-85722,DISP-08221,OMC-005,PetroOil Kenya,LUB,2026-03-14,24882,FIN-001
INV-49752,DISP-01917,OMC-015,Mombasa Petroleum,AGO,2025-12-05,22357,FIN-002
INV-94020,DISP-03650,OMC-007,Kobil,DPK,2025-06-23,44038,FIN-002
INV-52612,DISP-02187,OMC-002,Vivo Energy,AGO,2026-04-23,218943,FIN-004
INV-33653,DISP-02002,OMC-004,Gulf Energy,AGO,,109012,FIN-002
INV-57268,DISP-02543,OMC-017,KAA Aviation,AGO,2025-06-19,104523,FIN-003
INV-28602,DISP-07606,OMC-001,TotalEnergies Kenya,LUB,2025-02-23,170495,FIN-002
INV-65397,DISP-07950,OMC-008,National Oil,DPK,2025-01-11,54802,FIN-003
INV-64073,DISP-07592,OMC-009,Dalbit Petroleum,AGO,2025-11-02,39380,FIN-004
INV-55131,DISP-06148,OMC-019,Tanzania Petroleum,DPK,2025-04-16,234861,FIN-002
INV-51445,DISP-00127,OMC-005,PetroOil Kenya,LUB,2026-04-08,37016,FIN-002
INV-65873,DISP-08274,OMC-020,Ethiopian Oil,LUB,2026-05-12,197800,FIN-002
INV-43941,DISP-04562,OMC-009,Dalbit Petroleum,AGO,2026-04-25,121344,FIN-004
INV-72981,DISP-09179,OMC-010,Tamoil,DPK,2025-05-18,194509,FIN-002
INV-24749,DISP-05774,OMC-009,Dalbit Petroleum,LPG,2026-01-03,31300,FIN-001
INV-50068,DISP-06432,OMC-016,KPA Marine,LPG,2025-12-20,151028,FIN-004
INV-87692,DISP-06401,OMC-005,PetroOil Kenya,HFO,2026-02-06,156689,FIN-002
INV-24285,DISP-07775,OMC-003,Rubis Energy,JETA1,2026-06-07,234085,FIN-002
INV-59373,DISP-00770,OMC-015,Mombasa Petroleum,LUB,2025-10-04,183422,FIN-001
INV-59339,DISP-05183,OMC-005,PetroOil Kenya,LUB,2026-03-17,60062,FIN-003
INV-99760,DISP-06763,OMC-004,Gulf Energy,AGO,2026-04-18,44770,FIN-002
INV-13365,DISP-08235,OMC-002,Vivo Energy,LPG,15/10/2025,265231,FIN-005
INV-89664,DISP-04746,OMC-014,Texol Energies,AGO,2025-07-30,184777,FIN-005
INV-14017,DISP-05340,OMC-003,Rubis Energy,PMS,,41356,FIN-002
INV-27834,DISP-07620,OMC-018,Uganda National Oil,LPG,2025-03-31,106978,FIN-003
INV-69425,DISP-09442,OMC-018,Uganda National Oil,LUB,2026-04-09,153401,FIN-005
INV-35539,DISP-02804,OMC-018,Uganda National Oil,LUB,2026-02-23,236935,FIN-005
INV-84809,DISP-02937,OMC-014,Texol Energies,DPK,27/01/2026,63815,FIN-004
INV-27166,DISP-09183,OMC-003,Rubis Energy,HFO,2025-07-05,41116,FIN-002
INV-96774,DISP-03286,OMC-008,National Oil,AGO,2026-05-29,58395,FIN-003
INV-33487,DISP-00089,OMC-005,PetroOil Kenya,LPG,2026-02-15,174735,FIN-001
INV-92731,DISP-09238,OMC-020,Ethiopian Oil,AGO,2025-02-18,109475,FIN-002
INV-32163,DISP-03538,OMC-017,KAA Aviation,AGO,2025-07-21,212031,FIN-002
INV-70280,DISP-03737,OMC-020,Ethiopian Oil,DPK,2026-05-23,238035,FIN-004
INV-30542,DISP-03703,OMC-003,Rubis Energy,LPG,2025-05-12,226020,FIN-005
INV-92001,DISP-09743,OMC-008,National Oil,AGO,2025-09-17,130929,FIN-005
INV-44768,DISP-03304,OMC-008,National Oil,DPK,2025-02-06,208072,FIN-002
INV-52693,DISP-03473,OMC-005,PetroOil Kenya,JETA1,2026-03-12,126780,FIN-003
INV-64526,DISP-07756,OMC-010,Tamoil,LUB,2025-07-10,79313,FIN-003
INV-56270,DISP-03857,OMC-001,TotalEnergies Kenya,LPG,2025-09-14,210058,FIN-002
INV-62168,DISP-04211,OMC-019,Tanzania Petroleum,HFO,2025-08-04,155696,FIN-002
INV-93660,DISP-01120,OMC-004,Gulf Energy,LPG,15/02/2026,131836,FIN-005
INV-83211,DISP-08201,OMC-002,Vivo Energy,AGO,2025-12-02,36966,FIN-003
INV-97133,DISP-02119,OMC-004,Gulf Energy,LPG,2026-03-03,257031,FIN-005
INV-94954,DISP-09863,OMC-017,KAA Aviation,DPK,2026-01-10,118145,FIN-002
INV-85420,DISP-02146,OMC-013,Lake Oil,JETA1,2026-01-05,25180,FIN-004
INV-47798,DISP-01721,OMC-020,Ethiopian Oil,AGO,23/11/2025,32823,FIN-005
INV-62437,DISP-06676,OMC-012,Galana Energies,JETA1,2026-03-25,45569,FIN-005
INV-87429,DISP-04101,OMC-008,National Oil,LUB,2026-04-15,65248,FIN-002
INV-20844,DISP-02927,OMC-018,Uganda National Oil,JETA1,2026-03-19,99979,FIN-003
INV-41823,DISP-06933,OMC-004,Gulf Energy,JETA1,2026-03-26,33202,FIN-002
INV-68989,DISP-08547,OMC-010,Tamoil,DPK,2026-02-16,29908,FIN-004
INV-67753,DISP-06941,OMC-010,Tamoil,LUB,2026-01-30,156872,FIN-003
INV-19343,DISP-00258,OMC-003,Rubis Energy,DPK,2025-12-26,99645,FIN-002
INV-31439,DISP-08466,OMC-008,National Oil,DPK,2025-01-17,266213,FIN-005
INV-74563,DISP-06594,OMC-005,PetroOil Kenya,LUB,2026-03-30,105412,FIN-003
INV-66970,DISP-01680,OMC-003,Rubis Energy,JETA1,2025-02-01,37700,FIN-005
INV-62289,DISP-02196,OMC-019,Tanzania Petroleum,PMS,2025-05-27,57420,FIN-001
INV-42901,DISP-07622,OMC-014,Texol Energies,JETA1,2025-06-05,186450,FIN-005
INV-76354,DISP-04667,OMC-017,KAA Aviation,HFO,2026-07-02,122760,FIN-001
INV-87087,DISP-05452,OMC-003,Rubis Energy,JETA1,2025-08-03,248728,FIN-005
INV-20746,DISP-00563,OMC-005,PetroOil Kenya,PMS,2026-03-10,50738,FIN-005
INV-92256,DISP-09506,OMC-008,National Oil,PMS,2025-05-05,275189,FIN-004
INV-22052,DISP-00576,OMC-019,Tanzania Petroleum,HFO,2025-07-18,34738,FIN-001
INV-14586,DISP-03910,OMC-017,KAA Aviation,HFO,2026-04-16,33132,FIN-004
INV-85853,DISP-08798,OMC-012,Galana Energies,DPK,2026-03-26,192020,FIN-005
INV-49970,DISP-05488,OMC-013,Lake Oil,LPG,2025-06-03," KES 186,037 ",FIN-002
INV-88882,DISP-03819,OMC-013,Lake Oil,LPG,2025-05-11,49621,FIN-003
INV-85356,DISP-07643,OMC-016,KPA Marine,LUB,2026-04-06,161288,FIN-005
INV-97653,DISP-08818,OMC-015,Mombasa Petroleum,LUB,,235047,FIN-005
INV-62310,DISP-01819,OMC-015,Mombasa Petroleum,DPK,,168277,FIN-005
INV-34430,DISP-07101,OMC-018,Uganda National Oil,JETA1,2026-03-20,191037,FIN-001
INV-91873,DISP-06913,OMC-011,Hass Petroleum,LUB,2025-03-27,41261,FIN-003
INV-37908,DISP-09206,OMC-012,Galana Energies,AGO,,201502,FIN-005
INV-57948,DISP-00220,OMC-015,Mombasa Petroleum,JETA1,2025-11-29,58793,FIN-005
INV-44836,DISP-08718,OMC-006,Hashi Energy,LPG,2025-03-20,42427,FIN-003
INV-33118,DISP-08258,OMC-018,Uganda National Oil,PMS,2025-12-30,131223,FIN-002
INV-63753,DISP-05080,OMC-019,Tanzania Petroleum,AGO,2025-10-24,25505,FIN-004
INV-69563,DISP-08033,OMC-015,Mombasa Petroleum,HFO,2026-02-03,56080,FIN-001
INV-89677,DISP-02393,OMC-007,Kobil,LUB,2026-05-22,28504,FIN-002
INV-33752,DISP-06573,OMC-020,Ethiopian Oil,AGO,2025-08-09,83962,FIN-003
INV-44734,DISP-09327,OMC-005,PetroOil Kenya,PMS,2026-03-31,123522,FIN-003
INV-24920,DISP-03588,OMC-012,Galana Energies,JETA1,15/04/2026,46503,FIN-005
INV-27487,DISP-04094,OMC-003,Rubis Energy,PMS,2026-01-16,218900,FIN-005
INV-81461,DISP-07274,OMC-012,Galana Energies,AGO,2026-02-28,216152,FIN-004
INV-88757,DISP-03182,OMC-010,Tamoil,PMS,2025-08-30,113371,FIN-004
INV-53557,DISP-08001,OMC-016,KPA Marine,LPG,2026-05-19,36461,FIN-005
INV-47353,DISP-05633,OMC-002,Vivo Energy,LUB,2025-07-23,37362,FIN-004
INV-79275,DISP-01003,OMC-006,Hashi Energy,AGO,2026-02-03,36849,FIN-005
INV-50268,DISP-09098,OMC-014,Texol Energies,PMS,2025-12-17,53734,FIN-002
INV-22405,DISP-03990,OMC-013,Lake Oil,HFO,2026-01-18,52889,FIN-002
INV-30014,DISP-01178,OMC-008,National Oil,LUB,2025-03-30,226276,FIN-002
INV-83561,DISP-04664,OMC-012,Galana Energies,LUB,2026-02-15,132354,FIN-001
INV-57378,DISP-00787,OMC-015,Mombasa Petroleum,HFO,2025-02-15,37549,FIN-001
INV-82305,DISP-01324,OMC-003,Rubis Energy,JETA1,2025-03-14,120811,FIN-003
INV-49557,DISP-05614,OMC-019,Tanzania Petroleum,AGO,2025-10-10,132444,FIN-004
INV-53916,DISP-04528,OMC-019,Tanzania Petroleum,HFO,2025-12-15,33565,FIN-003
INV-73870,DISP-03091,OMC-017,KAA Aviation,JETA1,2025-08-31,43477,FIN-003
INV-28703,DISP-00251,OMC-005,PetroOil Kenya,LPG,,229488,FIN-003
INV-34197,DISP-09745,OMC-014,Texol Energies,JETA1,2025-04-07,29611,FIN-004
INV-90152,DISP-00892,OMC-012,Galana Energies,DPK,2026-04-28,32658,FIN-005
INV-65445,DISP-00927,OMC-001,TotalEnergies Kenya,JETA1,,261373,FIN-004
INV-58874,DISP-09402,OMC-019,Tanzania Petroleum,JETA1,2025-06-24,48101,FIN-002
INV-69232,DISP-06861,OMC-008,National Oil,LUB,2025-04-22,32724,FIN-001
INV-18231,DISP-07272,OMC-005,PetroOil Kenya,LUB,2026-04-12,151447,FIN-003
INV-62536,DISP-08349,OMC-012,Galana Energies,DPK,2026-02-18,40022,FIN-002
INV-34979,DISP-01898,OMC-010,Tamoil,HFO,2025-12-18,35202,FIN-001
INV-53359,DISP-00024,OMC-020,Ethiopian Oil,JETA1,2025-12-03,47380,FIN-004
INV-51115,DISP-05296,OMC-013,Lake Oil,LPG,2025-10-26,124185,FIN-003
INV-75627,DISP-08367,OMC-016,KPA Marine,LUB,2025-03-20,254657,FIN-004
INV-30386,DISP-06506,OMC-004,Gulf Energy,JETA1,2026-02-08,101032,FIN-005
INV-93968,DISP-08458,OMC-017,KAA Aviation,DPK,2025-01-27,30921,FIN-005
INV-13477,DISP-07300,OMC-018,Uganda National Oil,DPK,2025-05-12," KES 176,579 ",FIN-002
INV-83815,DISP-03192,OMC-009,Dalbit Petroleum,DPK,2025-12-27,25547,FIN-003
INV-99809,DISP-06049,OMC-003,Rubis Energy,LPG,2025-12-31,63157,FIN-001
INV-19892,DISP-07825,OMC-010,Tamoil,LUB,2025-05-30,270936,FIN-005
INV-71125,DISP-08319,OMC-008,National Oil,DPK,2026-06-13,226190,FIN-001
INV-10475,DISP-07181,OMC-003,Rubis Energy,LUB,,63242,FIN-001
INV-83915,DISP-06242,OMC-017,KAA Aviation,AGO,2025-07-24,227086,FIN-003
INV-54555,DISP-01058,OMC-007,Kobil,PMS,2025-12-23,30160,FIN-003
INV-56594,DISP-01738,OMC-018,Uganda National Oil,LPG,2025-04-19,126915,FIN-003
INV-25227,DISP-09696,OMC-007,Kobil,JETA1,2025-06-06,32452,FIN-004
INV-69005,DISP-05914,OMC-005,PetroOil Kenya,HFO,2026-03-28,185522,FIN-003
INV-94728,DISP-07244,OMC-003,Rubis Energy,PMS,2025-02-18,32719,FIN-002
INV-79453,DISP-04834,OMC-016,KPA Marine,LPG,2025-07-23,40469,FIN-005
INV-94532,DISP-08707,OMC-014,Texol Energies,PMS,2025-04-22,125398,FIN-003
INV-64293,DISP-07017,OMC-007,Kobil,LPG,2025-06-17,119772,FIN-005
INV-87268,DISP-09974,OMC-017,KAA Aviation,LUB,2025-12-28,209679,FIN-004
INV-42110,DISP-09315,OMC-006,Hashi Energy,JETA1,2025-12-29,58991,FIN-001
INV-75389,DISP-01016,OMC-004,Gulf Energy,AGO,2026-02-07,122837,FIN-002
INV-69135,DISP-06628,OMC-008,National Oil,LPG,2026-06-14,57740,FIN-001
INV-86270,DISP-03057,OMC-005,PetroOil Kenya,LPG,2026-02-26,33775,FIN-004
INV-91426,DISP-04024,OMC-020,Ethiopian Oil,LPG,2026-03-22,227149,FIN-001
INV-66713,DISP-08012,OMC-011,Hass Petroleum,HFO,2025-12-25,142602,FIN-002
INV-41773,DISP-00520,OMC-001,TotalEnergies Kenya,LPG,2026-04-11,41778,FIN-004
INV-58601,DISP-09342,OMC-020,Ethiopian Oil,PMS,2025-01-10,49338,FIN-002
INV-17534,DISP-06034,OMC-008,National Oil,HFO,2025-08-31,54583,FIN-002
INV-92800,DISP-06433,OMC-018,Uganda National Oil,JETA1,2025-11-01,151911,FIN-001
INV-35614,DISP-02091,OMC-009,Dalbit Petroleum,HFO,2025-02-16,88813,FIN-002
INV-32437,DISP-06176,OMC-005,PetroOil Kenya,PMS,27/03/2026,75631,FIN-002
INV-17772,DISP-08073,OMC-017,KAA Aviation,DPK,2025-08-28,203205,FIN-003
INV-88533,DISP-05619,OMC-005,PetroOil Kenya,HFO,2026-02-21,133213,FIN-002
INV-93208,DISP-07869,OMC-005,PetroOil Kenya,JETA1,2026-04-20,62299,FIN-004
INV-83358,DISP-04501,OMC-015,Mombasa Petroleum,LPG,2025-08-27,236336,FIN-001
INV-93000,DISP-06669,OMC-013,Lake Oil,AGO,2025-08-04,27286,FIN-001
INV-58795,DISP-06953,OMC-006,Hashi Energy,DPK,2025-02-05,56769,FIN-005
INV-16940,DISP-02614,OMC-012,Galana Energies,LUB,2026-04-05,157402,FIN-003
INV-39705,DISP-02528,OMC-010,Tamoil,JETA1,2025-10-19,29548,FIN-003
INV-63908,DISP-02612,OMC-006,Hashi Energy,AGO,2025-03-22,159526,FIN-001
INV-97994,DISP-01778,OMC-019,Tanzania Petroleum,LUB,2025-03-25,184233,FIN-003
INV-89790,DISP-09634,OMC-007,Kobil,PMS,2025-06-04,189306,FIN-002
INV-44321,DISP-08270,OMC-014,Texol Energies,JETA1,2025-07-15,168752,FIN-003
INV-36053,DISP-09529,OMC-018,Uganda National Oil,JETA1,2025-09-27,143381,FIN-003
INV-39376,DISP-04152,OMC-006,Hashi Energy,AGO,2025-09-01," KES 45,056 ",FIN-004
INV-45404,DISP-09433,OMC-018,Uganda National Oil,HFO,2025-07-28,49211,FIN-002
INV-51880,DISP-05644,OMC-006,Hashi Energy,AGO,2025-09-17,61919,FIN-005
INV-92373,DISP-07891,OMC-020,Ethiopian Oil,LUB,2026-02-01,80909,FIN-002
INV-96335,DISP-02358,OMC-019,Tanzania Petroleum,JETA1,2025-12-31,280751,FIN-002
INV-57016,DISP-08059,OMC-017,KAA Aviation,LUB,2025-04-09,111513,FIN-002
INV-39914,DISP-06418,OMC-001,TotalEnergies Kenya,LPG,2025-04-10,32474,FIN-003
INV-54549,DISP-06479,OMC-012,Galana Energies,LPG,2026-03-12," KES 369,245 ",FIN-001
INV-54051,DISP-07627,OMC-010,Tamoil,LPG,2025-07-06,122853,FIN-005
INV-14367,DISP-04396,OMC-020,Ethiopian Oil,AGO,2026-06-09,80759,FIN-002
INV-97763,DISP-00626,OMC-013,Lake Oil,HFO,2025-12-30,89880,FIN-004
INV-15862,DISP-06808,OMC-005,PetroOil Kenya,LUB,2026-04-17,203312,FIN-002
INV-40282,DISP-02206,OMC-014,Texol Energies,PMS,2025-02-07,122847,FIN-004
INV-63959,DISP-05483,OMC-019,Tanzania Petroleum,AGO,2025-12-11,92235,FIN-002
INV-49549,DISP-08654,OMC-006,Hashi Energy,AGO,2025-12-25,41666,FIN-003
INV-80714,DISP-03770,OMC-015,Mombasa Petroleum,LPG,2026-05-06,81169,FIN-005
INV-89569,DISP-00264,OMC-017,KAA Aviation,LUB,2025-04-21,161376,FIN-003
INV-64995,DISP-06775,OMC-009,Dalbit Petroleum,JETA1,2026-05-28,186366,FIN-004
INV-77499,DISP-04026,OMC-005,PetroOil Kenya,LUB,2026-02-20,135588,FIN-004
INV-67590,DISP-08765,OMC-006,Hashi Energy,DPK,2025-03-05,40085,FIN-002
INV-77392,DISP-02930,OMC-020,Ethiopian Oil,LPG,2025-10-14,280595,FIN-001
INV-58006,DISP-05760,OMC-004,Gulf Energy,JETA1,2026-02-10,244916,FIN-002
INV-32787,DISP-00148,OMC-008,National Oil,JETA1,2025-08-26,160309,FIN-003
INV-63467,DISP-02345,OMC-013,Lake Oil,DPK,2025-09-09,222514,FIN-004
INV-64101,DISP-02453,OMC-012,Galana Energies,HFO,2026-04-16,294653,FIN-005
INV-79446,DISP-07085,OMC-011,Hass Petroleum,LUB,04/11/2025,34339,FIN-002
INV-28139,DISP-05067,OMC-001,TotalEnergies Kenya,PMS,2026-02-03,302510,FIN-001
INV-54104,DISP-05194,OMC-013,Lake Oil,PMS,2025-09-10,208619,FIN-004
INV-80263,DISP-04308,OMC-002,Vivo Energy,DPK,2026-06-10,189485,FIN-002
INV-84903,DISP-08893,OMC-014,Texol Energies,JETA1,2025-04-17,34510,FIN-004
INV-91514,DISP-04905,OMC-005,PetroOil Kenya,JETA1,2026-04-04,41011,FIN-005
INV-11743,DISP-01348,OMC-010,Tamoil,AGO,2026-03-01,215993,FIN-004
INV-64131,DISP-07222,OMC-017,KAA Aviation,JETA1,2026-03-30,139966,FIN-005
INV-88803,DISP-01025,OMC-014,Texol Energies,AGO,2025-05-08,119369,FIN-005
INV-45778,DISP-03499,OMC-017,KAA Aviation,HFO,21/05/2025,167596,FIN-002
INV-59252,DISP-01384,OMC-003,Rubis Energy,LPG,2025-02-04,105208,FIN-005
INV-20990,DISP-05454,OMC-011,Hass Petroleum,HFO,2025-03-30,20787,FIN-005
INV-42005,DISP-04904,OMC-020,Ethiopian Oil,HFO,2026-03-04,38642,FIN-001
INV-49475,DISP-03899,OMC-018,Uganda National Oil,HFO,2026-04-04,54378,FIN-003
INV-61320,DISP-01244,OMC-017,KAA Aviation,AGO,2025-03-31,204589,FIN-005
INV-87745,DISP-09338,OMC-010,Tamoil,PMS,2025-07-22,152286,FIN-004
INV-85366,DISP-04953,OMC-019,Tanzania Petroleum,DPK,15/07/2025,52285,FIN-005
INV-57948,DISP-02406,OMC-015,Mombasa Petroleum,AGO,2026-02-10," KES 120,277 ",FIN-001
INV-77092,DISP-05579,OMC-008,National Oil,LPG,2025-09-15,192310,FIN-004
INV-38846,DISP-08542,OMC-002,Vivo Energy,LUB,2025-11-23,203465,FIN-004
INV-47107,DISP-00553,OMC-015,Mombasa Petroleum,PMS,02/02/2026,256391,FIN-003
INV-18722,DISP-00062,OMC-003,Rubis Energy,LUB,2025-05-29,93285,FIN-002
INV-29980,DISP-06939,OMC-017,KAA Aviation,AGO,2026-06-26,252436,FIN-003
INV-77442,DISP-03393,OMC-019,Tanzania Petroleum,AGO,2025-06-21,255602,FIN-002
INV-79488,DISP-01010,OMC-018,Uganda National Oil,JETA1,2025-03-29,34343,FIN-004
INV-43790,DISP-01830,OMC-014,Texol Energies,PMS,2025-06-25,73295,FIN-002
INV-98892,DISP-09984,OMC-015,Mombasa Petroleum,AGO,2026-01-28,28444,FIN-003
INV-39608,DISP-06137,OMC-014,Texol Energies,PMS,2025-10-23,131987,FIN-005
INV-57213,DISP-02985,OMC-015,Mombasa Petroleum,LPG,2025-01-27,244276,FIN-003
INV-89448,DISP-06609,OMC-014,Texol Energies,LUB,2026-06-29," KES 184,044 ",FIN-004
INV-34113,DISP-07410,OMC-003,Rubis Energy,AGO,2025-03-16,102440,FIN-005
INV-72040,DISP-04735,OMC-009,Dalbit Petroleum,JETA1,2025-01-15,126377,FIN-002
INV-52705,DISP-01283,OMC-018,Uganda National Oil,AGO,2025-08-26,141025,FIN-005
INV-41246,DISP-05472,OMC-016,KPA Marine,JETA1,2025-09-26," KES 47,392 ",FIN-005
INV-59028,DISP-05970,OMC-011,Hass Petroleum,JETA1,2025-02-02,32611,FIN-005
INV-91178,DISP-07406,OMC-013,Lake Oil,AGO,2025-10-01,105036,FIN-005
INV-71167,DISP-01673,OMC-013,Lake Oil,PMS,2026-06-24,245740,FIN-003
INV-86940,DISP-02110,OMC-002,Vivo Energy,JETA1,07/12/2025,198799,FIN-004
INV-17203,DISP-00187,OMC-004,Gulf Energy,HFO,2026-02-05,34489,FIN-003
INV-78350,DISP-01605,OMC-003,Rubis Energy,PMS,2025-04-24,160692,FIN-003
INV-46989,DISP-07909,OMC-011,Hass Petroleum,PMS,2025-12-07," KES 48,427 ",FIN-003
INV-31166,DISP-09003,OMC-019,Tanzania Petroleum,PMS,2025-10-15," KES 188,874 ",FIN-001
INV-39733,DISP-04963,OMC-004,Gulf Energy,LUB,2026-03-21,27196,FIN-002
INV-98404,DISP-00676,OMC-004,Gulf Energy,AGO,2026-02-21,57278,FIN-002
INV-37308,DISP-06818,OMC-015,Mombasa Petroleum,PMS,2025-03-20,199193,FIN-004
INV-54949,DISP-04917,OMC-019,Tanzania Petroleum,JETA1,2026-04-09,236055,FIN-004
INV-69286,DISP-01839,OMC-016,KPA Marine,HFO,2025-09-29,24585,FIN-004
INV-45328,DISP-06565,OMC-007,Kobil,HFO,2025-02-23,149075,FIN-002
INV-57455,DISP-09687,OMC-015,Mombasa Petroleum,JETA1,2025-05-22,196946,FIN-001
INV-23210,DISP-06091,OMC-005,PetroOil Kenya,PMS,2026-04-08,108975,FIN-001
INV-53476,DISP-02639,OMC-018,Uganda National Oil,PMS,06/03/2026,178477,FIN-005
INV-16231,DISP-05876,OMC-012,Galana Energies,LPG,2026-04-05,188245,FIN-004
INV-19380,DISP-08406,OMC-019,Tanzania Petroleum,HFO,2026-05-26,192022,FIN-002
INV-47493,DISP-00237,OMC-004,Gulf Energy,LUB,2026-02-18,198765,FIN-005
INV-43726,DISP-04914,OMC-016,KPA Marine,PMS,2025-05-09,234440,FIN-004
INV-50488,DISP-09657,OMC-019,Tanzania Petroleum,DPK,2025-07-10,35743,FIN-002
INV-67839,DISP-06556,OMC-003,Rubis Energy,JETA1,2025-10-23,209678,FIN-003
INV-98814,DISP-05325,OMC-004,Gulf Energy,LUB,2026-02-12,24390,FIN-002
INV-98919,DISP-02928,OMC-008,National Oil,DPK,2026-02-23,52613,FIN-003
INV-25511,DISP-03046,OMC-002,Vivo Energy,DPK,2026-02-01,30082,FIN-004
INV-19260,DISP-00487,OMC-005,PetroOil Kenya,LUB,21/02/2026,33560,FIN-003
INV-40007,DISP-08299,OMC-017,KAA Aviation,PMS,19/04/2026,212720,FIN-003
INV-57736,DISP-04808,OMC-008,National Oil,LPG,2025-09-13,40105,FIN-001
INV-51679,DISP-03396,OMC-009,Dalbit Petroleum,AGO,2025-04-21,53334,FIN-001
INV-12096,DISP-01103,OMC-018,Uganda National Oil,HFO,2025-04-20,55615,FIN-003
INV-88453,DISP-06157,OMC-011,Hass Petroleum,HFO,2025-10-12,127859,FIN-003
INV-19353,DISP-06739,OMC-012,Galana Energies,PMS,2026-03-17,120511,FIN-001
INV-34179,DISP-02878,OMC-001,TotalEnergies Kenya,HFO,2025-11-18,208350,FIN-005
INV-54903,DISP-02291,OMC-016,KPA Marine,HFO,2026-03-14,179658,FIN-004
INV-47709,DISP-03865,OMC-008,National Oil,DPK,2026-03-26,35126,FIN-005
INV-60214,DISP-02481,OMC-014,Texol Energies,PMS,2026-02-04,200423,FIN-001
INV-47207,DISP-03299,OMC-012,Galana Energies,LPG,2026-03-23,52752,FIN-002
INV-94739,DISP-04864,OMC-008,National Oil,HFO,2025-06-16,47562,FIN-002
INV-57818,DISP-05558,OMC-017,KAA Aviation,HFO,2025-03-23,55255,FIN-001
INV-97670,DISP-05540,OMC-018,Uganda National Oil,DPK,2026-03-23," KES 202,281 ",FIN-002
INV-41570,DISP-02183,OMC-001,TotalEnergies Kenya,HFO,2026-03-17," KES 53,965 ",FIN-003
INV-64077,DISP-06711,OMC-012,Galana Energies,LPG,2026-02-28,43194,FIN-001
INV-97246,DISP-09795,OMC-003,Rubis Energy,HFO,2025-01-16,31543,FIN-003
INV-36574,DISP-08779,OMC-010,Tamoil,DPK,2025-06-19,24865,FIN-001
INV-13897,DISP-05222,OMC-006,Hashi Energy,LUB,2026-06-23,169649,FIN-001
INV-83194,DISP-05146,OMC-007,Kobil,DPK,2025-10-03,179891,FIN-001
INV-24568,DISP-03824,OMC-001,TotalEnergies Kenya,LUB,2025-12-19,109845,FIN-005
