payment_id,invoice_id,omc_id,customer_name,remitting_bank_account,date,value_kes,installment_no
PAY-47112,INV-97710,OMC-013,Lake Oil,GB88TEHE71937452991241,2025-11-19,106174,1
PAY-72712,INV-13792,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-05-26,17303,2
PAY-74435,INV-73532,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2025-11-22,149466,1
PAY-50136,INV-76212,OMC-010,Tamoil,GB34EABH79176936763201,2025-06-08,147633,1
PAY-58557,INV-63271,OMC-002,Vivo Energy,GB45OQIR01845146270482,2026-06-21,31776,1
PAY-82633,INV-56329,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-03-27,31522,1
PAY-75548,INV-19144,OMC-006,Hashi Energy,GB05QCFC91361939909169,2025-08-26,134293,1
PAY-33557,INV-72514,OMC-018,Uganda National Oil,GB73JRAR61317127484677,2025-07-13," KES 45,743 ",1
PAY-31248,INV-93848,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,,222639,1
PAY-80587,INV-98474,OMC-014,Texol Energies,GB06ONXS45314737996507,2025-09-13,12840,2
PAY-39045,INV-91640,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,2025-08-12,162021,1
PAY-83666,INV-21576,OMC-014,Texol Energies,GB06ONXS45314737996507,2026-01-15,161737,1
PAY-82444,INV-11280,OMC-003,Rubis Energy,GB04LOQO13315098393010,20/03/2026,11961,2
PAY-58680,INV-82552,OMC-002,Vivo Energy,GB45OQIR01845146270482,06/05/2025,37189,2
PAY-64950,INV-93692,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2025-11-06," KES 25,130 ",1
PAY-12280,INV-10894,OMC-010,Tamoil,GB34EABH79176936763201,2026-04-18,200759,1
PAY-73866,INV-17172,OMC-010,Tamoil,GB34EABH79176936763201,2025-07-15,89512,1
PAY-93614,INV-54976,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2026-06-20,66422,2
PAY-28912,INV-45492,OMC-010,Tamoil,GB34EABH79176936763201,2025-07-22,40761,1
PAY-20429,INV-89018,OMC-010,Tamoil,GB34EABH79176936763201,2026-05-06," KES 24,368 ",1
PAY-57245,INV-69742,OMC-008,National Oil,GB08NAFX56342160733754,2026-07-30,60078,1
PAY-68414,INV-61500,OMC-013,Lake Oil,GB88TEHE71937452991241,2025-07-16,258108,1
PAY-93623,INV-85019,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,,147356,1
PAY-93852,INV-60891,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,27/04/2026,56098,1
PAY-37523,INV-92748,OMC-010,Tamoil,GB34EABH79176936763201,2026-03-21,53971,1
PAY-61039,INV-57457,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2025-06-12,31028,1
PAY-19852,INV-13881,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2026-03-26,198221,1
PAY-86449,INV-15793,OMC-014,Texol Energies,GB06ONXS45314737996507,2025-11-18,247396,1
PAY-92140,INV-50486,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2026-04-11,51224,1
PAY-13251,INV-82665,OMC-003,Rubis Energy,GB04LOQO13315098393010,13/04/2025,41554,1
PAY-79717,INV-50819,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2025-10-07,10529,2
PAY-40864,INV-71318,OMC-010,Tamoil,GB34EABH79176936763201,2025-04-21,147848,1
PAY-63495,INV-32140,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,2025-02-28,29445,1
PAY-28011,INV-38901,OMC-006,Hashi Energy,GB05QCFC91361939909169,2026-02-01,176569,1
PAY-43653,INV-46591,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,30/08/2025,266597,1
PAY-95125,INV-94237,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2026-05-22,22324,1
PAY-67805,INV-54187,OMC-010,Tamoil,GB34EABH79176936763201,2025-08-20," KES 53,061 ",1
PAY-55620,INV-15930,OMC-016,KPA Marine,GB31MOOJ96499091334123,2026-04-27,45697,2
PAY-49764,INV-16829,OMC-006,Hashi Energy,GB05QCFC91361939909169,2026-03-26,311636,1
PAY-96457,INV-15322,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-04-28,40966,1
PAY-68582,INV-60740,OMC-010,Tamoil,GB34EABH79176936763201,2025-07-17,210389,1
PAY-70993,INV-10736,OMC-006,Hashi Energy,GB05QCFC91361939909169,2026-04-02," KES 150,494 ",1
PAY-69417,INV-41720,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2025-06-06,12224,2
PAY-93430,INV-85344,OMC-002,Vivo Energy,GB45OQIR01845146270482,2026-02-28," KES 29,376 ",1
PAY-79708,INV-16000,OMC-014,Texol Energies,GB06ONXS45314737996507,2025-12-06,229680,1
PAY-65497,INV-97755,OMC-017,KAA Aviation,GB54HVSS04902787429671,2025-07-05,130155,1
PAY-30587,INV-97101,OMC-008,National Oil,GB08NAFX56342160733754,2026-05-09,121547,1
PAY-94724,INV-63909,OMC-006,Hashi Energy,GB05QCFC91361939909169,2025-12-29,21933,1
PAY-87943,INV-94643,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-04-20,57543,1
PAY-59643,INV-93665,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2026-06-20,51645,1
PAY-20630,INV-77860,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-04-17,176879,1
PAY-68502,INV-58335,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2026-04-05,23100,2
PAY-75536,INV-92800,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2026-09-03,10278,2
PAY-14000,INV-54504,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-03-26,163893,1
PAY-63510,INV-15154,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-05-14,37462,2
PAY-80886,INV-23780,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2026-01-12,45851,1
PAY-91666,INV-70583,OMC-010,Tamoil,GB34EABH79176936763201,2026-08-24,127994,1
PAY-48535,INV-74257,OMC-003,Rubis Energy,GB04LOQO13315098393010,06/04/2025,59855,1
PAY-23303,INV-47670,OMC-017,KAA Aviation,GB54HVSS04902787429671,2026-06-18,225066,1
PAY-66078,INV-25239,OMC-008,National Oil,GB08NAFX56342160733754,2026-03-06,8962,2
PAY-55881,INV-88507,OMC-010,Tamoil,GB34EABH79176936763201,2025-09-30,63684,1
PAY-34549,INV-80514,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,2026-04-27,143429,1
PAY-63496,INV-51115,OMC-004,Gulf Energy,GB89GWUW86379402654235,17/03/2026,20439,2
PAY-24914,INV-17913,OMC-016,KPA Marine,GB31MOOJ96499091334123,08/12/2025,75763,1
PAY-48681,INV-22114,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-04-05,60026,2
PAY-34076,INV-90612,OMC-017,KAA Aviation,GB54HVSS04902787429671,2025-07-04,181677,1
PAY-71427,INV-42809,OMC-010,Tamoil,GB34EABH79176936763201,2025-03-27," KES 51,987 ",1
PAY-21535,INV-96127,OMC-018,Uganda National Oil,GB73JRAR61317127484677,2026-04-01,168243,1
PAY-75193,INV-85867,OMC-008,National Oil,GB08NAFX56342160733754,2025-11-03,110434,1
PAY-21333,INV-35576,OMC-017,KAA Aviation,GB54HVSS04902787429671,2026-07-29,61437,1
PAY-41061,INV-61759,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,2025-09-14,24438,1
PAY-79159,INV-72400,OMC-018,Uganda National Oil,GB73JRAR61317127484677,2025-11-26,37612,1
PAY-67802,INV-26110,OMC-002,Vivo Energy,GB45OQIR01845146270482,18/10/2025,28012,1
PAY-91775,INV-71184,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2025-05-31,235751,1
PAY-64854,INV-71971,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2026-01-29,104463,1
PAY-16373,INV-89520,OMC-003,Rubis Energy,GB04LOQO13315098393010,2026-01-24,47748,1
PAY-66672,INV-70947,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-06-10,17708,2
PAY-57641,INV-36505,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-03-31,210008,1
PAY-40494,INV-42577,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,2026-04-30,256597,1
PAY-23534,INV-22094,OMC-007,Kobil,GB37IDDX82449353487401,2025-06-07,60151,1
PAY-48042,INV-78214,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2025-05-06,58581,1
PAY-40374,INV-69676,OMC-018,Uganda National Oil,GB73JRAR61317127484677,2025-08-12,40570,1
PAY-44485,INV-66590,OMC-018,Uganda National Oil,GB73JRAR61317127484677,,162764,1
PAY-12108,INV-74740,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,2026-01-07,93410,1
PAY-57377,INV-20646,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2025-05-27,164690,1
PAY-15845,INV-18322,OMC-007,Kobil,GB37IDDX82449353487401,2026-06-20," KES 36,832 ",1
PAY-48508,INV-89430,OMC-014,Texol Energies,GB06ONXS45314737996507,2026-03-24,175376,1
PAY-32295,INV-24973,OMC-008,National Oil,GB08NAFX56342160733754,2025-09-29,25383,1
PAY-72121,INV-15843,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-06-27,39818,1
PAY-48981,INV-59402,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2025-11-13,132912,1
PAY-31455,INV-12114,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2026-04-04,226716,1
PAY-14380,INV-30887,OMC-003,Rubis Energy,GB04LOQO13315098393010,2026-05-12,20862,1
PAY-83802,INV-29565,OMC-017,KAA Aviation,GB54HVSS04902787429671,2025-07-08,56219,1
PAY-56638,INV-79302,OMC-018,Uganda National Oil,GB73JRAR61317127484677,2026-02-28,200494,1
PAY-34322,INV-92074,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-06-15,14504,2
PAY-86462,INV-72926,OMC-007,Kobil,GB37IDDX82449353487401,2025-06-05,200448,1
PAY-11416,INV-12637,OMC-010,Tamoil,GB34EABH79176936763201,2026-07-16," KES 238,927 ",1
PAY-91877,INV-27974,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2025-08-11,51626,1
PAY-35490,INV-20938,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-04-26,28579,2
PAY-68173,INV-34943,OMC-018,Uganda National Oil,GB73JRAR61317127484677,2025-12-02,201285,1
PAY-44985,INV-91616,OMC-002,Vivo Energy,GB45OQIR01845146270482,2025-12-22,18686,2
PAY-36759,INV-54508,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2025-04-30,228308,1
PAY-46508,INV-79646,OMC-013,Lake Oil,GB88TEHE71937452991241,2026-03-10,144199,1
PAY-57946,INV-38731,OMC-008,National Oil,GB08NAFX56342160733754,2025-07-03,87815,1
PAY-86007,INV-55687,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-05-21,114201,2
PAY-29041,INV-70026,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,15/03/2026,42368,1
PAY-30414,INV-14050,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,2026-02-23,31623,1
PAY-35903,INV-87280,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-04-27,14965,2
PAY-80623,INV-44835,OMC-013,Lake Oil,GB88TEHE71937452991241,2026-06-17,101143,1
PAY-45791,INV-16710,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-05-20,21386,1
PAY-35008,INV-62107,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2025-06-29,23883,1
PAY-22355,INV-83149,OMC-003,Rubis Energy,GB04LOQO13315098393010,2025-06-13,265920,1
PAY-59033,INV-69149,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2025-03-23,91431,1
PAY-31371,INV-59004,OMC-017,KAA Aviation,GB54HVSS04902787429671,2026-04-02,131978,1
PAY-59414,INV-58679,OMC-002,Vivo Energy,GB45OQIR01845146270482,2025-05-27,136296,1
PAY-58012,INV-24595,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-06-10,28861,2
PAY-26097,INV-29019,OMC-010,Tamoil,GB34EABH79176936763201,25/05/2026,104908,1
PAY-29852,INV-59256,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,19/03/2025,31032,1
PAY-22500,INV-63439,OMC-010,Tamoil,GB34EABH79176936763201,2025-04-13,52312,1
PAY-26087,INV-27537,OMC-016,KPA Marine,GB31MOOJ96499091334123,2025-12-10,15082,1
PAY-48372,INV-56393,OMC-008,National Oil,GB08NAFX56342160733754,2026-05-08,50446,1
PAY-79634,INV-80625,OMC-002,Vivo Energy,GB45OQIR01845146270482,2026-06-02,29141,1
PAY-64644,INV-85853,OMC-013,Lake Oil,GB88TEHE71937452991241,2026-06-26,124527,1
PAY-30226,INV-30241,OMC-002,Vivo Energy,GB45OQIR01845146270482,2025-04-29,45705,1
PAY-37709,INV-73778,OMC-017,KAA Aviation,GB54HVSS04902787429671,2026-05-12,250869,1
PAY-81338,INV-91439,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-06-03," KES 23,698 ",2
PAY-81830,INV-86007,OMC-010,Tamoil,GB34EABH79176936763201,2026-01-06,227906,1
PAY-24007,INV-62379,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2026-08-09,55558,1
PAY-51136,INV-22249,OMC-017,KAA Aviation,GB54HVSS04902787429671,2026-02-03,174320,1
PAY-43013,INV-82534,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2025-08-03,34397,1
PAY-66252,INV-28936,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2026-06-16,31474,2
PAY-66792,INV-40038,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-06-01,22914,2
PAY-11125,INV-74694,OMC-002,Vivo Energy,GB45OQIR01845146270482,2026-05-06,219213,1
PAY-79066,INV-24015,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2025-03-01,273684,1
PAY-16976,INV-92903,OMC-018,Uganda National Oil,GB73JRAR61317127484677,2026-06-16,23175,1
PAY-74323,INV-23804,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2025-09-04,152928,1
PAY-52239,INV-55037,OMC-004,Gulf Energy,GB89GWUW86379402654235,13/04/2026,51666,1
PAY-40410,INV-96618,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2025-07-16,127225,2
PAY-42755,INV-68741,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-04-05,95390,1
PAY-91778,INV-45797,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2026-03-08,120557,1
PAY-53640,INV-54301,OMC-016,KPA Marine,GB31MOOJ96499091334123,2026-07-16,156540,1
PAY-75740,INV-27152,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2026-03-02,37790,1
PAY-82672,INV-81515,OMC-008,National Oil,GB08NAFX56342160733754,2026-08-22,78084,2
PAY-36581,INV-96885,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2026-07-19,145907,1
PAY-53126,INV-40669,OMC-008,National Oil,GB08NAFX56342160733754,2025-06-09,26871,1
PAY-29401,INV-29643,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-05-01,140257,1
PAY-84704,INV-65721,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-05-21,61894,1
PAY-19389,INV-31821,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2026-05-27,175217,1
PAY-36276,INV-21720,OMC-006,Hashi Energy,GB05QCFC91361939909169,2025-11-14,293764,1
PAY-29999,INV-45272,OMC-006,Hashi Energy,GB05QCFC91361939909169,2026-04-09,290764,1
PAY-62668,INV-65135,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-05-29,68296,2
PAY-24432,INV-71997,OMC-017,KAA Aviation,GB54HVSS04902787429671,11/04/2026,185248,1
PAY-41595,INV-43739,OMC-007,Kobil,GB37IDDX82449353487401,2026-01-04,31602,1
PAY-30050,INV-49863,OMC-002,Vivo Energy,GB45OQIR01845146270482,2026-02-10,246565,1
PAY-83650,INV-54543,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,02/09/2025,137853,1
PAY-61040,INV-51572,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-04-18,126448,1
PAY-70987,INV-50560,OMC-003,Rubis Energy,GB04LOQO13315098393010,2025-11-12,49976,2
PAY-65745,INV-32552,OMC-002,Vivo Energy,GB45OQIR01845146270482,2025-07-12,104681,1
PAY-52407,INV-66440,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2026-04-20,207512,1
PAY-31284,INV-93757,OMC-003,Rubis Energy,GB04LOQO13315098393010,2025-11-08,41557,1
PAY-66218,INV-71040,OMC-002,Vivo Energy,GB45OQIR01845146270482,2025-12-30,195387,1
PAY-80998,INV-14415,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-04-07,37636,2
PAY-23735,INV-84938,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2025-07-15,98331,1
PAY-22098,INV-99809,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-05-02,23746,1
PAY-41153,INV-34119,OMC-007,Kobil,GB37IDDX82449353487401,2026-04-20,37264,1
PAY-87100,INV-76287,OMC-002,Vivo Energy,GB45OQIR01845146270482,2026-06-06,197309,1
PAY-55022,INV-41621,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2025-03-21,29147,2
PAY-37442,INV-65555,OMC-018,Uganda National Oil,GB73JRAR61317127484677,2026-04-09,153649,1
PAY-71792,INV-47085,OMC-010,Tamoil,GB34EABH79176936763201,2026-04-06,120618,1
PAY-34466,INV-66763,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,2026-04-05,33522,1
PAY-49151,INV-74654,OMC-003,Rubis Energy,GB04LOQO13315098393010,2025-10-22,121570,1
PAY-68061,INV-12954,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2025-11-06,8047,2
PAY-13608,INV-86029,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-05-05,35097,2
PAY-88526,INV-25077,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2025-05-31,46665,1
PAY-64943,INV-83252,OMC-018,Uganda National Oil,GB73JRAR61317127484677,2025-08-02,72949,2
PAY-11471,INV-91969,OMC-010,Tamoil,GB34EABH79176936763201,2026-06-25,26228,1
PAY-95713,INV-33688,OMC-008,National Oil,GB08NAFX56342160733754,2025-04-02,194486,1
PAY-28790,INV-85115,OMC-013,Lake Oil,GB88TEHE71937452991241,2025-08-19,25586,1
PAY-33005,INV-50358,OMC-014,Texol Energies,GB06ONXS45314737996507,2026-02-28,35196,1
PAY-88708,INV-72171,OMC-006,Hashi Energy,GB05QCFC91361939909169,2026-02-22,93114,2
PAY-34357,INV-20942,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2025-04-04,201066,1
PAY-80376,INV-27977,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,2025-11-28,209787,1
PAY-78764,INV-30081,OMC-010,Tamoil,GB34EABH79176936763201,2025-02-04,252451,1
PAY-37820,INV-64433,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-03-20,171492,1
PAY-17425,INV-10912,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-06-25,150281,1
PAY-22471,INV-18754,OMC-016,KPA Marine,GB31MOOJ96499091334123,2025-12-23,119724,1
PAY-89306,INV-34129,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2025-06-13,189352,1
PAY-52677,INV-99346,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-03-23,82298,2
PAY-69401,INV-46128,OMC-010,Tamoil,GB34EABH79176936763201,2025-02-22,145694,1
PAY-45411,INV-13138,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-05-26,75206,1
PAY-64711,INV-20146,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-04-18,37632,2
PAY-20373,INV-26237,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2026-03-17,42101,1
PAY-41265,INV-26436,OMC-002,Vivo Energy,GB45OQIR01845146270482,18/01/2026,34572,1
PAY-32170,INV-10607,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2025-09-26,29145,1
PAY-42282,INV-21816,OMC-007,Kobil,GB37IDDX82449353487401,2026-07-03,53141,1
PAY-71474,INV-22269,OMC-008,National Oil,GB08NAFX56342160733754,2025-02-21,43938,1
PAY-43622,INV-56497,OMC-011,Hass Petroleum,GB56WGCN65876036690967,23/04/2026,259761,1
PAY-19770,INV-34297,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-04-27,73457,1
PAY-29861,INV-10506,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2026-04-28,194969,1
PAY-16399,INV-14061,OMC-007,Kobil,GB37IDDX82449353487401,2025-07-28,24478,1
PAY-88461,INV-47768,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2026-04-16," KES 285,836 ",1
PAY-86456,INV-93864,OMC-010,Tamoil,GB34EABH79176936763201,2025-05-20,27814,1
PAY-81749,INV-96463,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2026-02-16,43008,1
PAY-30789,INV-40081,OMC-016,KPA Marine,GB31MOOJ96499091334123,2025-12-09,29959,2
PAY-44494,INV-60755,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2025-08-28,95801,1
PAY-18422,INV-30821,OMC-014,Texol Energies,GB06ONXS45314737996507,2025-03-04,31173,1
PAY-81693,INV-96954,OMC-014,Texol Energies,GB06ONXS45314737996507,2025-07-04,14056,2
PAY-41431,INV-41736,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-07-05,23244,2
PAY-41031,INV-84859,OMC-006,Hashi Energy,GB05QCFC91361939909169,2025-04-04,278625,1
PAY-61631,INV-65786,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2025-08-28,51111,1
PAY-22597,INV-34941,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2026-06-26,45491,1
PAY-29828,INV-22480,OMC-018,Uganda National Oil,GB73JRAR61317127484677,2025-08-14,54887,1
PAY-88483,INV-67845,OMC-007,Kobil,GB37IDDX82449353487401,2026-08-23,44362,2
PAY-36748,INV-21362,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2025-12-03,53851,1
PAY-19746,INV-94612,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,24/07/2026,178294,1
PAY-24434,INV-42291,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-05-08,104367,1
PAY-55986,INV-87301,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,,82402,1
PAY-60397,INV-79310,OMC-012,Galana Energies,GB89GWUW86379402654235,2026-05-29,19561,2
PAY-68143,INV-41600,OMC-003,Rubis Energy,GB04LOQO13315098393010,2025-08-04,232201,1
PAY-82279,INV-62290,OMC-010,Tamoil,GB34EABH79176936763201,2025-01-24,50165,1
PAY-99812,INV-48056,OMC-010,Tamoil,GB34EABH79176936763201,2025-09-07,148449,1
PAY-99060,INV-92182,OMC-002,Vivo Energy,GB45OQIR01845146270482,2026-02-21,164579,1
PAY-81545,INV-94342,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-05-19,5926,2
PAY-41564,INV-19673,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-04-17,126163,1
PAY-38411,INV-71971,OMC-009,Dalbit Petroleum,GB53VXXX35615951484656,2026-02-18,72751,2
PAY-96832,INV-14549,OMC-006,Hashi Energy,GB05QCFC91361939909169,2026-01-28,113099,1
PAY-87238,INV-42052,OMC-003,Rubis Energy,GB04LOQO13315098393010,2025-07-09,114872,1
PAY-56923,INV-57443,OMC-003,Rubis Energy,GB04LOQO13315098393010,2025-09-30,175025,1
PAY-12280,INV-10894,OMC-010,Tamoil,GB34EABH79176936763201,2026-04-18,200759,1
PAY-13477,INV-17159,OMC-011,Hass Petroleum,GB56WGCN65876036690967,2025-07-22,66159,1
PAY-93457,INV-13658,OMC-018,Uganda National Oil,GB73JRAR61317127484677,2025-04-08,186629,1
PAY-52940,INV-82154,OMC-017,KAA Aviation,GB54HVSS04902787429671,2025-05-05,106958,1
PAY-41653,INV-60835,OMC-002,Vivo Energy,GB45OQIR01845146270482,2026-06-01,131573,1
PAY-35540,INV-46037,OMC-003,Rubis Energy,GB04LOQO13315098393010,2025-12-26,250180,1
PAY-77932,INV-87337,OMC-007,Kobil,GB37IDDX82449353487401,2026-02-08,122014,1
PAY-23427,INV-18969,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2025-05-08,48693,1
PAY-32287,INV-58327,OMC-007,Kobil,GB37IDDX82449353487401,2026-03-17,174128,1
PAY-37753,INV-37910,OMC-010,Tamoil,GB34EABH79176936763201,2025-10-28,215161,1
PAY-54208,INV-35350,OMC-006,Hashi Energy,GB05QCFC91361939909169,2025-03-13,80124,1
PAY-64158,INV-84344,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-06-11,159457,2
PAY-18740,INV-77358,OMC-008,National Oil,GB08NAFX56342160733754,2026-01-28,37495,1
PAY-39831,INV-76408,OMC-010,Tamoil,GB34EABH79176936763201,2025-10-22,178078,1
PAY-47114,INV-63999,OMC-008,National Oil,GB08NAFX56342160733754,2025-06-25,206529,1
PAY-86279,INV-62167,OMC-010,Tamoil,GB34EABH79176936763201,2025-06-04,38280,1
PAY-74821,INV-91726,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2026-04-24,49453,1
PAY-92217,INV-95206,OMC-001,TotalEnergies Kenya,GB06DMIO52553419283276,2025-09-30,115895,1
PAY-75681,INV-98373,OMC-004,Gulf Energy,GB89GWUW86379402654235,2026-03-15,18651,2
PAY-66238,INV-60009,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,2026-04-22,179451,1
PAY-27742,INV-39175,OMC-010,Tamoil,GB34EABH79176936763201,2026-02-16,34801,1
PAY-11951,INV-44529,OMC-017,KAA Aviation,GB54HVSS04902787429671,2025-09-15,139907,1
PAY-43658,INV-76157,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,2025-09-12,157927,1
PAY-95875,INV-10308,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2025-06-28,152880,1
PAY-97561,INV-43009,OMC-005,PetroOil Kenya,GB89GWUW86379402654235,09/05/2026,25116,2
PAY-10475,INV-10770,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2025-03-22,155411,1
PAY-34127,INV-12769,OMC-015,Mombasa Petroleum,GB80WOIJ43135182337498,2025-09-09,121164,1
PAY-38651,INV-88352,OMC-013,Lake Oil,GB88TEHE71937452991241,2026-01-29,184931,1
PAY-10796,INV-24093,OMC-010,Tamoil,GB34EABH79176936763201,2026-01-27,151483,1
PAY-71562,INV-13133,OMC-020,Ethiopian Oil,GB08IVAZ74821759464743,07/04/2025,182265,1
PAY-53163,INV-19169,OMC-017,KAA Aviation,GB54HVSS04902787429671,2025-10-26,50013,1
PAY-35709,INV-76450,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2025-03-02,198074,1
PAY-24671,INV-68063,OMC-006,Hashi Energy,GB05QCFC91361939909169,2026-08-01,15311,2
PAY-19693,INV-78322,OMC-007,Kobil,GB37IDDX82449353487401,2025-03-03,35921,1
PAY-12689,INV-14325,OMC-010,Tamoil,GB34EABH79176936763201,2025-11-02,26879,1
PAY-76363,INV-59609,OMC-003,Rubis Energy,GB04LOQO13315098393010,2026-04-24,51313,2
PAY-82514,INV-15245,OMC-019,Tanzania Petroleum,GB64OAXE62174596158657,2025-11-03,33466,1
