record_id,date,depot,product,opening_stock_liters,received_pipeline_liters,dispatched_liters,book_closing_stock_liters,physical_dip_closing_stock_liters,variance_liters
INV-BAL-803279,2025-01-31,Mombasa (Kipevu),HFO,1909739,0,25702,1884037,1880562,-3475
INV-BAL-622888,2025-12-23,Nairobi,HFO,1914058,0,50288,1863770,1861813,-1957
INV-BAL-345194,2025-04-16,Eldoret,DPK,1108943,0,34447,1074496,1069670,-4826
INV-BAL-065660,2025-01-04,Mombasa (Kipevu),JETA1,1054329,215737,40935,1229131,1229073,-58
INV-BAL-336930,2025-09-18,Mombasa (KOSF),PMS,1405111,0,48533,1356578,1352926,-3652
INV-BAL-900330,2026-05-01,Mombasa (Kipevu),HFO,1455236,0,103762,1351474,1350964,-510
INV-BAL-230808,2025-03-09,Mombasa (KOSF),PMS,764761,0,0,764761,766197,1436
INV-BAL-095968,14/09/2025,Kisumu,DPK,1227408,0,0,1227408,1226532,-876
INV-BAL-940357,2025-10-03,Mombasa (KOSF),DPK,1181917,0,39902,1142015,1137943,-4072
INV-BAL-077065,2025-06-08,Mombasa (Kipevu),HFO,1658957,786550,0,2445507,2445671,164
INV-BAL-812221,11/08/2025,Eldoret,HFO,1183366,0,22705,1160661,1161364,703
INV-BAL-182511,2026-05-09,Nairobi,HFO,1273968,660767,0,1934735,1930307,-4428
INV-BAL-937077,2025-06-18,Kisumu,LUB,1417769,582445,0,2000214,2000871,657
INV-BAL-732454,2025-09-08,Mombasa (KOSF),PMS,567047,0,0,567047,564178,-2869
INV-BAL-314029,2026-01-30,Mombasa (Kipevu),DPK,964699,302925,0,1267624,1264955,-2669
INV-BAL-512295,2025-10-15,Eldoret,AGO,1602836,0,0,1602836,1599238,-3598
INV-BAL-423747,2025-07-09,Mombasa (Kipevu),AGO,1262536,0,47312,1215224,1210785,-4439
INV-BAL-352271,2026-01-21,Mombasa (Kipevu),AGO,737381,0,45621,691760,689884,-1876
INV-BAL-590232,2025-10-31,Nairobi,JETA1,888363,0,0,888363,887979,-384
INV-BAL-716704,2025-09-28,Nairobi,LUB,1316418,0,24440,1291978,1291848,-130
INV-BAL-824497,04/12/2025,Mombasa (KOSF),LUB,598119,0,0,598119,599758,1639
INV-BAL-737177,2026-01-25,Nairobi,HFO,885863,0,24951,860912,861829,917
INV-BAL-329110,2026-01-12,Kisumu,LUB,1808968,0,0,1808968,1804727,-4241
INV-BAL-474934,2025-05-08,Nairobi,JETA1,1290697,0,72510,1218187,1217751,-436
INV-BAL-184980,2026-04-28,Mombasa (KOSF),AGO,592356,0,53186,539170,539193,23
INV-BAL-680333,2026-04-29,Eldoret,LUB,1764312,620026,74161,2310177,2305208,-4969
INV-BAL-530645,2025-01-29,Kisumu,AGO,1711239,0,0,1711239,1706525,-4714
INV-BAL-629252,2025-07-12,Mombasa (KOSF),LUB,832387,0,48868,783519,779955,-3564
INV-BAL-515193,2026-05-12,Kisumu,LPG,1509737,0,0,1509737,1504765,-4972
INV-BAL-696882,2025-04-01,Mombasa (Kipevu),AGO,676054,0,0,676054,671735,-4319
INV-BAL-679880,2025-07-30,Mombasa (KOSF),PMS,576508,0,0,576508,573653,-2855
INV-BAL-174994,2026-06-29,Kisumu,AGO,1891669,669873,0,2561542,2562783,1241
INV-BAL-818541,2025-12-08,Mombasa (KOSF),HFO,1798705,0,0,1798705,1796488,-2217
INV-BAL-719441,20/02/2026,Mombasa (KOSF),DPK,1267755,0,28193,1239562,1236775,-2787
INV-BAL-502177,2026-02-05,Nairobi,AGO,1505908,534555,50470,1989993,1989006,-987
INV-BAL-826253,2025-06-11,Mombasa (Kipevu),LPG,1582974,0,29665,1553309,1553410,101
INV-BAL-035614,2025-02-12,Nairobi,PMS,1484732,295076,48025,1731783,1731775,-8
INV-BAL-564536,2025-07-23,Nairobi,DPK,1791920,0,0,1791920,1791135,-785
INV-BAL-048647,,Kisumu,HFO,916439,0,0,916439,915925,-514
INV-BAL-286123,2025-12-17,Mombasa (KOSF),AGO,708228,0,20663,687565,683803,-3762
INV-BAL-534232,2026-05-03,Mombasa (KOSF),AGO,1731709,0,0,1731709,1728502,-3207
INV-BAL-137861,2026-03-20,Mombasa (KOSF),AGO,1455846,0,95977,1359869,1357169,-2700
INV-BAL-813119,2025-11-10,Kisumu,AGO,1297231,0,44090,1253141,1251669,-1472
INV-BAL-096593,2025-05-06,Nairobi,LUB,566248,0,0,566248,565983,-265
INV-BAL-320956,2026-05-25,Mombasa (KOSF),HFO,1239054,0,0,1239054,1235074,-3980
INV-BAL-324780,2026-02-11,Eldoret,LPG,1004744,0,59660,945084,943187,-1897
INV-BAL-616271,2025-04-28,Eldoret,LUB,1436350,0,0,1436350,1431923,-4427
INV-BAL-663035,2026-01-22,Mombasa (Kipevu),HFO,965034,0,0,965034,966923,1889
INV-BAL-235301,2025-12-10,Kisumu,JETA1,1552839,0,0,1552839,1554275,1436
INV-BAL-991339,2026-03-10,Nairobi,JETA1,1532786,0,55379,1477407,1473199,-4208
INV-BAL-906800,30/06/2025,Mombasa (KOSF),LUB,1413505,0,0,1413505,1412909,-596
INV-BAL-054785,2026-01-22,Mombasa (Kipevu),LUB,1766282,0,0,1766282,1768248,1966
INV-BAL-650525,2026-01-24,Eldoret,LPG,1872765,0,34482,1838283,1838396,113
INV-BAL-107756,2026-01-01,Nairobi,LPG,779688,0,0,779688,777445,-2243
INV-BAL-434856,2025-12-22,Mombasa (KOSF),HFO,1403066,0,49217,1353849,1354128,279
INV-BAL-948286,2025-03-25,Eldoret,DPK,1489769,0,27803,1461966,1462669,703
INV-BAL-702371,2025-09-27,Eldoret,DPK,1538878,0,0,1538878,1537290,-1588
INV-BAL-694327,2025-09-20,Kisumu,JETA1,687799,650861,29979,1308681,1307446,-1235
INV-BAL-391500,2026-06-16,Eldoret,DPK,1713125,0,0,1713125,1711441,-1684
INV-BAL-814220,2025-09-09,Kisumu,LUB,676557,0,0,676557,672379,-4178
INV-BAL-928795,2025-05-28,Mombasa (KOSF),DPK,1736266,0,0,1736266,1737595,1329
INV-BAL-007746,2025-05-13,Mombasa (Kipevu),HFO,1463893,0,0,1463893,1458910,-4983
INV-BAL-736917,2026-02-09,Mombasa (Kipevu),PMS,801529,0,0,801529,802194,665
INV-BAL-275982,2025-11-27,Mombasa (Kipevu),HFO,674784,0,0,674784,673851,-933
INV-BAL-324557,2026-06-04,Mombasa (Kipevu),PMS,1238566,0,0,1238566,1238075,-491
INV-BAL-508590,2025-03-08,Eldoret,JETA1,942702,778227,0,1720929,1719604,-1325
INV-BAL-191496,2025-12-18,Nairobi,AGO,1638525,0,39611,1598914,1597311,-1603
INV-BAL-234040,2026-02-25,Mombasa (Kipevu),DPK,506881,0,37106,469775,471125,1350
INV-BAL-809621,2026-04-20,Kisumu,LUB,1785320,0,0,1785320,1783952,-1368
INV-BAL-947081,2025-02-10,Nairobi,AGO,1523423,0,0,1523423,1523947,524
INV-BAL-504486,,Mombasa (Kipevu),PMS,1794415,0,20151,1774264,1769831,-4433
INV-BAL-385422,2025-08-16,Kisumu,LUB,1918880,0,47083,1871797,1870479,-1318
INV-BAL-315452,,Nairobi,HFO,1429798,0,0,1429798,1430734,936
INV-BAL-373592,2026-06-15,Mombasa (Kipevu),HFO,578858,0,40776,538082,534208,-3874
INV-BAL-391371,2025-10-11,Eldoret,LUB,1138652,0,40533,1098119,1094318,-3801
INV-BAL-844844,2025-02-19,Mombasa (Kipevu),HFO,1200296,0,0,1200296,1201851,1555
INV-BAL-426312,2026-05-12,Kisumu,AGO,1449656,0,33938,1415718,1415509,-209
INV-BAL-287023,2025-11-30,Mombasa (KOSF),LUB,1432139,0,58357,1373782,1371010,-2772
INV-BAL-794684,2025-01-10,Kisumu,JETA1,672960,0,62099,610861,610373,-488
INV-BAL-580437,2026-03-05,Mombasa (KOSF),PMS,928673,676214,39179,1565708,1563041,-2667
INV-BAL-053415,2026-06-26,Eldoret,LPG,964968,0,50246,914722,913022,-1700
INV-BAL-712938,2025-04-10,Mombasa (Kipevu),DPK,1178453,0,0,1178453,1178724,271
INV-BAL-980260,2025-03-02,Kisumu,DPK,1601486,200091,37213,1764364,1760299,-4065
INV-BAL-122654,2026-02-03,Mombasa (Kipevu),LUB,1399722,0,0,1399722,1395672,-4050
INV-BAL-654010,2025-02-12,Nairobi,LUB,868883,0,0,868883,864390,-4493
INV-BAL-845048,2025-12-01,Kisumu,LPG,1574503,0,0,1574503,1569963,-4540
INV-BAL-421570,2025-07-26,Eldoret,LUB,1996317,0,0,1996317,1993886,-2431
INV-BAL-400300,2026-03-14,Eldoret,JETA1,1803284,0,0,1803284,1804621,1337
INV-BAL-804659,2026-03-09,Kisumu,PMS,1114276,0,43514,1070762,1071671,909
INV-BAL-072467,2025-12-02,Kisumu,AGO,741173,786591,51797,1475967,1473808,-2159
INV-BAL-029957,2026-06-04,Mombasa (KOSF),PMS,1597245,0,81682,1515563,1517468,1905
INV-BAL-450890,2025-08-13,Mombasa (Kipevu),AGO,541778,0,0,541778,539631,-2147
INV-BAL-546613,2026-05-02,Mombasa (Kipevu),LPG,1703342,729430,0,2432772,2433189,417
INV-BAL-116376,2025-02-08,Eldoret,AGO,1363366,0,55214,1308152,1308606,454
INV-BAL-243255,,Kisumu,DPK,1502580,0,0,1502580,1503363,783
INV-BAL-461526,2026-06-22,Eldoret,JETA1,631505,0,92540,538965,538631,-334
INV-BAL-954319,2025-09-12,Mombasa (Kipevu),LUB,1124792,0,0,1124792,1125480,688
INV-BAL-902730,2025-05-12,Nairobi,LPG,1253324,0,0,1253324,1248344,-4980
INV-BAL-845924,2025-07-19,Mombasa (Kipevu),HFO,1929227,680021,0,2609248,2608322,-926
INV-BAL-503391,2025-02-23,Mombasa (KOSF),HFO,1325386,0,0,1325386,1321239,-4147
INV-BAL-518331,2026-03-25,Nairobi,LPG,687618,0,29681,657937,654076,-3861
INV-BAL-686939,2026-05-26,Nairobi,LPG,1503452,0,0,1503452,1500414,-3038
INV-BAL-511933,2025-10-06,Mombasa (Kipevu),LUB,611107,510439,20039,1101507,1097647,-3860
INV-BAL-020088,2025-02-11,Mombasa (Kipevu),LUB,1969116,646335,86136,2529315,2524907,-4408
INV-BAL-683396,2026-01-18,Nairobi,AGO,1654844,0,20345,1634499,1629725,-4774
INV-BAL-563090,2026-01-08,Kisumu,DPK,1768309,0,51688,1716621,1713064,-3557
INV-BAL-528849,2025-04-22,Eldoret,HFO,1074889,0,0,1074889,1075915,1026
INV-BAL-415823,2026-06-29,Nairobi,LPG,1752802,0,0,1752802,1749008,-3794
INV-BAL-358164,2026-05-10,Eldoret,LPG,787757,0,66506,721251,718125,-3126
INV-BAL-125653,2025-09-19,Eldoret,LPG,1624300,0,53474,1570826,1572193,1367
INV-BAL-798051,2025-12-07,Nairobi,JETA1,1612158,0,77092,1535066,1534507,-559
INV-BAL-900712,2025-04-01,Mombasa (KOSF),LPG,1386653,0,0,1386653,1386201,-452
INV-BAL-132272,2025-11-23,Mombasa (Kipevu),JETA1,702140,0,0,702140,697740,-4400
INV-BAL-526187,2025-02-27,Mombasa (KOSF),LUB,1278506,0,0,1278506,1276023,-2483
INV-BAL-563782,2025-08-15,Kisumu,AGO,854081,0,0,854081,853586,-495
INV-BAL-464903,2026-06-06,Mombasa (KOSF),LPG,1136794,214947,0,1351741,1350359,-1382
INV-BAL-493931,2025-12-17,Mombasa (Kipevu),AGO,1262910,0,43196,1219714,1214975,-4739
INV-BAL-155389,2025-07-03,Kisumu,PMS,1222922,0,0,1222922,1222202,-720
INV-BAL-061292,2025-06-29,Nairobi,AGO,1963797,683397,31320,2615874,2613675,-2199
INV-BAL-065613,2025-01-23,Kisumu,LUB,922226,201157,25068,1098315,1096329,-1986
INV-BAL-037347,2025-02-15,Kisumu,JETA1,1245016,0,0,1245016,1244885,-131
INV-BAL-574731,2025-11-23,Nairobi,PMS,1007078,0,29926,977152,976561,-591
INV-BAL-493732,2026-06-02,Nairobi,LPG,625483,0,0,625483,622929,-2554
INV-BAL-334817,2026-01-23,Eldoret,AGO,1109798,0,0,1109798,1105621,-4177
INV-BAL-816382,2025-02-04,Mombasa (KOSF),LUB,1524292,0,50250,1474042,1471717,-2325
INV-BAL-477723,2025-02-11,Mombasa (KOSF),PMS,1752800,0,20374,1732426,1733275,849
INV-BAL-777724,2026-05-31,Nairobi,AGO,910835,0,0,910835,909528,-1307
INV-BAL-513141,2026-06-08,Mombasa (KOSF),JETA1,696650,0,0,696650,693210,-3440
INV-BAL-137090,2025-04-18,Kisumu,LUB,835690,0,107771,727919,723789,-4130
INV-BAL-609146,16/08/2025,Nairobi,AGO,784371,0,53489,730882,728340,-2542
INV-BAL-832360,2025-05-24,Eldoret,HFO,1267566,0,40878,1226688,1225650,-1038
INV-BAL-757797,2026-03-18,Mombasa (Kipevu),LUB,865492,0,150021,715471,713446,-2025
INV-BAL-555285,11/10/2025,Mombasa (KOSF),AGO,1135118,0,0,1135118,1136531,1413
INV-BAL-643899,2026-02-17,Kisumu,HFO,1825240,0,0,1825240,1825036,-204
INV-BAL-903403,2025-07-27,Mombasa (Kipevu),DPK,881067,0,0,881067,880456,-611
INV-BAL-985074,2025-04-20,Kisumu,LUB,777094,225396,0,1002490,1000279,-2211
INV-BAL-071792,2025-07-24,Mombasa (KOSF),LPG,972289,351201,0,1323490,1324082,592
INV-BAL-037579,2025-08-21,Kisumu,LPG,1736755,575793,41012,2271536,2273200,1664
INV-BAL-241066,2025-10-31,Mombasa (KOSF),LUB,1205447,0,0,1205447,1202289,-3158
INV-BAL-154539,2025-10-12,Nairobi,HFO,570605,0,0,570605,567998,-2607
INV-BAL-788543,2025-01-12,Kisumu,LPG,1077956,0,0,1077956,1074028,-3928
INV-BAL-240577,2025-12-13,Mombasa (KOSF),AGO,857181,0,101430,755751,751988,-3763
INV-BAL-062218,2025-01-27,Mombasa (Kipevu),LPG,787714,0,34574,753140,751125,-2015
INV-BAL-034952,25/04/2025,Mombasa (KOSF),HFO,1083286,0,22029,1061257,1062829,1572
INV-BAL-302635,2025-02-09,Mombasa (Kipevu),LPG,988949,0,90065,898884,894995,-3889
INV-BAL-232079,2026-02-28,Mombasa (Kipevu),LUB,746638,0,20089,726549,728312,1763
INV-BAL-335614,10/03/2025,Eldoret,AGO,1802126,0,0,1802126,1799564,-2562
INV-BAL-083892,2026-03-26,Mombasa (KOSF),LUB,1703564,309934,92898,1920600,1920042,-558
INV-BAL-461806,2026-01-18,Eldoret,DPK,1241703,0,0,1241703,1240297,-1406
INV-BAL-007702,2025-07-23,Mombasa (Kipevu),AGO,1009181,0,0,1009181,1006960,-2221
INV-BAL-845369,2025-01-26,Eldoret,LUB,1076267,636697,0,1712964,1711081,-1883
INV-BAL-697542,2025-03-06,Kisumu,HFO,1774018,526931,0,2300949,2302915,1966
INV-BAL-143895,2025-10-18,Nairobi,DPK,1090405,0,0,1090405,1088714,-1691
INV-BAL-218900,2025-06-20,Eldoret,HFO,764394,0,0,764394,763188,-1206
INV-BAL-850555,2026-03-28,Eldoret,JETA1,1367325,455345,0,1822670,1820832,-1838
INV-BAL-894357,2026-03-30,Kisumu,LUB,1145707,452100,59278,1538529,1540407,1878
INV-BAL-640378,2025-12-20,Mombasa (KOSF),HFO,509591,0,0,509591,509165,-426
INV-BAL-723076,2025-10-24,Kisumu,DPK,823064,0,0,823064,822476,-588
INV-BAL-943228,2026-05-14,Mombasa (KOSF),HFO,762558,675038,20307,1417289,1415476,-1813
INV-BAL-226843,2025-04-07,Eldoret,LUB,1795698,0,38323,1757375,1753887,-3488
INV-BAL-301747,2026-05-22,Mombasa (KOSF),LPG,1376697,680221,0,2056918,2054496,-2422
INV-BAL-491506,2025-05-15,Nairobi,LPG,1615732,263842,0,1879574,1881515,1941
INV-BAL-855306,2025-05-10,Eldoret,LUB,1323668,553417,58793,1818292,1819798,1506
INV-BAL-135079,2026-01-07,Eldoret,LUB,551203,0,0,551203,547714,-3489
INV-BAL-183426,2025-02-03,Nairobi,LUB,1005972,0,37633,968339,969352,1013
INV-BAL-300109,2026-03-12,Kisumu,PMS,832347,0,0,832347,833145,798
INV-BAL-182892,2025-09-12,Nairobi,LUB,1618311,623193,0,2241504,2243274,1770
INV-BAL-868298,2025-04-20,Kisumu,AGO,1430905,0,0,1430905,1431085,180
INV-BAL-287335,2026-04-01,Mombasa (KOSF),PMS,1575189,0,53215,1521974,1523817,1843
INV-BAL-510131,2025-08-10,Eldoret,JETA1,1290584,0,28726,1261858,1256956,-4902
INV-BAL-914899,2026-02-25,Nairobi,PMS,1523305,0,73603,1449702,1444880,-4822
INV-BAL-375809,2025-05-08,Nairobi,AGO,1624380,0,0,1624380,1626364,1984
INV-BAL-617431,2026-01-13,Nairobi,LUB,1526559,0,0,1526559,1522909,-3650
INV-BAL-960724,2025-08-22,Kisumu,AGO,980799,0,40023,940776,937854,-2922
INV-BAL-609382,2025-07-29,Eldoret,LPG,815815,0,40575,775240,774714,-526
INV-BAL-529545,2025-08-05,Kisumu,LPG,1133491,0,28077,1105414,1105307,-107
INV-BAL-952665,28/01/2026,Nairobi,JETA1,923571,0,45572,877999,873244,-4755
INV-BAL-996514,2026-06-19,Kisumu,LPG,1581934,0,0,1581934,1578343,-3591
INV-BAL-857386,2025-12-11,Kisumu,JETA1,1379566,592941,93348,1879159,1878944,-215
INV-BAL-171247,2026-06-05,Nairobi,JETA1,1577513,256930,52150,1782293,1780897,-1396
INV-BAL-231291,,Eldoret,DPK,1457270,0,0,1457270,1456635,-635
INV-BAL-123855,2025-05-21,Mombasa (Kipevu),PMS,1177184,207152,0,1384336,1384904,568
INV-BAL-388432,2026-01-30,Kisumu,LUB,1854715,480188,0,2334903,2330140,-4763
INV-BAL-241864,2026-01-27,Mombasa (KOSF),DPK,704177,0,0,704177,704532,355
INV-BAL-082412,2025-04-08,Nairobi,DPK,1286616,515304,112530,1689390,1687617,-1773
INV-BAL-624294,2025-02-20,Mombasa (Kipevu),LUB,977415,330785,0,1308200,1308562,362
INV-BAL-802351,2025-03-16,Mombasa (KOSF),LUB,800464,0,0,800464,801652,1188
INV-BAL-289670,2025-08-17,Kisumu,LUB,1717375,0,35286,1682089,1683009,920
INV-BAL-105076,2026-01-02,Nairobi,AGO,1632884,0,0,1632884,1632171,-713
INV-BAL-832186,2025-05-18,Nairobi,LUB,688372,0,0,688372,686795,-1577
INV-BAL-857335,2025-12-20,Eldoret,LUB,1686739,0,0,1686739,1687092,353
INV-BAL-232277,2026-01-11,Mombasa (KOSF),LUB,1455368,418476,0,1873844,1872323,-1521
INV-BAL-344682,2025-01-29,Nairobi,PMS,1649918,0,0,1649918,1649171,-747
INV-BAL-995929,2025-08-03,Mombasa (KOSF),LUB,1313156,0,0,1313156,1311896,-1260
INV-BAL-974034,,Mombasa (Kipevu),JETA1,904627,0,52816,851811,850816,-995
INV-BAL-366425,2025-02-22,Kisumu,LUB,1230313,0,0,1230313,1227745,-2568
INV-BAL-160180,2025-06-16,Mombasa (Kipevu),PMS,1393985,0,0,1393985,1392963,-1022
INV-BAL-874793,2026-06-04,Eldoret,LPG,541110,0,0,541110,536828,-4282
INV-BAL-294320,2025-06-06,Kisumu,JETA1,1251022,0,0,1251022,1248735,-2287
INV-BAL-573380,23/08/2025,Eldoret,LPG,1786469,0,0,1786469,1786614,145
INV-BAL-008078,2026-06-05,Nairobi,LUB,720731,0,26826,693905,692814,-1091
INV-BAL-986582,2026-05-16,Nairobi,PMS,981087,0,0,981087,979545,-1542
INV-BAL-654527,2025-03-21,Mombasa (Kipevu),PMS,1240262,0,0,1240262,1235550,-4712
INV-BAL-834111,2026-03-02,Mombasa (KOSF),DPK,1687158,0,0,1687158,1687185,27
INV-BAL-101571,2025-05-21,Nairobi,HFO,1596201,0,0,1596201,1592388,-3813
INV-BAL-817213,2026-02-03,Eldoret,JETA1,1819077,0,0,1819077,1814814,-4263
INV-BAL-374485,2026-06-11,Mombasa (KOSF),LUB,1314587,0,0,1314587,1311317,-3270
INV-BAL-600180,2025-08-30,Mombasa (Kipevu),LUB,1026370,264422,0,1290792,1290116,-676
INV-BAL-329773,2025-12-06,Kisumu,DPK,1840950,0,0,1840950,1841553,603
INV-BAL-674726,2025-07-09,Mombasa (Kipevu),JETA1,665773,0,31816,633957,635847,1890
INV-BAL-540091,2026-05-26,Mombasa (Kipevu),LPG,1097576,310748,0,1408324,1404336,-3988
INV-BAL-584240,2025-10-15,Mombasa (KOSF),LUB,875453,0,0,875453,876352,899
INV-BAL-766707,2025-03-19,Mombasa (Kipevu),HFO,741271,0,0,741271,741107,-164
INV-BAL-339036,2026-01-11,Kisumu,JETA1,1609160,0,0,1609160,1608666,-494
INV-BAL-823378,2025-01-08,Mombasa (KOSF),HFO,1043134,0,0,1043134,1039206,-3928
INV-BAL-319176,2025-07-07,Mombasa (Kipevu),PMS,1779876,0,0,1779876,1777650,-2226
INV-BAL-463197,2026-05-21,Mombasa (Kipevu),JETA1,683855,0,0,683855,682281,-1574
INV-BAL-984433,2026-01-22,Mombasa (KOSF),PMS,927988,0,0,927988,924209,-3779
INV-BAL-909192,2025-05-14,Nairobi,JETA1,1443452,685283,0,2128735,2128085,-650
INV-BAL-080995,2025-08-22,Mombasa (Kipevu),AGO,1696341,715942,24098,2388185,2386715,-1470
INV-BAL-535202,2025-12-02,Mombasa (KOSF),AGO,1524964,0,65927,1459037,1456114,-2923
INV-BAL-927573,2026-01-01,Mombasa (Kipevu),LUB,1693293,0,51666,1641627,1637104,-4523
INV-BAL-349281,2026-04-09,Kisumu,JETA1,646642,0,0,646642,645012,-1630
INV-BAL-644374,2025-01-08,Nairobi,JETA1,951262,0,28266,922996,919755,-3241
INV-BAL-024349,2026-05-20,Eldoret,DPK,1886460,0,47316,1839144,1836403,-2741
INV-BAL-241047,2025-01-22,Kisumu,PMS,1375692,562843,0,1938535,1936095,-2440
INV-BAL-301002,2026-01-25,Eldoret,HFO,577671,0,40058,537613,535743,-1870
INV-BAL-576011,2025-09-05,Nairobi,DPK,1201386,0,0,1201386,1196656,-4730
INV-BAL-934504,2025-09-23,Mombasa (Kipevu),LPG,1824427,0,59967,1764460,1760664,-3796
INV-BAL-034019,2025-03-10,Eldoret,JETA1,1420803,398969,48264,1771508,1772472,964
INV-BAL-721111,2025-10-23,Mombasa (Kipevu),LUB,1515222,715967,0,2231189,2228375,-2814
INV-BAL-597265,2026-06-27,Eldoret,PMS,605320,731674,0,1336994,1338788,1794
INV-BAL-703046,2025-01-06,Kisumu,AGO,1565452,0,55648,1509804,1507819,-1985
INV-BAL-810482,2025-05-30,Nairobi,AGO,1559491,0,0,1559491,1557515,-1976
INV-BAL-292823,2025-12-28,Kisumu,LUB,1042462,703540,0,1746002,1748001,1999
INV-BAL-665619,2025-01-29,Eldoret,LPG,1622482,353970,0,1976452,1976101,-351
INV-BAL-908265,2025-12-05,Kisumu,LUB,1026419,279028,0,1305447,1303912,-1535
INV-BAL-277058,2026-05-13,Mombasa (KOSF),LUB,609901,0,0,609901,607844,-2057
INV-BAL-145855,,Kisumu,LPG,830696,0,0,830696,826994,-3702
INV-BAL-737217,2025-01-19,Kisumu,JETA1,1319917,0,55382,1264535,1263841,-694
INV-BAL-257043,2025-05-20,Kisumu,LUB,924598,0,0,924598,922287,-2311
INV-BAL-922386,2025-11-20,Eldoret,HFO,1771049,0,0,1771049,1768198,-2851
INV-BAL-711262,2025-01-08,Nairobi,LPG,1529124,0,32296,1496828,1496758,-70
INV-BAL-600877,2025-07-21,Kisumu,LUB,758226,0,21781,736445,736156,-289
INV-BAL-997632,2025-04-11,Mombasa (Kipevu),LPG,1090328,0,0,1090328,1090746,418
INV-BAL-889225,2026-02-07,Nairobi,HFO,1474056,0,90588,1383468,1384120,652
INV-BAL-079549,2025-04-24,Mombasa (KOSF),LUB,564886,0,0,564886,561902,-2984
INV-BAL-545463,2025-05-23,Kisumu,DPK,955296,0,0,955296,951110,-4186
INV-BAL-972166,14/04/2026,Eldoret,AGO,1616695,729072,0,2345767,2343123,-2644
INV-BAL-340117,09/05/2025,Nairobi,AGO,953213,0,0,953213,949326,-3887
INV-BAL-414412,2026-04-18,Eldoret,HFO,1047589,0,0,1047589,1048802,1213
INV-BAL-762342,01/02/2025,Nairobi,LUB,1395606,0,0,1395606,1391035,-4571
INV-BAL-186444,2026-04-27,Mombasa (Kipevu),LUB,1661528,0,44944,1616584,1613561,-3023
INV-BAL-836993,2025-06-04,Eldoret,LUB,1602281,0,0,1602281,1597787,-4494
INV-BAL-759798,2025-01-28,Mombasa (Kipevu),LPG,789740,0,81768,707972,704434,-3538
INV-BAL-826306,2025-07-13,Mombasa (KOSF),LPG,1855404,0,0,1855404,1854601,-803
INV-BAL-376570,2025-06-23,Eldoret,PMS,800909,0,0,800909,802452,1543
INV-BAL-422963,2026-06-15,Kisumu,PMS,669105,579283,0,1248388,1245487,-2901
INV-BAL-313543,2025-03-17,Mombasa (Kipevu),HFO,531743,325747,23822,833668,829569,-4099
INV-BAL-690169,2026-05-01,Kisumu,JETA1,1294431,0,20810,1273621,1268753,-4868
INV-BAL-118406,2025-05-26,Mombasa (Kipevu),PMS,881688,0,35338,846350,844007,-2343
INV-BAL-925928,2025-08-11,Eldoret,DPK,730694,522569,0,1253263,1254297,1034
INV-BAL-073146,2025-03-19,Eldoret,HFO,835810,0,48953,786857,787235,378
INV-BAL-809809,2026-05-02,Mombasa (Kipevu),HFO,1167571,0,55493,1112078,1110595,-1483
INV-BAL-666129,2025-10-11,Eldoret,HFO,1285723,396387,0,1682110,1678880,-3230
INV-BAL-895677,2026-01-12,Eldoret,HFO,1959329,0,54295,1905034,1904559,-475
INV-BAL-314573,2025-01-14,Mombasa (Kipevu),JETA1,1942973,783909,0,2726882,2724245,-2637
INV-BAL-878035,2026-05-22,Mombasa (Kipevu),JETA1,1962173,0,0,1962173,1957508,-4665
INV-BAL-082612,2025-11-20,Mombasa (Kipevu),LUB,775505,0,0,775505,774205,-1300
INV-BAL-672485,,Kisumu,DPK,1609077,0,58264,1550813,1546129,-4684
INV-BAL-800574,2026-05-22,Nairobi,LUB,1470052,0,0,1470052,1471340,1288
INV-BAL-702385,2025-01-07,Eldoret,AGO,1238032,0,0,1238032,1235233,-2799
INV-BAL-432569,2025-09-16,Nairobi,LPG,822017,0,0,822017,821888,-129
INV-BAL-755942,2025-05-01,Eldoret,AGO,1736527,0,92391,1644136,1643154,-982
INV-BAL-544918,2025-07-09,Kisumu,HFO,720482,0,0,720482,716890,-3592
INV-BAL-321302,2026-02-08,Kisumu,AGO,687639,0,0,687639,689023,1384
INV-BAL-723479,2025-09-25,Nairobi,LPG,1157722,0,0,1157722,1153356,-4366
INV-BAL-722098,2026-03-25,Eldoret,HFO,833266,0,59115,774151,772059,-2092
INV-BAL-157107,2025-04-06,Kisumu,LUB,680165,0,0,680165,681225,1060
INV-BAL-792468,2026-06-02,Kisumu,HFO,900908,0,33572,867336,865868,-1468
INV-BAL-004542,2025-08-04,Eldoret,PMS,736241,0,0,736241,734918,-1323
INV-BAL-473876,,Mombasa (Kipevu),LUB,779200,0,0,779200,780675,1475
INV-BAL-480765,2026-03-17,Mombasa (Kipevu),JETA1,1992588,0,0,1992588,1988336,-4252
INV-BAL-889411,2025-01-04,Nairobi,DPK,841783,0,0,841783,840700,-1083
INV-BAL-434813,2025-01-20,Mombasa (KOSF),LUB,1848280,0,55527,1792753,1794368,1615
INV-BAL-813893,,Mombasa (Kipevu),LPG,1982721,0,0,1982721,1979845,-2876
INV-BAL-142398,26/06/2026,Kisumu,HFO,990781,0,55921,934860,931333,-3527
INV-BAL-183111,2025-02-04,Nairobi,JETA1,1370682,790611,70876,2090417,2087113,-3304
INV-BAL-045218,2025-12-13,Nairobi,HFO,1435756,0,0,1435756,1432738,-3018
