invoice_id,dispatch_id,omc_id,customer_name,product,date,value_kes
INV-12008,DISP-13811,OMC-014,Texol Energies,Jet A-1,2026-04-16,196845
INV-64585,DISP-19734,OMC-012,Galana Energies,Lubricants,2025-05-15," KES 54,607 "
INV-18472,DISP-49664,OMC-012,Galana Energies,Heavy Fuel Oil,2025-03-12,31914
INV-70275,DISP-04832,OMC-007,Kobil,LPG,2025-05-07,43077
INV-50647,DISP-07411,OMC-016,KPA Marine,Lubricants,2025-05-12,50522
INV-23481,DISP-28150,OMC-014,Texol Energies,Kerosene (DPK),01/03/2026,269031
INV-80001,DISP-17277,OMC-011,Hass Petroleum,Jet A-1,2025-10-27,61337
INV-13085,DISP-48536,OMC-014,Texol Energies,Jet A-1,2026-03-02,199377
INV-23638,DISP-23436,OMC-007,Kobil,Diesel (AGO),2026-03-16,28861
INV-40705,DISP-26236,OMC-001,TotalEnergies Kenya,Jet A-1,21/04/2025,51620
INV-81225,DISP-06777,OMC-002,Vivo Energy,Jet A-1,2025-10-18," KES 111,919 "
INV-28447,DISP-37969,OMC-013,Lake Oil,Heavy Fuel Oil,2025-07-06," KES 251,112 "
INV-32165,DISP-47716,OMC-012,Galana Energies,Diesel (AGO),2026-05-12,165626
INV-74078,DISP-10406,OMC-003,Rubis Energy,Petrol (PMS),2026-04-10,125226
INV-29643,DISP-41003,OMC-015,Mombasa Petroleum,Kerosene (DPK),,129092
INV-51804,DISP-42718,OMC-007,Kobil,Lubricants,2026-03-07,63683
INV-83176,DISP-25000,OMC-009,Dalbit Petroleum,LPG,13/03/2025," KES 130,290 "
INV-27146,DISP-00793,OMC-004,Gulf Energy,Heavy Fuel Oil,2025-03-10,269179
INV-38694,DISP-34777,OMC-008,National Oil,Diesel (AGO),2025-11-21,268183
INV-53974,DISP-25624,OMC-001,TotalEnergies Kenya,Lubricants,2025-05-03,109892
INV-67680,DISP-37098,OMC-010,Tamoil,Jet A-1,2025-06-30,29160
INV-99126,DISP-02710,OMC-015,Mombasa Petroleum,Jet A-1,2026-06-13," KES 251,338 "
INV-76008,DISP-07602,OMC-004,Gulf Energy,LPG,,60726
INV-28309,DISP-09510,OMC-007,Kobil,LPG,2025-08-25,44936
INV-33017,DISP-08585,OMC-020,Ethiopian Oil,Heavy Fuel Oil,2026-05-20,59590
INV-68053,DISP-42923,OMC-012,Galana Energies,Petrol (PMS),2025-01-25,42278
INV-30045,DISP-26682,OMC-016,KPA Marine,LPG,2025-07-01," KES 259,176 "
INV-97965,DISP-37231,OMC-004,Gulf Energy,Kerosene (DPK),2025-05-13,74491
INV-64639,DISP-05799,OMC-019,Tanzania Petroleum,Diesel (AGO),2025-07-03,174741
INV-11433,DISP-01205,OMC-001,TotalEnergies Kenya,LPG,2025-03-24,230423
INV-56306,DISP-26487,OMC-003,Rubis Energy,Diesel (AGO),2026-03-29,38366
INV-91043,DISP-16825,OMC-008,National Oil,Lubricants,2025-11-02,71237
INV-35000,DISP-13860,OMC-001,TotalEnergies Kenya,LPG,2025-04-07,104417
INV-29956,DISP-00156,OMC-015,Mombasa Petroleum,Diesel (AGO),2025-10-21,26603
INV-41162,DISP-01709,OMC-006,Hashi Energy,Jet A-1,2025-07-05,29141
INV-80802,DISP-41461,OMC-002,Vivo Energy,Heavy Fuel Oil,2025-11-07,131744
INV-42012,DISP-11514,OMC-016,KPA Marine,Heavy Fuel Oil,2025-08-21,171926
INV-30798,DISP-45988,OMC-003,Rubis Energy,LPG,03/08/2025,38415
INV-23946,DISP-02590,OMC-018,Uganda National Oil,Kerosene (DPK),2025-11-10,128994
INV-53700,DISP-05087,OMC-007,Kobil,LPG,2026-05-15,57378
INV-54331,DISP-19722,OMC-020,Ethiopian Oil,Diesel (AGO),2025-12-18,122183
INV-40446,DISP-08241,OMC-014,Texol Energies,Lubricants,2025-05-10,135057
INV-15322,DISP-19643,OMC-002,Vivo Energy,Jet A-1,2025-09-14,56005
INV-77620,DISP-44408,OMC-007,Kobil,Kerosene (DPK),31/05/2026,261254
INV-85772,DISP-05818,OMC-007,Kobil,Diesel (AGO),2025-01-24,170990
INV-88789,DISP-41435,OMC-005,PetroOil Kenya,Jet A-1,2025-06-02,203147
INV-88374,DISP-31961,OMC-004,Gulf Energy,Heavy Fuel Oil,2025-02-23,110574
INV-65962,DISP-17620,OMC-015,Mombasa Petroleum,Heavy Fuel Oil,2025-10-16,100595
INV-54125,DISP-10867,OMC-016,KPA Marine,Heavy Fuel Oil,2025-03-30,26848
INV-93199,DISP-36731,OMC-017,KAA Aviation,Jet A-1,2025-08-09,22260
INV-48225,DISP-12172,OMC-013,Lake Oil,Lubricants,2025-03-09,265886
INV-10199,DISP-22391,OMC-015,Mombasa Petroleum,Kerosene (DPK),," KES 211,723 "
INV-88506,DISP-49080,OMC-018,Uganda National Oil,Jet A-1,2025-02-07,180793
INV-83499,DISP-11418,OMC-011,Hass Petroleum,Jet A-1,2025-03-12,57788
INV-86942,DISP-32724,OMC-020,Ethiopian Oil,Heavy Fuel Oil,2025-12-08,22969
INV-93489,DISP-25149,OMC-014,Texol Energies,Jet A-1,2025-02-12,207461
INV-44725,DISP-09183,OMC-019,Tanzania Petroleum,Kerosene (DPK),2025-10-08,32799
INV-10379,DISP-14929,OMC-016,KPA Marine,Lubricants,2025-01-13,114774
INV-38751,DISP-37228,OMC-008,National Oil,Lubricants,2026-05-10,44118
INV-58330,DISP-41025,OMC-002,Vivo Energy,Jet A-1,2026-01-03,141283
INV-47869,DISP-34237,OMC-007,Kobil,Petrol (PMS),2025-01-12,48783
INV-38426,DISP-45383,OMC-020,Ethiopian Oil,Diesel (AGO),2025-05-01,26694
INV-16743,DISP-12058,OMC-009,Dalbit Petroleum,Lubricants,2025-07-26,21559
INV-58593,DISP-49611,OMC-015,Mombasa Petroleum,Lubricants,02/10/2025,158178
INV-40458,DISP-22511,OMC-016,KPA Marine,Kerosene (DPK),2025-03-31,155048
INV-58568,DISP-17235,OMC-011,Hass Petroleum,Petrol (PMS),2025-11-24,130773
INV-87612,DISP-14370,OMC-008,National Oil,Kerosene (DPK),2026-06-04,183096
INV-47830,DISP-08312,OMC-015,Mombasa Petroleum,Jet A-1,2026-05-25," KES 62,387 "
INV-48882,DISP-30496,OMC-001,TotalEnergies Kenya,Jet A-1,2026-04-21,169364
INV-18019,DISP-14087,OMC-014,Texol Energies,Heavy Fuel Oil,2025-03-24,70310
INV-26828,DISP-32318,OMC-005,PetroOil Kenya,LPG,2025-11-05,113050
INV-28836,DISP-37089,OMC-013,Lake Oil,Heavy Fuel Oil,2025-10-17,143716
INV-55361,DISP-47667,OMC-005,PetroOil Kenya,Heavy Fuel Oil,2026-04-02,221481
INV-92747,DISP-26785,OMC-018,Uganda National Oil,Lubricants,2026-03-27,116038
INV-17497,DISP-06851,OMC-014,Texol Energies,LPG,2026-02-12,181169
INV-10962,DISP-08302,OMC-011,Hass Petroleum,Kerosene (DPK),2025-12-27," KES 26,630 "
INV-88750,DISP-33008,OMC-014,Texol Energies,Diesel (AGO),2025-03-05,151161
INV-39518,DISP-41907,OMC-018,Uganda National Oil,LPG,2026-04-23,103507
INV-96062,DISP-15956,OMC-005,PetroOil Kenya,Petrol (PMS),2025-04-21,73857
INV-74733,DISP-03913,OMC-006,Hashi Energy,LPG,2025-02-10,63545
INV-65078,DISP-23994,OMC-003,Rubis Energy,Heavy Fuel Oil,22/09/2025,62883
INV-97942,DISP-47154,OMC-017,KAA Aviation,Kerosene (DPK),2025-10-20,27652
INV-19755,DISP-40902,OMC-009,Dalbit Petroleum,Petrol (PMS),2025-12-16,132923
INV-16489,DISP-42616,OMC-005,PetroOil Kenya,Kerosene (DPK),2025-06-11,199329
INV-50332,DISP-06430,OMC-018,Uganda National Oil,Heavy Fuel Oil,2026-03-30,136232
INV-32313,DISP-29897,OMC-011,Hass Petroleum,Petrol (PMS),2026-01-26,167253
INV-61543,DISP-39622,OMC-018,Uganda National Oil,Jet A-1,2025-07-11,223533
INV-45866,DISP-15047,OMC-013,Lake Oil,Jet A-1,2025-10-19,181561
INV-27365,DISP-12537,OMC-010,Tamoil,Jet A-1,2025-10-31,124864
INV-25894,DISP-33357,OMC-017,KAA Aviation,LPG,2025-09-14,144974
INV-60232,DISP-03566,OMC-012,Galana Energies,Kerosene (DPK),2026-05-04,132890
INV-29487,DISP-31378,OMC-010,Tamoil,Petrol (PMS),2025-12-14,42246
INV-81348,DISP-21026,OMC-019,Tanzania Petroleum,Heavy Fuel Oil,2025-09-11,100263
INV-84971,DISP-41883,OMC-013,Lake Oil,Kerosene (DPK),2025-01-08,152804
INV-93271,DISP-40047,OMC-011,Hass Petroleum,Jet A-1,2025-12-23,123086
INV-38439,DISP-19878,OMC-020,Ethiopian Oil,Petrol (PMS),2025-10-27,54146
INV-82604,DISP-08996,OMC-007,Kobil,Heavy Fuel Oil,2025-09-05,123599
INV-58276,DISP-19687,OMC-020,Ethiopian Oil,Kerosene (DPK),2025-07-27,43806
INV-92594,DISP-25654,OMC-018,Uganda National Oil,Diesel (AGO),2026-06-12,171751
INV-90723,DISP-29133,OMC-016,KPA Marine,Petrol (PMS),2025-10-19,201421
INV-20995,DISP-27537,OMC-019,Tanzania Petroleum,Kerosene (DPK),2025-04-21,46953
INV-83147,DISP-19344,OMC-002,Vivo Energy,Lubricants,2025-05-31,35068
INV-88606,DISP-44814,OMC-001,TotalEnergies Kenya,Petrol (PMS),2025-07-28,159408
INV-90053,DISP-19242,OMC-019,Tanzania Petroleum,Heavy Fuel Oil,2026-01-25,43918
INV-67630,DISP-29489,OMC-018,Uganda National Oil,Lubricants,2025-04-30,245995
INV-19704,DISP-09719,OMC-018,Uganda National Oil,Lubricants,2026-01-15," KES 173,460 "
INV-14899,DISP-27658,OMC-018,Uganda National Oil,Kerosene (DPK),2025-01-15," KES 200,921 "
INV-52595,DISP-40274,OMC-013,Lake Oil,Kerosene (DPK),2026-06-19,166313
INV-42750,DISP-34470,OMC-019,Tanzania Petroleum,Jet A-1,2026-06-24,164478
INV-71223,DISP-24217,OMC-013,Lake Oil,Petrol (PMS),2025-07-31,214198
INV-49557,DISP-20167,OMC-011,Hass Petroleum,Jet A-1,2025-08-03,227589
INV-76085,DISP-14187,OMC-004,Gulf Energy,Lubricants,2026-04-25,196375
INV-78542,DISP-49006,OMC-015,Mombasa Petroleum,Kerosene (DPK),2025-01-07,100096
INV-52998,DISP-28891,OMC-016,KPA Marine,Lubricants,2025-05-14,39184
INV-55153,DISP-05827,OMC-011,Hass Petroleum,Lubricants,2025-03-02,136866
INV-31400,DISP-20680,OMC-004,Gulf Energy,Petrol (PMS),2025-05-08,22416
INV-62872,DISP-04530,OMC-013,Lake Oil,Diesel (AGO),2026-04-16,305710
INV-94128,DISP-01783,OMC-020,Ethiopian Oil,Kerosene (DPK),2025-05-27,205473
INV-61077,DISP-10589,OMC-007,Kobil,Lubricants,2025-01-08,219362
INV-77013,DISP-47815,OMC-007,Kobil,Heavy Fuel Oil,2025-07-24,266342
INV-79257,DISP-08496,OMC-019,Tanzania Petroleum,Jet A-1,2025-02-07,50187
INV-44905,DISP-05477,OMC-001,TotalEnergies Kenya,Lubricants,2025-09-30,146074
INV-52865,DISP-00853,OMC-010,Tamoil,Petrol (PMS),2026-02-21,128735
INV-48943,DISP-23315,OMC-017,KAA Aviation,LPG,2025-05-05,215665
INV-30594,DISP-07174,OMC-016,KPA Marine,Petrol (PMS),2025-08-25,33278
INV-79410,DISP-02844,OMC-007,Kobil,Petrol (PMS),2025-08-25,194519
INV-29316,DISP-14610,OMC-013,Lake Oil,Kerosene (DPK),2026-05-15,51786
INV-84880,DISP-19432,OMC-019,Tanzania Petroleum,LPG,2026-02-08,87391
INV-86456,DISP-30376,OMC-002,Vivo Energy,Diesel (AGO),2025-09-15,104082
INV-35122,DISP-10741,OMC-007,Kobil,Petrol (PMS),2026-05-05,90265
INV-36237,DISP-14690,OMC-017,KAA Aviation,Heavy Fuel Oil,2025-03-31,96703
INV-10683,DISP-02720,OMC-001,TotalEnergies Kenya,Lubricants,2025-04-27,51539
INV-80694,DISP-44040,OMC-010,Tamoil,Kerosene (DPK),2026-02-09,24020
INV-24503,DISP-06991,OMC-017,KAA Aviation,Petrol (PMS),2025-12-28,32490
INV-24646,DISP-47801,OMC-001,TotalEnergies Kenya,Petrol (PMS),2025-06-07,150313
INV-48954,DISP-10544,OMC-005,PetroOil Kenya,Petrol (PMS),2026-02-06,278214
INV-88151,DISP-17437,OMC-004,Gulf Energy,Jet A-1,2025-05-19,46750
INV-26364,DISP-20807,OMC-019,Tanzania Petroleum,Lubricants,2025-12-17,195136
INV-84714,DISP-25389,OMC-010,Tamoil,LPG,2026-07-04,200423
INV-36299,DISP-00505,OMC-015,Mombasa Petroleum,Diesel (AGO),2026-07-03,195390
INV-66195,DISP-10461,OMC-020,Ethiopian Oil,Diesel (AGO),2025-10-30,149114
INV-39532,DISP-39288,OMC-007,Kobil,Jet A-1,,105896
INV-35073,DISP-19077,OMC-016,KPA Marine,LPG,03/05/2025,152192
INV-92568,DISP-36004,OMC-010,Tamoil,Diesel (AGO),21/05/2025,172621
INV-90870,DISP-12256,OMC-010,Tamoil,LPG,2025-10-31,257587
INV-24677,DISP-46501,OMC-001,TotalEnergies Kenya,LPG,2025-10-05,186198
INV-10530,DISP-22025,OMC-013,Lake Oil,Lubricants,2025-02-10,23403
INV-59875,DISP-30433,OMC-015,Mombasa Petroleum,Kerosene (DPK),2025-10-15,171775
INV-41215,DISP-18092,OMC-015,Mombasa Petroleum,Kerosene (DPK),2026-05-01,117947
INV-67365,DISP-13148,OMC-016,KPA Marine,Petrol (PMS),2025-04-04,228020
INV-12370,DISP-28496,OMC-011,Hass Petroleum,Petrol (PMS),2026-03-15,165000
INV-38391,DISP-43231,OMC-020,Ethiopian Oil,Petrol (PMS),2026-03-17,220947
INV-12026,DISP-47270,OMC-016,KPA Marine,Jet A-1,2026-02-27,196124
INV-73367,DISP-36574,OMC-020,Ethiopian Oil,Heavy Fuel Oil,2025-05-30,123193
INV-39676,DISP-08562,OMC-005,PetroOil Kenya,Heavy Fuel Oil,2025-10-04,58900
INV-76979,DISP-16447,OMC-013,Lake Oil,Kerosene (DPK),2025-08-31,200505
INV-85307,DISP-28939,OMC-015,Mombasa Petroleum,Jet A-1,2026-05-29,238480
INV-59905,DISP-38993,OMC-014,Texol Energies,Petrol (PMS),2026-02-12,128058
INV-53895,DISP-24741,OMC-004,Gulf Energy,Heavy Fuel Oil,2025-10-08," KES 22,855 "
INV-92888,DISP-35325,OMC-014,Texol Energies,Petrol (PMS),2026-03-19,118196
INV-70975,DISP-09907,OMC-012,Galana Energies,Kerosene (DPK),2025-09-17,35553
INV-45095,DISP-34226,OMC-002,Vivo Energy,Petrol (PMS),2026-04-17,22837
INV-48602,DISP-01614,OMC-015,Mombasa Petroleum,LPG,03/08/2025,24037
INV-11566,DISP-26173,OMC-009,Dalbit Petroleum,Jet A-1,2025-08-20,46480
INV-82249,DISP-27149,OMC-004,Gulf Energy,Petrol (PMS),2026-06-21,174277
INV-13709,DISP-34660,OMC-018,Uganda National Oil,Jet A-1,2025-12-11,137872
INV-91431,DISP-11569,OMC-020,Ethiopian Oil,Petrol (PMS),2026-03-17,35268
INV-73838,DISP-24302,OMC-007,Kobil,Petrol (PMS),2026-06-25,51387
INV-73124,DISP-39168,OMC-009,Dalbit Petroleum,Jet A-1,2025-10-06,262583
INV-99726,DISP-30458,OMC-005,PetroOil Kenya,Diesel (AGO),2025-04-22,274911
INV-56364,DISP-27874,OMC-008,National Oil,LPG,2025-02-25,47198
INV-80570,DISP-26863,OMC-008,National Oil,Petrol (PMS),2026-01-28,270953
INV-73820,DISP-12656,OMC-013,Lake Oil,LPG,2026-03-16,244970
INV-30901,DISP-39398,OMC-011,Hass Petroleum,Diesel (AGO),2025-08-10,237017
INV-63880,DISP-03695,OMC-018,Uganda National Oil,Lubricants,2025-11-19,197286
INV-53480,DISP-05360,OMC-006,Hashi Energy,Kerosene (DPK),21/06/2026,190454
INV-36927,DISP-22786,OMC-002,Vivo Energy,Heavy Fuel Oil,29/04/2025,58644
INV-42174,DISP-28817,OMC-006,Hashi Energy,Jet A-1,2026-05-16,259713
INV-66878,DISP-31242,OMC-016,KPA Marine,LPG,2025-06-12," KES 169,885 "
INV-39560,DISP-06143,OMC-011,Hass Petroleum,Heavy Fuel Oil,2025-02-13,203176
INV-79705,DISP-41277,OMC-018,Uganda National Oil,Lubricants,2025-08-05,56593
INV-87543,DISP-42526,OMC-010,Tamoil,Heavy Fuel Oil,2026-06-12,264043
INV-23741,DISP-09253,OMC-007,Kobil,Lubricants,2025-07-07,62312
INV-84778,DISP-18338,OMC-007,Kobil,Lubricants,2025-01-03,162152
INV-95507,DISP-13222,OMC-009,Dalbit Petroleum,Lubricants,09/05/2026,167272
INV-59502,DISP-18122,OMC-002,Vivo Energy,Petrol (PMS),2026-04-27,250051
INV-86996,DISP-32599,OMC-020,Ethiopian Oil,Petrol (PMS),2025-02-10,191430
INV-93176,DISP-18270,OMC-008,National Oil,Diesel (AGO),2026-01-01," KES 54,629 "
INV-38685,DISP-01314,OMC-016,KPA Marine,Petrol (PMS),2025-05-07,39731
INV-89576,DISP-04648,OMC-007,Kobil,Jet A-1,2025-12-25,223690
INV-39734,DISP-12794,OMC-011,Hass Petroleum,Petrol (PMS),2026-02-27,75088
INV-37313,DISP-44139,OMC-015,Mombasa Petroleum,Jet A-1,2025-06-09,33851
INV-39906,DISP-02586,OMC-008,National Oil,LPG,2026-05-10," KES 214,095 "
INV-56053,DISP-29153,OMC-009,Dalbit Petroleum,Jet A-1,2025-08-25,55185
INV-98440,DISP-43847,OMC-003,Rubis Energy,Heavy Fuel Oil,2026-04-03,233779
INV-40933,DISP-36381,OMC-007,Kobil,Jet A-1,2025-08-22,46671
INV-22724,DISP-31104,OMC-001,TotalEnergies Kenya,LPG,2026-05-04,293689
INV-18070,DISP-42013,OMC-001,TotalEnergies Kenya,Diesel (AGO),2025-08-29,51095
INV-62508,DISP-41712,OMC-010,Tamoil,Diesel (AGO),2025-10-07,191469
INV-66784,DISP-29883,OMC-010,Tamoil,Lubricants,2025-07-26,136285
INV-40558,DISP-03659,OMC-013,Lake Oil,Jet A-1,2025-10-31,257048
INV-61352,DISP-10785,OMC-003,Rubis Energy,Petrol (PMS),2026-05-19,247488
INV-91260,DISP-08602,OMC-012,Galana Energies,Kerosene (DPK),2026-05-17,96287
INV-54037,DISP-11810,OMC-013,Lake Oil,LPG,2025-01-11,21664
INV-59014,DISP-40463,OMC-008,National Oil,Diesel (AGO),2026-01-15,102611
INV-93036,DISP-14714,OMC-016,KPA Marine,Petrol (PMS),2025-10-01,60424
INV-73590,DISP-03605,OMC-019,Tanzania Petroleum,Petrol (PMS),2025-06-27,209599
INV-52575,DISP-38065,OMC-014,Texol Energies,Kerosene (DPK),2026-02-17," KES 124,897 "
INV-29007,DISP-46166,OMC-017,KAA Aviation,Lubricants,2026-03-24,213762
INV-39055,DISP-15410,OMC-017,KAA Aviation,Diesel (AGO),2026-03-23,63172
INV-40805,DISP-17480,OMC-002,Vivo Energy,Lubricants,,41707
INV-56030,DISP-39375,OMC-013,Lake Oil,Petrol (PMS),2025-11-19,184754
INV-83965,DISP-23708,OMC-007,Kobil,Jet A-1,2025-11-03,93537
INV-65911,DISP-23824,OMC-013,Lake Oil,Heavy Fuel Oil,2026-04-07,174728
INV-90636,DISP-22045,OMC-020,Ethiopian Oil,Heavy Fuel Oil,2026-05-10,205475
INV-97733,DISP-48429,OMC-016,KPA Marine,LPG,2025-05-24,464251
INV-88870,DISP-03355,OMC-015,Mombasa Petroleum,Lubricants,2025-09-07,62094
INV-16741,DISP-05978,OMC-004,Gulf Energy,LPG,2026-02-28,173056
INV-71891,DISP-36061,OMC-019,Tanzania Petroleum,LPG,2026-06-18,120634
INV-55230,DISP-27623,OMC-008,National Oil,Jet A-1,2025-05-05,260431
INV-85580,DISP-16290,OMC-006,Hashi Energy,Petrol (PMS),2025-12-05,45635
INV-35177,DISP-37711,OMC-017,KAA Aviation,LPG,2026-01-01,38518
INV-36746,DISP-41028,OMC-007,Kobil,Petrol (PMS),2025-04-05,90521
INV-38054,DISP-39038,OMC-017,KAA Aviation,Heavy Fuel Oil,14/07/2025,43353
INV-39186,DISP-49768,OMC-001,TotalEnergies Kenya,Petrol (PMS),2025-04-24,271817
INV-82561,DISP-36591,OMC-001,TotalEnergies Kenya,Diesel (AGO),2026-04-28,162405
INV-41784,DISP-33228,OMC-007,Kobil,Diesel (AGO),2026-02-05," KES 106,945 "
INV-67536,DISP-16091,OMC-009,Dalbit Petroleum,Petrol (PMS),2026-05-06,24428
INV-74043,DISP-44966,OMC-008,National Oil,Lubricants,2025-05-22,36199
INV-74189,DISP-23180,OMC-004,Gulf Energy,LPG,,272459
INV-61275,DISP-05716,OMC-005,PetroOil Kenya,Diesel (AGO),2025-06-25,193786
INV-99756,DISP-36979,OMC-020,Ethiopian Oil,Kerosene (DPK),2025-07-12,32164
INV-39640,DISP-46601,OMC-016,KPA Marine,Petrol (PMS),23/10/2025,215717
INV-16238,DISP-48890,OMC-008,National Oil,Heavy Fuel Oil,2025-03-27,204644
INV-96508,DISP-06316,OMC-006,Hashi Energy,Diesel (AGO),24/05/2026,184821
INV-64040,DISP-31001,OMC-008,National Oil,Lubricants,2025-06-13,40712
INV-29085,DISP-18434,OMC-018,Uganda National Oil,LPG,2025-12-25,75139
INV-62203,DISP-36275,OMC-017,KAA Aviation,LPG,2025-12-15,31856
INV-81345,DISP-01529,OMC-020,Ethiopian Oil,Heavy Fuel Oil,2025-03-06,98241
INV-54988,DISP-30147,OMC-016,KPA Marine,LPG,2026-01-05,214865
INV-41445,DISP-09388,OMC-009,Dalbit Petroleum,Petrol (PMS),2026-06-15,50275
INV-85491,DISP-44067,OMC-014,Texol Energies,Lubricants,2025-10-04,33575
INV-46760,DISP-37671,OMC-010,Tamoil,Petrol (PMS),2026-06-10,82263
INV-69281,DISP-40311,OMC-009,Dalbit Petroleum,Kerosene (DPK),2025-09-22,215892
INV-96277,DISP-35844,OMC-007,Kobil,LPG,2026-02-09,46994
INV-81064,DISP-37147,OMC-001,TotalEnergies Kenya,Jet A-1,2025-05-09,46834
INV-23232,DISP-00205,OMC-018,Uganda National Oil,Heavy Fuel Oil,2025-11-28,102869
INV-59796,DISP-38428,OMC-014,Texol Energies,LPG,2025-05-20,20997
INV-75774,DISP-01302,OMC-015,Mombasa Petroleum,Petrol (PMS),2026-07-02,124603
INV-94345,DISP-45233,OMC-011,Hass Petroleum,Petrol (PMS),,164096
INV-15139,DISP-08416,OMC-014,Texol Energies,LPG,2026-01-07,134253
INV-50940,DISP-42113,OMC-010,Tamoil,Diesel (AGO),2025-04-11,80679
INV-15473,DISP-03896,OMC-002,Vivo Energy,LPG,2025-04-07,126098
INV-33082,DISP-20150,OMC-013,Lake Oil,Diesel (AGO),2025-04-30,261593
INV-38678,DISP-21659,OMC-013,Lake Oil,Kerosene (DPK),23/11/2025,267430
INV-84945,DISP-03522,OMC-009,Dalbit Petroleum,Jet A-1,2025-10-12,170762
INV-84829,DISP-00309,OMC-014,Texol Energies,Diesel (AGO),2025-11-28,119936
INV-11108,DISP-04154,OMC-020,Ethiopian Oil,Lubricants,2026-04-19,53888
INV-81642,DISP-17561,OMC-005,PetroOil Kenya,Kerosene (DPK),2026-06-22,204820
INV-40834,DISP-04341,OMC-014,Texol Energies,Diesel (AGO),2025-01-10,146459
INV-55575,DISP-33928,OMC-010,Tamoil,Kerosene (DPK),2026-01-07,262524
INV-75027,DISP-00457,OMC-009,Dalbit Petroleum,Kerosene (DPK),2025-09-25,21318
INV-77994,DISP-04318,OMC-011,Hass Petroleum,Heavy Fuel Oil,2025-01-05,275730
INV-94753,DISP-47637,OMC-020,Ethiopian Oil,LPG,2025-12-28,275945
INV-63378,DISP-06671,OMC-018,Uganda National Oil,Jet A-1,2026-03-26,149180
INV-60027,DISP-42556,OMC-013,Lake Oil,Diesel (AGO),2025-10-30,22565
INV-13487,DISP-26612,OMC-012,Galana Energies,Diesel (AGO),2026-04-14,195236
INV-65230,DISP-22124,OMC-001,TotalEnergies Kenya,Kerosene (DPK),2025-12-08,125982
INV-82662,DISP-26080,OMC-012,Galana Energies,Lubricants,2025-01-07,210226
INV-38057,DISP-35134,OMC-019,Tanzania Petroleum,Lubricants,2026-03-20,230890
INV-41673,DISP-44654,OMC-007,Kobil,Kerosene (DPK),2026-02-27,134422
INV-52465,DISP-18951,OMC-005,PetroOil Kenya,Petrol (PMS),2025-06-20,161527
INV-71174,DISP-25055,OMC-001,TotalEnergies Kenya,Jet A-1,2026-03-19,42123
INV-84934,DISP-34488,OMC-005,PetroOil Kenya,LPG,2025-08-01,31273
INV-61117,DISP-06425,OMC-011,Hass Petroleum,Petrol (PMS),2025-07-12,179192
INV-73920,DISP-03490,OMC-017,KAA Aviation,Jet A-1,2025-09-16,227224
INV-12819,DISP-26159,OMC-020,Ethiopian Oil,Jet A-1,2025-01-24,25046
INV-22059,DISP-35142,OMC-020,Ethiopian Oil,Petrol (PMS),2026-01-23,38841
INV-28265,DISP-10823,OMC-008,National Oil,Diesel (AGO),2025-07-10,21809
INV-69219,DISP-38737,OMC-003,Rubis Energy,Kerosene (DPK),2025-09-05,212016
INV-26984,DISP-34438,OMC-001,TotalEnergies Kenya,LPG,2026-07-01,35917
INV-62463,DISP-04140,OMC-008,National Oil,Petrol (PMS),2026-05-02," KES 243,182 "
INV-89594,DISP-28669,OMC-017,KAA Aviation,LPG,2025-11-07,127579
INV-48046,DISP-45318,OMC-015,Mombasa Petroleum,Petrol (PMS),2025-02-15,51455
INV-72150,DISP-43786,OMC-005,PetroOil Kenya,Jet A-1,2025-11-01,47413
INV-64888,DISP-36981,OMC-006,Hashi Energy,Kerosene (DPK),08/09/2025,51372
INV-40209,DISP-33156,OMC-007,Kobil,Kerosene (DPK),2025-08-22,32791
INV-11488,DISP-31701,OMC-001,TotalEnergies Kenya,Jet A-1,24/11/2025,96924
INV-20893,DISP-34892,OMC-011,Hass Petroleum,Heavy Fuel Oil,2025-08-09," KES 58,446 "
INV-14078,DISP-23534,OMC-019,Tanzania Petroleum,Petrol (PMS),2025-04-07,29590
INV-94289,DISP-32836,OMC-003,Rubis Energy,Lubricants,2025-01-26,76051
INV-87191,DISP-41918,OMC-007,Kobil,Jet A-1,2025-12-15,153434
INV-40150,DISP-38059,OMC-005,PetroOil Kenya,Heavy Fuel Oil,2025-06-15,230045
INV-24764,DISP-48750,OMC-014,Texol Energies,Kerosene (DPK),2025-07-12,50609
INV-48913,DISP-05862,OMC-019,Tanzania Petroleum,Lubricants,2025-03-10,30662
INV-14724,DISP-18665,OMC-018,Uganda National Oil,Diesel (AGO),2025-09-26,106607
INV-66821,DISP-39027,OMC-018,Uganda National Oil,Petrol (PMS),2025-05-18,97648
INV-53454,DISP-36246,OMC-001,TotalEnergies Kenya,Petrol (PMS),2025-11-10,189054
INV-39419,DISP-48406,OMC-020,Ethiopian Oil,Petrol (PMS),2025-02-25," KES 157,291 "
INV-13899,DISP-45021,OMC-017,KAA Aviation,Diesel (AGO),2025-05-20,262737
INV-46801,DISP-04863,OMC-004,Gulf Energy,Lubricants,2026-03-06,49866
INV-71573,DISP-49197,OMC-014,Texol Energies,Lubricants,2025-01-25,194405
INV-53736,DISP-16230,OMC-001,TotalEnergies Kenya,Kerosene (DPK),2026-07-02,21864
INV-15549,DISP-18847,OMC-007,Kobil,Heavy Fuel Oil,2025-10-31,142716
INV-23817,DISP-49137,OMC-002,Vivo Energy,Diesel (AGO),2026-05-14,177006
