consent_id,beneficiary_id,consent_type,status,captured_at,captured_by,status_updated_at
CON-000236,BEN-0059,Automated SMS/WhatsApp Communications,active,2024-06-19 00:00:00,OFF-013,
CON-000714,BEN-0179,Third-Party Donor Reporting,active,2024-11-15 00:00:00,OFF-001,
CON-000566,BEN-0142,Third-Party Donor Reporting,active,,OFF-007,
CON-000678,BEN-0170,Third-Party Donor Reporting,active,2024-06-22 00:00:00,OFF-006,
CON-000357,BEN-0090,Photography & Media,pending,23/12/2024,OFF-001,
CON-000596,BEN-0149,Automated SMS/WhatsApp Communications,active,2024-08-26 00:00:00,OFF-005,
CON-000455,BEN-0114,Data Processing (KDPA Sec. 25),pending,2024-09-17 00:00:00,OFF-006,
CON-000571,BEN-0143,Data Processing (KDPA Sec. 25),expired,2024-07-06 00:00:00,OFF-012,2025-01-05 00:00:00
CON-000415,BEN-0104,Data Processing (KDPA Sec. 25),pending,2024-11-17 00:00:00,OFF-007,
CON-000416,BEN-0104,Automated SMS/WhatsApp Communications,active,2024-11-08 00:00:00,OFF-007,
CON-000017,BEN-0005,Photography & Media,active,2024-06-24 00:00:00,OFF-004,
CON-000363,BEN-0091,Data Processing (KDPA Sec. 25),active,2024-11-03 00:00:00,OFF-003,
CON-000474,BEN-0119,Third-Party Donor Reporting,active,2024-08-20 00:00:00,OFF-010,
CON-000329,BEN-0083,Photography & Media,active,2024-09-10 00:00:00,OFF-001,
CON-000096,BEN-0024,Automated SMS/WhatsApp Communications,active,08/09/2024,OFF-014,
CON-000169,BEN-0043,Photography & Media,active,2024-10-03 00:00:00,OFF-008,
CON-000506,BEN-0127,Third-Party Donor Reporting,active,2024-07-15 00:00:00,OFF-012,
CON-000476,BEN-0119,Automated SMS/WhatsApp Communications,active,2024-08-16 00:00:00,OFF-010,
CON-000481,BEN-0121,Photography & Media,active,2024-12-01 00:00:00,OFF-013,
CON-000660,BEN-0165,Automated SMS/WhatsApp Communications,active,2024-07-21 00:00:00,OFF-008,
CON-000208,BEN-0052,Automated SMS/WhatsApp Communications,active,2024-07-13 00:00:00,OFF-006,
CON-000126,BEN-0032,Third-Party Donor Reporting,active,2024-07-08 00:00:00,OFF-005,
CON-000132,BEN-0033,Automated SMS/WhatsApp Communications,active,2024-07-11 00:00:00,OFF-001,
CON-000350,BEN-0088,Third-Party Donor Reporting,active,2024-07-04 00:00:00,OFF-002,
CON-000280,BEN-0070,Automated SMS/WhatsApp Communications,active,2024-07-29 00:00:00,OFF-008,
CON-000528,BEN-0132,Automated SMS/WhatsApp Communications,active,2024-08-17 00:00:00,OFF-009,
CON-000793,BEN-0199,Photography & Media,active,2024-12-07 00:00:00,OFF-012,
CON-000268,BEN-0067,Automated SMS/WhatsApp Communications,active,2024-08-19 00:00:00,OFF-015,
CON-000639,BEN-0160,Data Processing (KDPA Sec. 25),active,2024-08-30 00:00:00,OFF-014,
CON-000231,BEN-0058,Data Processing (KDPA Sec. 25),pending,2024-11-30 00:00:00,OFF-015,
CON-000219,BEN-0055,Data Processing (KDPA Sec. 25),active,2024-11-04 00:00:00,OFF-015,
CON-000618,BEN-0155,Third-Party Donor Reporting,active,2024-12-15 00:00:00,OFF-004,
CON-000177,BEN-0045,Photography & Media,active,2024-07-08 00:00:00,OFF-014,
CON-000212,BEN-0053,Automated SMS/WhatsApp Communications,expired,2024-06-19 00:00:00,OFF-001,2024-10-21 00:00:00
CON-000602,BEN-0151,Third-Party Donor Reporting,active,2024-12-02 00:00:00,OFF-013,
CON-000115,BEN-0029,Data Processing (KDPA Sec. 25),active,2024-11-29 00:00:00,OFF-006,
CON-000176,BEN-0044,Automated SMS/WhatsApp Communications,active,,OFF-012,
CON-000627,BEN-0157,Data Processing (KDPA Sec. 25),active,2024-12-09 00:00:00,OFF-012,
CON-000267,BEN-0067,Data Processing (KDPA Sec. 25),active,2024-08-24 00:00:00,OFF-015,
CON-000024,BEN-0006,Automated SMS/WhatsApp Communications,expired,2024-08-27 00:00:00,OFF-012,2024-11-10 00:00:00
CON-000156,BEN-0039,Automated SMS/WhatsApp Communications,active,2024-09-03 00:00:00,OFF-006,
CON-000063,BEN-0016,Data Processing (KDPA Sec. 25),expired,2024-10-17 00:00:00,OFF-008,2025-01-01 00:00:00
CON-000667,BEN-0167,Data Processing (KDPA Sec. 25),active,2024-09-19 00:00:00,OFF-013,
CON-000632,BEN-0158,Automated SMS/WhatsApp Communications,active,2024-06-21 00:00:00,OFF-014,
CON-000390,BEN-0098,Third-Party Donor Reporting,pending,2024-06-05 00:00:00,OFF-015,
CON-000116,BEN-0029,Automated SMS/WhatsApp Communications,active,2024-12-13 00:00:00,OFF-006,
CON-000500,BEN-0125,Automated SMS/WhatsApp Communications,active,2024-12-14 00:00:00,OFF-014,
CON-000029,BEN-0008,Photography & Media,active,2024-10-28 00:00:00,OFF-015,
CON-000264,BEN-0066,Automated SMS/WhatsApp Communications,withdrawn,2024-10-07 00:00:00,OFF-007,2025-02-26 00:00:00
CON-000509,BEN-0128,Photography & Media,active,2024-07-10 00:00:00,OFF-003,
CON-000097,BEN-0025,Photography & Media,pending,2024-12-07 00:00:00,OFF-009,
CON-000002,BEN-0001,Third-Party Donor Reporting,active,2024-09-23 00:00:00,OFF-008,
CON-000641,BEN-0161,Photography & Media,active,2024-12-25 00:00:00,OFF-007,
CON-000215,BEN-0054,Data Processing (KDPA Sec. 25),active,2024-08-05 00:00:00,OFF-003,
CON-000762,BEN-0191,Third-Party Donor Reporting,active,2024-09-17 00:00:00,OFF-012,
CON-000784,BEN-0196,Automated SMS/WhatsApp Communications,active,16/07/2024,OFF-004,
CON-000274,BEN-0069,Third-Party Donor Reporting,active,2024-11-19 00:00:00,OFF-015,
CON-000558,BEN-0140,Third-Party Donor Reporting,active,11/11/2024,OFF-015,
CON-000318,BEN-0080,Third-Party Donor Reporting,active,2024-06-30 00:00:00,OFF-013,
CON-000214,BEN-0054,Third-Party Donor Reporting,pending,2024-08-12 00:00:00,OFF-003,
CON-000248,BEN-0062,Automated SMS/WhatsApp Communications,active,2024-07-06 00:00:00,OFF-014,
CON-000299,BEN-0075,Data Processing (KDPA Sec. 25),active,2024-12-18 00:00:00,OFF-012,
CON-000556,BEN-0139,Automated SMS/WhatsApp Communications,withdrawn,2024-11-26 00:00:00,OFF-003,2025-01-20 00:00:00
CON-000792,BEN-0198,Automated SMS/WhatsApp Communications,active,2024-10-22 00:00:00,OFF-011,
CON-000689,BEN-0173,Photography & Media,active,2024-08-22 00:00:00,OFF-003,
CON-000706,BEN-0177,Third-Party Donor Reporting,active,2024-11-24 00:00:00,OFF-002,
CON-000649,BEN-0163,Photography & Media,active,2024-10-26 00:00:00,OFF-006,
CON-000336,BEN-0084,Automated SMS/WhatsApp Communications,active,2024-08-05 00:00:00,OFF-008,
CON-000258,BEN-0065,Third-Party Donor Reporting,pending,2024-09-14 00:00:00,OFF-002,
CON-000431,BEN-0108,Data Processing (KDPA Sec. 25),expired,2024-11-26 00:00:00,OFF-006,2025-04-29 00:00:00
CON-000262,BEN-0066,Third-Party Donor Reporting,active,2024-10-07 00:00:00,OFF-007,
CON-000715,BEN-0179,Data Processing (KDPA Sec. 25),active,2024-11-10 00:00:00,OFF-001,
CON-000025,BEN-0007,Photography & Media,active,2024-09-22 00:00:00,OFF-015,
CON-000024,BEN-0006,Automated SMS/WhatsApp Communications,expired,2024-08-27 00:00:00,OFF-012,2024-11-10 00:00:00
CON-000186,BEN-0047,Third-Party Donor Reporting,active,2024-10-30 00:00:00,OFF-008,
CON-000665,BEN-0167,Photography & Media,active,2024-09-17 00:00:00,OFF-013,
CON-000071,BEN-0018,Data Processing (KDPA Sec. 25),active,2024-12-15 00:00:00,OFF-008,
CON-000425,BEN-0107,Photography & Media,active,2025-01-08 00:00:00,OFF-002,
CON-000587,BEN-0147,Data Processing (KDPA Sec. 25),active,2024-11-24 00:00:00,OFF-010,
CON-000396,BEN-0099,Automated SMS/WhatsApp Communications,active,2024-08-02 00:00:00,OFF-004,
CON-000572,BEN-0143,Automated SMS/WhatsApp Communications,active,2024-07-12 00:00:00,OFF-012,
CON-000479,BEN-0120,Data Processing (KDPA Sec. 25),active,2024-12-22 00:00:00,OFF-015,
CON-000708,BEN-0177,Automated SMS/WhatsApp Communications,active,2024-12-06 00:00:00,OFF-002,
CON-000399,BEN-0100,Data Processing (KDPA Sec. 25),active,2024-10-18 00:00:00,OFF-001,
CON-000584,BEN-0146,Automated SMS/WhatsApp Communications,active,2024-07-19 00:00:00,OFF-015,
CON-000307,BEN-0077,Data Processing (KDPA Sec. 25),active,2024-07-25 00:00:00,OFF-003,
CON-000495,BEN-0124,Data Processing (KDPA Sec. 25),active,2024-09-05 00:00:00,OFF-012,
CON-000626,BEN-0157,Third-Party Donor Reporting,active,2024-11-27 00:00:00,OFF-012,
CON-000444,BEN-0111,Automated SMS/WhatsApp Communications,active,2025-01-12 00:00:00,OFF-002,
CON-000454,BEN-0114,Third-Party Donor Reporting,active,2024-09-06 00:00:00,OFF-006,
CON-000370,BEN-0093,Third-Party Donor Reporting,expired,2024-11-12 00:00:00,OFF-013,2025-04-15 00:00:00
CON-000647,BEN-0162,Data Processing (KDPA Sec. 25),active,2024-11-20 00:00:00,OFF-011,
CON-000213,BEN-0054,Photography & Media,expired,2024-08-15 00:00:00,OFF-003,2025-01-07 00:00:00
CON-000164,BEN-0041,Automated SMS/WhatsApp Communications,active,2024-06-08 00:00:00,OFF-007,
CON-000090,BEN-0023,Third-Party Donor Reporting,active,2024-10-14 00:00:00,OFF-002,
CON-000122,BEN-0031,Third-Party Donor Reporting,active,,OFF-008,
CON-000140,BEN-0035,Automated SMS/WhatsApp Communications,active,2024-08-08 00:00:00,OFF-008,
CON-000135,BEN-0034,Data Processing (KDPA Sec. 25),active,2024-09-28 00:00:00,OFF-009,
CON-000054,BEN-0014,Third-Party Donor Reporting,active,2024-10-02 00:00:00,OFF-013,
CON-000040,BEN-0010,Automated SMS/WhatsApp Communications,active,2024-06-17 00:00:00,OFF-008,
CON-000656,BEN-0164,Automated SMS/WhatsApp Communications,active,2024-12-28 00:00:00,OFF-005,
CON-000184,BEN-0046,Automated SMS/WhatsApp Communications,active,2024-07-08 00:00:00,OFF-012,
CON-000276,BEN-0069,Automated SMS/WhatsApp Communications,active,2024-11-29 00:00:00,OFF-015,
CON-000198,BEN-0050,Third-Party Donor Reporting,expired,2024-09-03 00:00:00,OFF-009,2025-02-03 00:00:00
CON-000151,BEN-0038,Data Processing (KDPA Sec. 25),expired,2024-10-26 00:00:00,OFF-012,2025-04-03 00:00:00
CON-000536,BEN-0134,Automated SMS/WhatsApp Communications,pending,2024-12-28 00:00:00,OFF-003,
CON-000451,BEN-0113,Data Processing (KDPA Sec. 25),active,2024-10-12 00:00:00,OFF-007,
CON-000691,BEN-0173,Data Processing (KDPA Sec. 25),active,,OFF-003,
CON-000358,BEN-0090,Third-Party Donor Reporting,active,2024-12-21 00:00:00,OFF-001,
CON-000282,BEN-0071,Third-Party Donor Reporting,active,2024-08-05 00:00:00,OFF-005,
CON-000550,BEN-0138,Third-Party Donor Reporting,withdrawn,2024-07-23 00:00:00,OFF-009,2024-10-27 00:00:00
CON-000734,BEN-0184,Third-Party Donor Reporting,active,2024-12-19 00:00:00,OFF-003,
CON-000004,BEN-0001,Automated SMS/WhatsApp Communications,expired,2024-09-22 00:00:00,OFF-008,2024-12-17 00:00:00
CON-000372,BEN-0093,Automated SMS/WhatsApp Communications,expired,2024-11-13 00:00:00,OFF-013,2024-12-19 00:00:00
CON-000243,BEN-0061,Data Processing (KDPA Sec. 25),active,2024-10-30 00:00:00,OFF-008,
CON-000174,BEN-0044,Third-Party Donor Reporting,active,2024-12-25 00:00:00,OFF-012,
CON-000046,BEN-0012,Third-Party Donor Reporting,active,2024-12-03 00:00:00,OFF-007,
CON-000319,BEN-0080,Data Processing (KDPA Sec. 25),active,2024-07-02 00:00:00,OFF-013,
CON-000420,BEN-0105,Automated SMS/WhatsApp Communications,active,2024-07-22 00:00:00,OFF-012,
CON-000296,BEN-0074,Automated SMS/WhatsApp Communications,expired,2024-10-22 00:00:00,OFF-010,2024-12-31 00:00:00
CON-000105,BEN-0027,Photography & Media,active,2024-10-05 00:00:00,OFF-004,
CON-000104,BEN-0026,Automated SMS/WhatsApp Communications,active,,OFF-007,
CON-000131,BEN-0033,Data Processing (KDPA Sec. 25),pending,2024-07-06 00:00:00,OFF-001,
CON-000712,BEN-0178,Automated SMS/WhatsApp Communications,active,2024-11-29 00:00:00,OFF-005,
CON-000799,BEN-0200,Data Processing (KDPA Sec. 25),active,2024-08-08 00:00:00,OFF-011,
CON-000166,BEN-0042,Third-Party Donor Reporting,active,2024-07-19 00:00:00,OFF-004,
CON-000353,BEN-0089,Photography & Media,active,2024-10-22 00:00:00,OFF-009,
CON-000406,BEN-0102,Third-Party Donor Reporting,active,2024-07-22 00:00:00,OFF-013,
CON-000051,BEN-0013,Data Processing (KDPA Sec. 25),pending,2025-01-12 00:00:00,OFF-006,
CON-000300,BEN-0075,Automated SMS/WhatsApp Communications,active,2024-12-16 00:00:00,OFF-012,
CON-000207,BEN-0052,Data Processing (KDPA Sec. 25),pending,2024-07-19 00:00:00,OFF-006,
CON-000052,BEN-0013,Automated SMS/WhatsApp Communications,active,2025-01-11 00:00:00,OFF-006,
CON-000516,BEN-0129,Automated SMS/WhatsApp Communications,active,2024-10-20 00:00:00,OFF-003,
CON-000157,BEN-0040,Photography & Media,active,2024-10-02 00:00:00,OFF-014,
CON-000525,BEN-0132,Photography & Media,active,2024-08-07 00:00:00,OFF-009,
CON-000116,BEN-0029,Automated SMS/WhatsApp Communications,active,,OFF-006,
CON-000008,BEN-0002,Automated SMS/WhatsApp Communications,active,2024-10-07 00:00:00,OFF-009,
CON-000305,BEN-0077,Photography & Media,active,2024-07-21 00:00:00,OFF-003,
CON-000595,BEN-0149,Data Processing (KDPA Sec. 25),active,2024-08-28 00:00:00,OFF-005,
CON-000694,BEN-0174,Third-Party Donor Reporting,active,2024-06-08 00:00:00,OFF-002,
CON-000514,BEN-0129,Third-Party Donor Reporting,active,14/10/2024,OFF-003,
CON-000192,BEN-0048,Automated SMS/WhatsApp Communications,active,,OFF-006,
CON-000662,BEN-0166,Third-Party Donor Reporting,active,2024-10-29 00:00:00,OFF-001,
CON-000180,BEN-0045,Automated SMS/WhatsApp Communications,active,2024-07-13 00:00:00,OFF-014,
CON-000426,BEN-0107,Third-Party Donor Reporting,active,2024-12-27 00:00:00,OFF-002,
CON-000106,BEN-0027,Third-Party Donor Reporting,active,2024-10-09 00:00:00,OFF-004,
CON-000457,BEN-0115,Photography & Media,active,2024-10-18 00:00:00,OFF-004,
CON-000408,BEN-0102,Automated SMS/WhatsApp Communications,active,2024-07-15 00:00:00,OFF-013,
CON-000073,BEN-0019,Photography & Media,pending,2024-12-12 00:00:00,OFF-001,
CON-000471,BEN-0118,Data Processing (KDPA Sec. 25),pending,2024-06-27 00:00:00,OFF-006,
CON-000606,BEN-0152,Third-Party Donor Reporting,active,2024-08-29 00:00:00,OFF-007,
CON-000672,BEN-0168,Automated SMS/WhatsApp Communications,pending,2024-07-13 00:00:00,OFF-013,
CON-000250,BEN-0063,Third-Party Donor Reporting,active,2024-09-17 00:00:00,OFF-007,
CON-000538,BEN-0135,Third-Party Donor Reporting,active,2024-12-20 00:00:00,OFF-007,
CON-000531,BEN-0133,Data Processing (KDPA Sec. 25),withdrawn,2024-11-11 00:00:00,OFF-007,2025-03-03 00:00:00
CON-000260,BEN-0065,Automated SMS/WhatsApp Communications,active,2024-09-26 00:00:00,OFF-002,
CON-000110,BEN-0028,Third-Party Donor Reporting,withdrawn,2024-09-15 00:00:00,OFF-004,2025-02-21 00:00:00
CON-000518,BEN-0130,Third-Party Donor Reporting,pending,2024-11-01 00:00:00,OFF-002,
CON-000683,BEN-0171,Data Processing (KDPA Sec. 25),expired,2024-12-18 00:00:00,OFF-004,2025-02-15 00:00:00
CON-000570,BEN-0143,Third-Party Donor Reporting,pending,2024-07-08 00:00:00,OFF-012,
CON-000270,BEN-0068,Third-Party Donor Reporting,active,2024-06-24 00:00:00,OFF-006,
CON-000320,BEN-0080,Automated SMS/WhatsApp Communications,active,2024-07-08 00:00:00,OFF-013,
CON-000375,BEN-0094,Data Processing (KDPA Sec. 25),active,2024-06-22 00:00:00,OFF-006,
CON-000487,BEN-0122,Data Processing (KDPA Sec. 25),active,2024-09-10 00:00:00,OFF-005,
CON-000652,BEN-0163,Automated SMS/WhatsApp Communications,active,2024-10-22 00:00:00,OFF-006,
CON-000242,BEN-0061,Third-Party Donor Reporting,active,2024-11-04 00:00:00,OFF-008,
CON-000341,BEN-0086,Photography & Media,active,2024-12-06 00:00:00,OFF-004,
CON-000755,BEN-0189,Data Processing (KDPA Sec. 25),active,2024-07-20 00:00:00,OFF-002,
CON-000759,BEN-0190,Data Processing (KDPA Sec. 25),pending,2024-12-03 00:00:00,OFF-004,
CON-000005,BEN-0002,Photography & Media,pending,2024-10-11 00:00:00,OFF-009,
CON-000485,BEN-0122,Photography & Media,active,2024-09-07 00:00:00,OFF-005,
CON-000450,BEN-0113,Third-Party Donor Reporting,expired,2024-10-07 00:00:00,OFF-007,2025-03-15 00:00:00
CON-000072,BEN-0018,Automated SMS/WhatsApp Communications,active,2024-12-24 00:00:00,OFF-008,
CON-000690,BEN-0173,Third-Party Donor Reporting,active,2024-08-23 00:00:00,OFF-003,
CON-000725,BEN-0182,Photography & Media,pending,2024-11-22 00:00:00,OFF-004,
CON-000780,BEN-0195,Automated SMS/WhatsApp Communications,active,2024-07-26 00:00:00,OFF-002,
CON-000786,BEN-0197,Third-Party Donor Reporting,active,27/09/2024,OFF-006,
CON-000699,BEN-0175,Data Processing (KDPA Sec. 25),active,2024-08-07 00:00:00,OFF-002,
CON-000668,BEN-0167,Automated SMS/WhatsApp Communications,active,2024-09-23 00:00:00,OFF-013,
CON-000237,BEN-0060,Photography & Media,active,2024-08-30 00:00:00,OFF-012,
CON-000673,BEN-0169,Photography & Media,expired,2024-12-08 00:00:00,OFF-008,2025-03-30 00:00:00
CON-000466,BEN-0117,Third-Party Donor Reporting,active,2024-10-24 00:00:00,OFF-005,
CON-000217,BEN-0055,Photography & Media,active,2024-11-09 00:00:00,OFF-015,
CON-000464,BEN-0116,Automated SMS/WhatsApp Communications,active,2024-12-16 00:00:00,OFF-002,
CON-000575,BEN-0144,Data Processing (KDPA Sec. 25),active,2024-09-01 00:00:00,OFF-011,
CON-000655,BEN-0164,Data Processing (KDPA Sec. 25),active,2024-12-31 00:00:00,OFF-005,
CON-000578,BEN-0145,Third-Party Donor Reporting,active,2024-08-28 00:00:00,OFF-001,
CON-000142,BEN-0036,Third-Party Donor Reporting,active,2024-10-30 00:00:00,OFF-012,
CON-000508,BEN-0127,Automated SMS/WhatsApp Communications,active,2024-07-16 00:00:00,OFF-012,
CON-000497,BEN-0125,Photography & Media,active,2024-12-06 00:00:00,OFF-014,
CON-000461,BEN-0116,Photography & Media,active,2024-12-07 00:00:00,OFF-002,
CON-000429,BEN-0108,Photography & Media,expired,2024-12-03 00:00:00,OFF-006,2025-04-13 00:00:00
CON-000281,BEN-0071,Photography & Media,active,2024-08-09 00:00:00,OFF-005,
CON-000516,BEN-0129,Automated SMS/WhatsApp Communications,active,2024-10-20 00:00:00,OFF-003,
CON-000082,BEN-0021,Third-Party Donor Reporting,active,2024-06-25 00:00:00,OFF-004,
CON-000221,BEN-0056,Photography & Media,active,2024-06-16 00:00:00,OFF-005,
CON-000042,BEN-0011,Third-Party Donor Reporting,active,2024-11-13 00:00:00,OFF-001,
CON-000385,BEN-0097,Photography & Media,active,2024-07-16 00:00:00,OFF-010,
CON-000021,BEN-0006,Photography & Media,active,2024-08-26 00:00:00,OFF-012,
CON-000791,BEN-0198,Data Processing (KDPA Sec. 25),active,2024-10-08 00:00:00,OFF-011,
CON-000441,BEN-0111,Photography & Media,active,2025-01-06 00:00:00,OFF-002,
CON-000685,BEN-0172,Photography & Media,active,2024-06-15 00:00:00,OFF-012,
CON-000240,BEN-0060,Automated SMS/WhatsApp Communications,active,29/08/2024,OFF-012,
CON-000171,BEN-0043,Data Processing (KDPA Sec. 25),active,2024-10-04 00:00:00,OFF-008,
CON-000328,BEN-0082,Automated SMS/WhatsApp Communications,active,2024-08-23 00:00:00,OFF-014,
CON-000284,BEN-0071,Automated SMS/WhatsApp Communications,expired,2024-08-07 00:00:00,OFF-005,2024-12-05 00:00:00
CON-000093,BEN-0024,Photography & Media,active,2024-09-05 00:00:00,OFF-014,
CON-000705,BEN-0177,Photography & Media,active,2024-12-02 00:00:00,OFF-002,
CON-000561,BEN-0141,Photography & Media,active,2024-12-11 00:00:00,OFF-010,
CON-000798,BEN-0200,Third-Party Donor Reporting,expired,08/08/2024,OFF-011,2025-02-14 00:00:00
CON-000147,BEN-0037,Data Processing (KDPA Sec. 25),active,2025-01-07 00:00:00,OFF-007,
CON-000382,BEN-0096,Third-Party Donor Reporting,active,2024-07-17 00:00:00,OFF-005,
CON-000065,BEN-0017,Photography & Media,active,2024-06-26 00:00:00,OFF-007,
CON-000739,BEN-0185,Data Processing (KDPA Sec. 25),active,2024-12-01 00:00:00,OFF-013,
CON-000309,BEN-0078,Photography & Media,active,2024-10-28 00:00:00,OFF-015,
CON-000465,BEN-0117,Photography & Media,active,2024-10-19 00:00:00,OFF-005,
CON-000398,BEN-0100,Third-Party Donor Reporting,active,2024-10-18 00:00:00,OFF-001,
CON-000736,BEN-0184,Automated SMS/WhatsApp Communications,active,2024-12-27 00:00:00,OFF-003,
CON-000591,BEN-0148,Data Processing (KDPA Sec. 25),active,2024-08-02 00:00:00,OFF-012,
CON-000537,BEN-0135,Photography & Media,active,2024-12-07 00:00:00,OFF-007,
CON-000113,BEN-0029,Photography & Media,active,2024-12-11 00:00:00,OFF-006,
CON-000535,BEN-0134,Data Processing (KDPA Sec. 25),active,2024-12-30 00:00:00,OFF-003,
CON-000209,BEN-0053,Photography & Media,active,2024-06-10 00:00:00,OFF-001,
CON-000723,BEN-0181,Data Processing (KDPA Sec. 25),active,2024-06-20 00:00:00,OFF-013,
CON-000731,BEN-0183,Data Processing (KDPA Sec. 25),expired,2024-12-11 00:00:00,OFF-014,2025-02-12 00:00:00
CON-000642,BEN-0161,Third-Party Donor Reporting,active,2024-12-16 00:00:00,OFF-007,
CON-000520,BEN-0130,Automated SMS/WhatsApp Communications,active,2024-11-09 00:00:00,OFF-002,
CON-000787,BEN-0197,Data Processing (KDPA Sec. 25),active,2024-09-16 00:00:00,OFF-006,
CON-000009,BEN-0003,Photography & Media,active,2024-08-02 00:00:00,OFF-005,
CON-000080,BEN-0020,Automated SMS/WhatsApp Communications,active,2024-08-20 00:00:00,OFF-002,
CON-000067,BEN-0017,Data Processing (KDPA Sec. 25),active,2024-06-20 00:00:00,OFF-007,
CON-000541,BEN-0136,Photography & Media,withdrawn,2024-09-04 00:00:00,OFF-008,2024-11-19 00:00:00
CON-000304,BEN-0076,Automated SMS/WhatsApp Communications,active,2024-09-23 00:00:00,OFF-015,
CON-000527,BEN-0132,Data Processing (KDPA Sec. 25),active,2024-08-18 00:00:00,OFF-009,
CON-000101,BEN-0026,Photography & Media,active,2025-01-03 00:00:00,OFF-007,
CON-000524,BEN-0131,Automated SMS/WhatsApp Communications,active,2024-08-04 00:00:00,OFF-004,
CON-000468,BEN-0117,Automated SMS/WhatsApp Communications,active,2024-10-22 00:00:00,OFF-005,
CON-000348,BEN-0087,Automated SMS/WhatsApp Communications,active,2024-10-05 00:00:00,OFF-014,
CON-000701,BEN-0176,Photography & Media,active,25/12/2024,OFF-001,
CON-000162,BEN-0041,Third-Party Donor Reporting,active,2024-06-14 00:00:00,OFF-007,
CON-000653,BEN-0164,Photography & Media,active,,OFF-005,
CON-000374,BEN-0094,Third-Party Donor Reporting,active,2024-06-29 00:00:00,OFF-006,
CON-000448,BEN-0112,Automated SMS/WhatsApp Communications,active,2024-10-30 00:00:00,OFF-007,
CON-000263,BEN-0066,Data Processing (KDPA Sec. 25),active,2024-10-04 00:00:00,OFF-007,
CON-000081,BEN-0021,Photography & Media,withdrawn,2024-06-23 00:00:00,OFF-004,2024-12-26 00:00:00
CON-000028,BEN-0007,Automated SMS/WhatsApp Communications,active,2024-09-24 00:00:00,OFF-015,
CON-000770,BEN-0193,Third-Party Donor Reporting,active,2024-11-07 00:00:00,OFF-010,
CON-000349,BEN-0088,Photography & Media,active,2024-06-27 00:00:00,OFF-002,
CON-000369,BEN-0093,Photography & Media,active,2024-11-08 00:00:00,OFF-013,
CON-000428,BEN-0107,Automated SMS/WhatsApp Communications,active,2024-12-29 00:00:00,OFF-002,
CON-000748,BEN-0187,Automated SMS/WhatsApp Communications,withdrawn,2024-10-04 00:00:00,OFF-010,2024-12-26 00:00:00
CON-000049,BEN-0013,Photography & Media,active,2025-01-12 00:00:00,OFF-006,
CON-000727,BEN-0182,Data Processing (KDPA Sec. 25),active,2024-11-16 00:00:00,OFF-004,
CON-000523,BEN-0131,Data Processing (KDPA Sec. 25),active,2024-08-05 00:00:00,OFF-004,
CON-000599,BEN-0150,Data Processing (KDPA Sec. 25),active,2024-07-05 00:00:00,OFF-010,
CON-000145,BEN-0037,Photography & Media,active,2025-01-10 00:00:00,OFF-007,
CON-000241,BEN-0061,Photography & Media,withdrawn,2024-11-03 00:00:00,OFF-008,2024-12-08 00:00:00
CON-000740,BEN-0185,Automated SMS/WhatsApp Communications,active,2024-11-30 00:00:00,OFF-013,
CON-000417,BEN-0105,Photography & Media,active,2024-07-17 00:00:00,OFF-012,
CON-000643,BEN-0161,Data Processing (KDPA Sec. 25),active,,OFF-007,
CON-000507,BEN-0127,Data Processing (KDPA Sec. 25),active,2024-07-24 00:00:00,OFF-012,
CON-000695,BEN-0174,Data Processing (KDPA Sec. 25),pending,2024-06-17 00:00:00,OFF-002,
CON-000743,BEN-0186,Data Processing (KDPA Sec. 25),active,20/08/2024,OFF-011,
CON-000776,BEN-0194,Automated SMS/WhatsApp Communications,active,2024-07-18 00:00:00,OFF-012,
CON-000490,BEN-0123,Third-Party Donor Reporting,active,,OFF-012,
CON-000508,BEN-0127,Automated SMS/WhatsApp Communications,active,2024-07-16 00:00:00,OFF-012,
CON-000102,BEN-0026,Third-Party Donor Reporting,active,2024-12-28 00:00:00,OFF-007,
CON-000750,BEN-0188,Third-Party Donor Reporting,active,2024-12-02 00:00:00,OFF-005,
CON-000187,BEN-0047,Data Processing (KDPA Sec. 25),pending,2024-10-26 00:00:00,OFF-008,
CON-000386,BEN-0097,Third-Party Donor Reporting,active,2024-07-21 00:00:00,OFF-010,
CON-000379,BEN-0095,Data Processing (KDPA Sec. 25),active,2024-10-29 00:00:00,OFF-011,
CON-000768,BEN-0192,Automated SMS/WhatsApp Communications,active,2024-10-01 00:00:00,OFF-003,
CON-000035,BEN-0009,Data Processing (KDPA Sec. 25),active,2024-07-31 00:00:00,OFF-005,
CON-000687,BEN-0172,Data Processing (KDPA Sec. 25),expired,2024-06-16 00:00:00,OFF-012,2024-08-01 00:00:00
CON-000091,BEN-0023,Data Processing (KDPA Sec. 25),active,2024-10-16 00:00:00,OFF-002,
CON-000554,BEN-0139,Third-Party Donor Reporting,active,2024-11-30 00:00:00,OFF-003,
CON-000111,BEN-0028,Data Processing (KDPA Sec. 25),active,2024-09-14 00:00:00,OFF-004,
CON-000367,BEN-0092,Data Processing (KDPA Sec. 25),active,2024-08-05 00:00:00,OFF-008,
CON-000592,BEN-0148,Automated SMS/WhatsApp Communications,active,2024-07-24 00:00:00,OFF-012,
CON-000778,BEN-0195,Third-Party Donor Reporting,active,2024-07-26 00:00:00,OFF-002,
