record_id,date,depot,product,opening_stock_liters,received_pipeline_liters,dispatched_liters,book_closing_stock_liters,physical_dip_closing_stock_liters,variance_liters
INV-BAL-331372,2025-06-24,Mombasa (Kipevu),AGO,1951180,265855,0,2217035,2214915,-2120
INV-BAL-426364,2025-07-15,Kisumu,LPG,1776046,0,44280,1731766,1732127,361
INV-BAL-591288,2025-06-06,Eldoret,LPG,1603173,0,49133,1554040,1549429,-4611
INV-BAL-874748,2026-03-10,Eldoret,PMS,865698,489080,27306,1327472,1326982,-490
INV-BAL-700987,2026-04-30,Eldoret,LPG,1464605,498126,204331,1758400,1757695,-705
INV-BAL-156719,2026-01-01,Eldoret,JETA1,721885,0,34523,687362,682936,-4426
INV-BAL-290698,2025-06-02,Eldoret,AGO,1308705,0,0,1308705,1304103,-4602
INV-BAL-309740,2026-06-28,Mombasa (Kipevu),LPG,1047502,0,0,1047502,1045149,-2353
INV-BAL-065302,2026-05-20,Mombasa (Kipevu),PMS,1569433,759474,98838,2230069,2225292,-4777
INV-BAL-036197,2025-10-23,Mombasa (Kipevu),LUB,1545601,768249,26936,2286914,2283839,-3075
INV-BAL-066473,2025-09-28,Eldoret,LPG,649901,0,80900,569001,570974,1973
INV-BAL-971597,2025-12-27,Kisumu,AGO,1812043,0,0,1812043,1809761,-2282
INV-BAL-732557,2025-10-26,Eldoret,HFO,571538,0,0,571538,569664,-1874
INV-BAL-665563,2025-05-18,Nairobi,HFO,1538878,0,36368,1502510,1500922,-1588
INV-BAL-149632,2025-07-29,Kisumu,DPK,918309,0,0,918309,919247,938
INV-BAL-489536,2025-11-26,Eldoret,JETA1,1154331,498056,49188,1603199,1602890,-309
INV-BAL-020535,2025-06-08,Kisumu,AGO,1070866,673940,42158,1702648,1701927,-721
INV-BAL-851699,2025-05-05,Mombasa (Kipevu),AGO,758507,562242,0,1320749,1322314,1565
INV-BAL-515069,2025-08-09,Mombasa (Kipevu),DPK,1849655,615709,0,2465364,2462057,-3307
INV-BAL-837450,2025-08-21,Mombasa (Kipevu),LPG,1330147,0,0,1330147,1331211,1064
INV-BAL-429203,2025-10-09,Mombasa (KOSF),DPK,1209637,0,28841,1180796,1181911,1115
INV-BAL-643300,2025-08-11,Eldoret,HFO,1283369,0,22705,1260664,1259147,-1517
INV-BAL-232724,2026-06-09,Nairobi,HFO,1031552,0,0,1031552,1031204,-348
INV-BAL-995131,2026-01-27,Eldoret,LPG,950015,0,0,950015,948000,-2015
INV-BAL-137802,2025-12-18,Nairobi,DPK,1981627,0,0,1981627,1977258,-4369
INV-BAL-059016,2025-01-12,Mombasa (Kipevu),AGO,1101053,541573,55531,1587095,1587093,-2
INV-BAL-935708,2025-08-01,Kisumu,LUB,1877002,486501,20028,2343475,2340019,-3456
INV-BAL-368608,2025-09-01,Mombasa (KOSF),LPG,533510,0,53125,480385,477151,-3234
INV-BAL-240565,2026-03-12,Kisumu,PMS,786739,527085,29540,1284284,1284938,654
INV-BAL-548330,2026-03-06,Kisumu,LUB,707353,0,0,707353,708345,992
INV-BAL-329034,2025-02-15,Kisumu,DPK,1988013,0,0,1988013,1984110,-3903
INV-BAL-161591,15/04/2026,Eldoret,JETA1,1276408,714734,0,1991142,1987643,-3499
INV-BAL-833928,2025-03-06,Nairobi,JETA1,1467902,0,0,1467902,1463474,-4428
INV-BAL-928491,2026-05-28,Kisumu,JETA1,1119964,0,23580,1096384,1095306,-1078
INV-BAL-503583,2025-01-19,Nairobi,DPK,1630176,0,0,1630176,1629170,-1006
INV-BAL-249767,2026-02-03,Eldoret,DPK,540959,289197,50483,779673,777605,-2068
INV-BAL-905493,2025-06-08,Eldoret,HFO,1282830,324298,58644,1548484,1546644,-1840
INV-BAL-554883,2025-08-05,Kisumu,DPK,692536,0,0,692536,689462,-3074
INV-BAL-608942,2026-02-22,Eldoret,PMS,524854,204719,127117,602456,604394,1938
INV-BAL-884764,2025-12-20,Mombasa (KOSF),JETA1,1753389,210007,25675,1937721,1939686,1965
INV-BAL-288737,2025-07-14,Mombasa (Kipevu),LPG,958501,0,34029,924472,921625,-2847
INV-BAL-826715,2026-05-10,Mombasa (Kipevu),AGO,848713,0,0,848713,845335,-3378
INV-BAL-737888,2025-08-25,Nairobi,HFO,1225190,0,0,1225190,1225023,-167
INV-BAL-661328,2025-01-03,Mombasa (KOSF),DPK,1097806,0,0,1097806,1096154,-1652
INV-BAL-322638,2025-08-07,Mombasa (KOSF),HFO,1796009,352775,0,2148784,2149613,829
INV-BAL-339149,2025-03-09,Eldoret,JETA1,501915,0,0,501915,496939,-4976
INV-BAL-377612,2026-04-27,Nairobi,AGO,953484,0,74840,878644,876350,-2294
INV-BAL-095272,25/03/2025,Eldoret,AGO,948771,0,53835,894936,894811,-125
INV-BAL-431711,2026-01-14,Mombasa (Kipevu),JETA1,1669429,0,55577,1613852,1614239,387
INV-BAL-212786,2025-08-31,Kisumu,LPG,1883504,0,0,1883504,1882598,-906
INV-BAL-321531,2025-06-14,Eldoret,LUB,986256,0,44327,941929,940162,-1767
INV-BAL-074662,2025-11-21,Kisumu,LPG,913536,0,95180,818356,818494,138
INV-BAL-206551,2025-07-30,Eldoret,DPK,1488870,0,0,1488870,1489906,1036
INV-BAL-262499,2025-02-28,Eldoret,PMS,830734,384779,0,1215513,1212726,-2787
INV-BAL-297183,2026-02-25,Nairobi,JETA1,1072883,0,78176,994707,990018,-4689
INV-BAL-332537,2025-10-18,Kisumu,PMS,1027402,0,0,1027402,1028864,1462
INV-BAL-030814,2025-02-09,Mombasa (KOSF),AGO,1809447,0,20211,1789236,1790381,1145
INV-BAL-146995,2025-07-28,Mombasa (KOSF),LPG,1612158,0,0,1612158,1611599,-559
INV-BAL-934369,2026-03-13,Eldoret,LUB,1844495,0,85106,1759389,1754633,-4756
INV-BAL-412511,2026-01-02,Mombasa (KOSF),JETA1,622479,0,0,622479,624430,1951
INV-BAL-441713,2025-10-18,Mombasa (Kipevu),HFO,714709,554237,78416,1190530,1187897,-2633
INV-BAL-090528,2025-11-02,Nairobi,PMS,1363320,756403,0,2119723,2119019,-704
INV-BAL-604589,2025-10-11,Mombasa (KOSF),DPK,805373,0,0,805373,803287,-2086
INV-BAL-060627,2026-01-24,Nairobi,JETA1,1405868,0,24031,1381837,1381853,16
INV-BAL-886066,2026-03-24,Mombasa (KOSF),HFO,578854,0,147400,431454,428293,-3161
INV-BAL-901029,2026-03-15,Mombasa (KOSF),LPG,989257,484214,0,1473471,1469908,-3563
INV-BAL-086066,2025-05-29,Nairobi,LPG,947170,0,0,947170,949161,1991
INV-BAL-537121,2026-02-18,Eldoret,LUB,1696248,224812,77386,1843674,1840943,-2731
INV-BAL-533113,2025-07-12,Mombasa (KOSF),LUB,1606662,0,0,1606662,1606789,127
INV-BAL-215878,2026-01-29,Eldoret,AGO,1314587,0,59603,1254984,1251714,-3270
INV-BAL-239273,2025-03-01,Mombasa (Kipevu),AGO,1263604,0,0,1263604,1259527,-4077
INV-BAL-894546,2025-06-17,Nairobi,LPG,1031324,0,81223,950101,950463,362
INV-BAL-687137,2025-01-20,Mombasa (Kipevu),PMS,1172270,0,0,1172270,1174131,1861
INV-BAL-906193,2026-03-15,Mombasa (KOSF),HFO,691379,0,0,691379,687244,-4135
INV-BAL-078594,2025-12-02,Mombasa (KOSF),PMS,744253,0,46453,697800,697791,-9
INV-BAL-831696,2026-04-15,Mombasa (KOSF),PMS,1046360,0,60353,986007,987876,1869
INV-BAL-404130,2025-09-22,Mombasa (Kipevu),LPG,615278,0,25876,589402,589849,447
INV-BAL-276660,2025-05-17,Mombasa (Kipevu),AGO,1304883,0,0,1304883,1304289,-594
INV-BAL-621305,2026-02-13,Nairobi,AGO,582714,0,54154,528560,526416,-2144
INV-BAL-928742,2026-06-17,Eldoret,DPK,1504637,0,0,1504637,1504400,-237
INV-BAL-511413,2025-11-02,Mombasa (Kipevu),LPG,1992285,0,0,1992285,1987567,-4718
INV-BAL-750531,2025-03-26,Mombasa (KOSF),JETA1,1674299,0,0,1674299,1675454,1155
INV-BAL-645533,2025-08-09,Nairobi,LUB,1544420,0,0,1544420,1545335,915
INV-BAL-747440,2026-04-01,Nairobi,JETA1,1380401,0,36543,1343858,1342403,-1455
INV-BAL-201243,2025-11-24,Eldoret,DPK,858135,248404,41925,1064614,1060054,-4560
INV-BAL-391863,2025-06-01,Kisumu,JETA1,501146,0,0,501146,500509,-637
INV-BAL-447218,2025-06-03,Mombasa (Kipevu),AGO,886578,778940,0,1665518,1660944,-4574
INV-BAL-874250,2026-05-21,Mombasa (Kipevu),PMS,870518,731747,0,1602265,1601248,-1017
INV-BAL-987734,2025-01-19,Nairobi,PMS,1050427,0,53821,996606,997909,1303
INV-BAL-559960,2025-07-03,Mombasa (KOSF),DPK,716018,0,33436,682582,682053,-529
INV-BAL-102223,2026-03-19,Mombasa (Kipevu),AGO,1621775,0,0,1621775,1620255,-1520
INV-BAL-542807,2025-09-28,Mombasa (Kipevu),AGO,1813722,0,0,1813722,1811478,-2244
INV-BAL-809672,2026-05-17,Nairobi,DPK,674859,0,0,674859,672169,-2690
INV-BAL-555989,2026-06-22,Nairobi,AGO,1177668,0,91576,1086092,1086318,226
INV-BAL-810081,2025-01-06,Eldoret,LPG,1384165,210760,0,1594925,1595525,600
INV-BAL-291496,2026-02-10,Nairobi,AGO,1110604,726092,0,1836696,1835682,-1014
INV-BAL-654415,2025-03-12,Mombasa (Kipevu),AGO,1491524,0,0,1491524,1489435,-2089
INV-BAL-490062,2026-03-14,Nairobi,LPG,641792,0,0,641792,639736,-2056
INV-BAL-336585,2026-04-29,Mombasa (Kipevu),JETA1,1866744,511436,55694,2322486,2320827,-1659
INV-BAL-805362,2025-01-25,Nairobi,DPK,1339324,0,0,1339324,1334910,-4414
INV-BAL-573790,2025-08-23,Kisumu,JETA1,1165641,0,0,1165641,1161605,-4036
INV-BAL-352004,2026-02-02,Eldoret,AGO,1291952,0,0,1291952,1290988,-964
INV-BAL-865535,2025-05-09,Mombasa (Kipevu),AGO,1041887,787340,0,1829227,1827576,-1651
INV-BAL-603438,2025-08-02,Mombasa (Kipevu),DPK,1774299,0,55356,1718943,1714284,-4659
INV-BAL-515520,2026-06-27,Eldoret,LPG,1503578,0,28206,1475372,1472419,-2953
INV-BAL-844044,2026-06-05,Eldoret,PMS,1922467,0,0,1922467,1918724,-3743
INV-BAL-564405,2025-03-11,Mombasa (Kipevu),PMS,1608624,0,108928,1499696,1497358,-2338
INV-BAL-766202,2025-12-28,Kisumu,PMS,787467,0,0,787467,782893,-4574
INV-BAL-748677,2026-01-06,Mombasa (KOSF),PMS,1241566,358769,0,1600335,1596438,-3897
INV-BAL-862072,2026-04-16,Mombasa (Kipevu),LPG,920473,0,38544,881929,877337,-4592
INV-BAL-384436,2026-03-08,Mombasa (KOSF),HFO,1502583,0,71305,1431278,1429946,-1332
INV-BAL-918460,2025-08-17,Mombasa (KOSF),HFO,913853,0,30956,882897,879156,-3741
INV-BAL-839257,2025-02-15,Nairobi,LPG,1224412,0,102740,1121672,1117007,-4665
INV-BAL-619048,2025-08-04,Kisumu,JETA1,658475,0,0,658475,659053,578
INV-BAL-514048,2025-04-24,Nairobi,HFO,1508061,0,0,1508061,1505549,-2512
INV-BAL-670208,2025-08-23,Nairobi,JETA1,1926575,0,0,1926575,1925076,-1499
INV-BAL-577072,2025-11-24,Nairobi,DPK,766099,0,59380,706719,703216,-3503
INV-BAL-469854,2025-09-25,Mombasa (KOSF),HFO,1803725,0,0,1803725,1799528,-4197
INV-BAL-278670,2025-01-09,Nairobi,LUB,1576950,0,87496,1489454,1484557,-4897
INV-BAL-976302,2025-08-31,Nairobi,DPK,1679691,0,66056,1613635,1611462,-2173
INV-BAL-243559,24/05/2026,Kisumu,LPG,1601905,565561,0,2167466,2163553,-3913
INV-BAL-389475,2025-03-07,Eldoret,DPK,507208,0,0,507208,505825,-1383
INV-BAL-871735,2026-06-01,Mombasa (Kipevu),AGO,825687,655046,51898,1428835,1430255,1420
INV-BAL-488853,2026-04-16,Mombasa (Kipevu),AGO,701844,0,90639,611205,609940,-1265
INV-BAL-261239,2025-01-13,Kisumu,LPG,1480862,0,144392,1336470,1335612,-858
INV-BAL-420118,2026-01-26,Kisumu,LUB,1786109,492802,44287,2234624,2232170,-2454
INV-BAL-386218,2025-01-05,Kisumu,AGO,1033923,0,55647,978276,974533,-3743
INV-BAL-368285,2025-12-19,Kisumu,DPK,641944,0,52718,589226,586515,-2711
INV-BAL-579576,2025-08-14,Mombasa (KOSF),LPG,1881169,0,0,1881169,1877264,-3905
INV-BAL-510110,2025-12-16,Kisumu,LPG,608905,382914,28465,963354,961005,-2349
INV-BAL-546339,2025-03-12,Mombasa (Kipevu),HFO,1094798,0,0,1094798,1093070,-1728
INV-BAL-032818,,Eldoret,PMS,1499774,0,52751,1447023,1443938,-3085
INV-BAL-802352,2025-02-25,Mombasa (KOSF),AGO,967782,0,33662,934120,933005,-1115
INV-BAL-765248,21/08/2025,Kisumu,JETA1,583516,0,0,583516,578750,-4766
INV-BAL-984097,2025-03-25,Kisumu,AGO,860823,0,23123,837700,836746,-954
INV-BAL-047190,2025-04-12,Kisumu,AGO,1193394,221991,47310,1368075,1365126,-2949
INV-BAL-102063,2025-06-15,Mombasa (Kipevu),AGO,1155321,0,0,1155321,1152551,-2770
INV-BAL-233025,2025-03-24,Mombasa (Kipevu),LUB,1829487,0,36151,1793336,1788342,-4994
INV-BAL-450402,2026-06-26,Mombasa (Kipevu),AGO,1147257,0,0,1147257,1144395,-2862
INV-BAL-896540,2025-12-01,Mombasa (KOSF),LPG,1329236,0,22896,1306340,1307814,1474
INV-BAL-011788,2026-05-04,Eldoret,AGO,859730,0,0,859730,861652,1922
INV-BAL-325575,2025-07-08,Mombasa (Kipevu),PMS,1583844,0,0,1583844,1583300,-544
INV-BAL-598022,2026-05-18,Mombasa (Kipevu),JETA1,938875,0,0,938875,933887,-4988
INV-BAL-659549,2025-03-02,Mombasa (KOSF),HFO,1024601,332547,76400,1280748,1278878,-1870
INV-BAL-945429,2025-12-18,Mombasa (Kipevu),DPK,575841,381359,47533,909667,906205,-3462
INV-BAL-426434,11/06/2025,Mombasa (KOSF),AGO,702755,0,24607,678148,673458,-4690
INV-BAL-868729,10/04/2026,Kisumu,PMS,754324,0,0,754324,751067,-3257
INV-BAL-821501,2026-06-05,Mombasa (Kipevu),HFO,1383821,0,76563,1307258,1305906,-1352
INV-BAL-031125,2026-06-07,Eldoret,HFO,1758380,0,0,1758380,1754032,-4348
INV-BAL-304146,2026-06-19,Eldoret,PMS,1816920,384801,0,2201721,2202778,1057
INV-BAL-951073,18/04/2026,Mombasa (Kipevu),AGO,976791,0,32522,944269,939711,-4558
INV-BAL-283221,2026-02-04,Nairobi,LUB,576290,0,69911,506379,505790,-589
INV-BAL-387777,2025-02-13,Mombasa (Kipevu),DPK,1560218,0,34417,1525801,1524117,-1684
INV-BAL-886185,2026-01-29,Mombasa (KOSF),HFO,558134,0,0,558134,554382,-3752
INV-BAL-413945,2026-05-05,Eldoret,LUB,1819028,520076,0,2339104,2337560,-1544
INV-BAL-455347,2025-01-10,Mombasa (KOSF),HFO,615340,0,0,615340,611259,-4081
INV-BAL-488015,2025-03-24,Kisumu,AGO,1327520,0,51502,1276018,1271580,-4438
INV-BAL-067132,2026-01-24,Mombasa (KOSF),PMS,996842,372480,0,1369322,1366390,-2932
INV-BAL-584088,2025-02-02,Eldoret,HFO,1869740,0,77723,1792017,1790466,-1551
INV-BAL-341727,2025-04-21,Nairobi,AGO,863596,0,0,863596,861149,-2447
INV-BAL-007149,2026-04-22,Nairobi,JETA1,964978,0,0,964978,963812,-1166
INV-BAL-921782,2025-10-28,Nairobi,LUB,830102,0,58659,771443,767388,-4055
INV-BAL-094295,2026-04-09,Kisumu,LPG,1115416,0,58108,1057308,1055051,-2257
INV-BAL-222685,2025-05-07,Mombasa (Kipevu),PMS,822017,0,29024,792993,792864,-129
INV-BAL-626849,2025-04-02,Mombasa (Kipevu),JETA1,1750644,0,53098,1697546,1695607,-1939
INV-BAL-667372,2026-06-02,Mombasa (KOSF),JETA1,1549190,0,0,1549190,1550272,1082
INV-BAL-729717,2025-08-26,Nairobi,LUB,1325486,0,21412,1304074,1305373,1299
INV-BAL-763234,2026-06-20,Kisumu,LPG,1425216,0,99506,1325710,1321627,-4083
INV-BAL-846362,2026-02-18,Kisumu,JETA1,1145414,0,39476,1105938,1101011,-4927
INV-BAL-902164,2025-05-22,Nairobi,AGO,1187955,0,0,1187955,1186797,-1158
INV-BAL-997503,2025-06-25,Mombasa (Kipevu),JETA1,711644,0,44218,667426,665218,-2208
INV-BAL-151787,2026-04-08,Eldoret,LPG,1922674,0,41043,1881631,1879947,-1684
INV-BAL-572330,2026-05-28,Nairobi,DPK,1347202,0,45926,1301276,1300481,-795
INV-BAL-195789,2025-04-09,Kisumu,DPK,840843,0,0,840843,840101,-742
INV-BAL-033724,2025-02-25,Mombasa (KOSF),LPG,1007209,0,0,1007209,1005591,-1618
INV-BAL-140414,2025-06-13,Eldoret,LUB,1230943,0,0,1230943,1227826,-3117
INV-BAL-959637,2025-11-09,Mombasa (Kipevu),PMS,638035,622911,0,1260946,1256074,-4872
INV-BAL-068182,2025-10-11,Mombasa (KOSF),HFO,666843,0,0,666843,663711,-3132
INV-BAL-284010,2026-01-21,Kisumu,AGO,1184151,0,0,1184151,1182075,-2076
INV-BAL-691527,2026-02-08,Mombasa (KOSF),DPK,1787366,602445,0,2389811,2386517,-3294
INV-BAL-739495,2026-03-13,Nairobi,AGO,1357206,0,0,1357206,1357084,-122
INV-BAL-526180,2026-03-27,Kisumu,HFO,733705,0,0,733705,734923,1218
INV-BAL-018700,2025-08-26,Mombasa (Kipevu),DPK,1056952,0,0,1056952,1056831,-121
INV-BAL-628358,2025-11-03,Nairobi,JETA1,637393,0,26747,610646,610775,129
INV-BAL-157137,11/05/2025,Kisumu,HFO,582165,0,0,582165,581574,-591
INV-BAL-105575,2026-04-09,Kisumu,LUB,1610062,0,76809,1533253,1528588,-4665
INV-BAL-296346,22/01/2025,Nairobi,PMS,856267,740147,0,1596414,1596290,-124
INV-BAL-690008,2025-01-20,Mombasa (Kipevu),HFO,1108010,0,21671,1086339,1081484,-4855
INV-BAL-150623,27/03/2026,Kisumu,AGO,515891,664118,0,1180009,1177065,-2944
INV-BAL-677287,2025-08-03,Mombasa (Kipevu),PMS,931288,0,0,931288,928016,-3272
INV-BAL-524526,2025-03-05,Nairobi,JETA1,1056763,0,42177,1014586,1010938,-3648
INV-BAL-734661,2025-11-02,Mombasa (KOSF),LPG,1770091,0,0,1770091,1765553,-4538
INV-BAL-917262,,Mombasa (Kipevu),AGO,1096019,0,0,1096019,1096670,651
INV-BAL-220338,2025-01-22,Nairobi,AGO,1702819,0,0,1702819,1700853,-1966
INV-BAL-761556,2026-04-08,Kisumu,JETA1,917177,0,30610,886567,886849,282
INV-BAL-926153,2026-04-26,Eldoret,JETA1,1429773,0,0,1429773,1429341,-432
INV-BAL-753938,2025-01-11,Mombasa (KOSF),PMS,799215,0,32474,766741,767626,885
INV-BAL-295115,2026-06-12,Kisumu,JETA1,1919188,540025,0,2459213,2454974,-4239
INV-BAL-202215,2025-07-13,Mombasa (Kipevu),PMS,1821676,0,44446,1777230,1772414,-4816
INV-BAL-650046,2025-11-13,Mombasa (KOSF),PMS,1188771,452886,0,1641657,1637338,-4319
INV-BAL-013381,2025-12-27,Mombasa (KOSF),AGO,1123997,0,0,1123997,1119822,-4175
INV-BAL-810822,2025-07-10,Nairobi,PMS,830382,0,0,830382,825902,-4480
INV-BAL-904500,2025-01-05,Nairobi,DPK,1413547,0,0,1413547,1408771,-4776
INV-BAL-531700,2026-02-27,Kisumu,PMS,1277931,786597,0,2064528,2061413,-3115
INV-BAL-304277,2026-01-31,Nairobi,DPK,1722579,0,0,1722579,1722022,-557
INV-BAL-663230,2025-09-18,Mombasa (KOSF),PMS,1846103,0,0,1846103,1844130,-1973
INV-BAL-971950,2025-10-13,Mombasa (KOSF),HFO,1479259,373641,48042,1804858,1799985,-4873
INV-BAL-984209,2025-09-23,Eldoret,PMS,1252366,797389,30459,2019296,2016571,-2725
INV-BAL-307071,07/11/2025,Nairobi,LPG,981408,0,0,981408,980573,-835
INV-BAL-965933,2025-03-17,Mombasa (Kipevu),DPK,1048527,676341,0,1724868,1725374,506
INV-BAL-113725,2025-03-07,Kisumu,DPK,1895377,0,0,1895377,1896293,916
INV-BAL-669002,2026-04-27,Kisumu,DPK,1226744,0,81530,1145214,1142228,-2986
INV-BAL-334589,2026-05-27,Mombasa (Kipevu),HFO,1284805,635427,0,1920232,1917604,-2628
INV-BAL-562925,2025-01-14,Mombasa (Kipevu),LPG,719603,0,49115,670488,667050,-3438
INV-BAL-140748,28/02/2026,Mombasa (Kipevu),LPG,791115,0,133653,657462,653520,-3942
INV-BAL-620750,2026-05-21,Kisumu,AGO,1818138,0,0,1818138,1817552,-586
INV-BAL-247953,2026-02-04,Mombasa (Kipevu),JETA1,1910167,0,121435,1788732,1786378,-2354
INV-BAL-707474,,Mombasa (KOSF),HFO,1845739,0,49869,1795870,1795140,-730
INV-BAL-283468,2025-08-14,Mombasa (Kipevu),AGO,1421453,634379,0,2055832,2056881,1049
INV-BAL-712476,2025-12-13,Kisumu,LPG,1178578,281993,0,1460571,1459452,-1119
INV-BAL-697560,2025-01-14,Nairobi,LUB,1100245,0,0,1100245,1096170,-4075
INV-BAL-498785,2025-11-10,Mombasa (KOSF),LPG,1030425,0,0,1030425,1027430,-2995
INV-BAL-866038,2025-01-21,Mombasa (Kipevu),AGO,758278,768451,0,1526729,1527076,347
INV-BAL-562794,2025-03-21,Kisumu,LPG,1218427,0,45234,1173193,1172969,-224
INV-BAL-624567,2026-04-22,Eldoret,LUB,751356,339873,52076,1039153,1040014,861
INV-BAL-680617,2026-04-16,Kisumu,LUB,1307569,0,30278,1277291,1275566,-1725
INV-BAL-744266,2025-11-07,Nairobi,HFO,710223,0,0,710223,709143,-1080
INV-BAL-240996,2025-11-16,Mombasa (KOSF),PMS,1856663,0,0,1856663,1855096,-1567
INV-BAL-687823,2026-01-19,Eldoret,DPK,1274060,0,0,1274060,1270957,-3103
INV-BAL-198558,2025-11-28,Mombasa (Kipevu),HFO,608664,0,0,608664,608663,-1
INV-BAL-263813,2025-08-08,Nairobi,PMS,797262,0,32285,764977,764594,-383
INV-BAL-922951,2025-03-17,Mombasa (Kipevu),AGO,877956,597617,0,1475573,1473861,-1712
INV-BAL-879988,2025-06-27,Kisumu,PMS,1586225,0,0,1586225,1585845,-380
INV-BAL-999692,2025-10-27,Kisumu,PMS,1253935,637188,0,1891123,1888645,-2478
INV-BAL-455908,2025-07-25,Eldoret,HFO,1796774,0,0,1796774,1795426,-1348
INV-BAL-712516,2026-06-26,Nairobi,HFO,975595,0,0,975595,975109,-486
INV-BAL-527506,2025-01-28,Nairobi,PMS,1733260,0,0,1733260,1731373,-1887
INV-BAL-002934,2025-08-24,Nairobi,DPK,1469632,0,0,1469632,1467456,-2176
INV-BAL-616456,2026-01-02,Eldoret,PMS,643313,0,0,643313,643880,567
INV-BAL-697358,2026-01-01,Mombasa (KOSF),HFO,1544797,0,0,1544797,1541321,-3476
INV-BAL-977938,2025-06-04,Eldoret,AGO,875453,0,0,875453,876352,899
INV-BAL-927583,2025-03-14,Mombasa (Kipevu),DPK,694060,0,0,694060,691193,-2867
INV-BAL-933708,2026-04-05,Nairobi,HFO,1577540,0,0,1577540,1576103,-1437
INV-BAL-332472,2025-06-12,Kisumu,PMS,526094,0,0,526094,525148,-946
INV-BAL-307341,2026-06-22,Nairobi,LPG,806110,0,0,806110,806091,-19
INV-BAL-881209,23/05/2026,Mombasa (Kipevu),DPK,732978,0,26896,706082,704104,-1978
INV-BAL-850360,2025-04-15,Nairobi,AGO,1454726,0,0,1454726,1451265,-3461
INV-BAL-553866,2026-03-05,Nairobi,LUB,1254713,0,52535,1202178,1203315,1137
INV-BAL-752672,2026-03-19,Eldoret,PMS,1362545,605674,37922,1930297,1928823,-1474
INV-BAL-508926,2025-06-23,Eldoret,PMS,772679,0,0,772679,768878,-3801
INV-BAL-937287,23/10/2025,Kisumu,LPG,1666859,0,0,1666859,1667772,913
INV-BAL-309952,2025-01-19,Eldoret,DPK,1932679,0,0,1932679,1929714,-2965
INV-BAL-604121,2025-02-18,Kisumu,LPG,838042,532408,0,1370450,1369458,-992
INV-BAL-442571,2026-05-19,Mombasa (Kipevu),JETA1,1453618,0,0,1453618,1453807,189
INV-BAL-887322,2025-08-01,Eldoret,HFO,1788371,0,31996,1756375,1752253,-4122
INV-BAL-763824,2025-11-15,Mombasa (KOSF),DPK,915389,0,22704,892685,893751,1066
INV-BAL-074466,2025-01-01,Mombasa (KOSF),DPK,767211,0,0,767211,766714,-497
INV-BAL-130386,2026-02-02,Mombasa (KOSF),LPG,1808464,0,0,1808464,1804354,-4110
INV-BAL-717424,2025-01-28,Eldoret,HFO,1935081,0,34924,1900157,1898303,-1854
INV-BAL-264190,,Mombasa (KOSF),LUB,685499,718145,0,1403644,1399881,-3763
INV-BAL-239634,2026-03-10,Mombasa (Kipevu),AGO,1511756,688999,0,2200755,2200459,-296
INV-BAL-915388,2025-06-18,Eldoret,AGO,1482461,717314,107582,2092193,2093944,1751
INV-BAL-190169,2025-08-02,Nairobi,HFO,509739,0,27332,482407,478755,-3652
INV-BAL-830576,2025-01-09,Kisumu,LUB,1135905,0,41198,1094707,1092489,-2218
INV-BAL-048144,2025-08-27,Nairobi,HFO,1702935,0,0,1702935,1700553,-2382
INV-BAL-989391,2025-02-09,Kisumu,LPG,1942622,0,0,1942622,1941549,-1073
INV-BAL-947238,2025-04-03,Kisumu,LUB,1117305,530889,0,1648194,1646494,-1700
INV-BAL-055806,2025-08-20,Eldoret,LPG,1316699,563814,0,1880513,1876729,-3784
INV-BAL-469970,2025-04-08,Mombasa (Kipevu),LPG,1753517,576142,0,2329659,2325933,-3726
INV-BAL-865960,2025-10-21,Kisumu,PMS,727870,0,49992,677878,677135,-743
INV-BAL-790730,2025-08-10,Mombasa (KOSF),AGO,1841296,0,0,1841296,1841080,-216
INV-BAL-640883,2025-11-11,Eldoret,LPG,1906869,0,0,1906869,1906576,-293
INV-BAL-618763,2025-11-15,Eldoret,LPG,920802,0,0,920802,919111,-1691
INV-BAL-328014,2025-05-24,Eldoret,PMS,1710550,0,104248,1606302,1605666,-636
INV-BAL-153419,2025-12-07,Mombasa (KOSF),DPK,1831036,0,0,1831036,1830048,-988
INV-BAL-971771,2025-02-06,Nairobi,DPK,1067016,0,0,1067016,1063906,-3110
INV-BAL-344882,2025-11-11,Mombasa (Kipevu),LPG,595071,0,31568,563503,560983,-2520
INV-BAL-413265,2025-06-01,Mombasa (Kipevu),JETA1,1512298,0,46088,1466210,1464480,-1730
INV-BAL-492708,2025-08-02,Mombasa (KOSF),LUB,1794045,0,0,1794045,1793294,-751
INV-BAL-940918,2025-07-27,Kisumu,LUB,1279147,0,0,1279147,1278936,-211
INV-BAL-486606,2025-08-03,Mombasa (KOSF),AGO,950309,0,42337,907972,908035,63
INV-BAL-124394,2025-07-01,Mombasa (KOSF),AGO,1372952,0,84256,1288696,1287196,-1500
INV-BAL-734745,2025-12-03,Kisumu,HFO,1713159,0,32488,1680671,1680159,-512
INV-BAL-294542,2025-08-08,Kisumu,DPK,1106364,0,0,1106364,1102952,-3412
INV-BAL-744183,2026-06-23,Kisumu,JETA1,1153677,0,0,1153677,1151755,-1922
INV-BAL-496396,2025-03-31,Nairobi,DPK,743782,379616,0,1123398,1125156,1758
INV-BAL-861651,2025-03-19,Mombasa (Kipevu),AGO,1390880,535688,0,1926568,1926285,-283
